NAME,B01003_001E,state,county
"Greene County, Indiana",30954,18,055
"Hamilton County, Indiana",357176,18,057
"Hancock County, Indiana",82013,18,059
"Harrison County, Indiana",39785,18,061
"Hendricks County, Indiana",179379,18,063
"Henry County, Indiana",48896,18,065
"Howard County, Indiana",83610,18,067
"Huntington County, Indiana",36757,18,069
"Jackson County, Indiana",46319,18,071
"Jasper County, Indiana",33198,18,073
"Jay County, Indiana",20281,18,075
"Jefferson County, Indiana",33074,18,077
"Jennings County, Indiana",27584,18,079
"Johnson County, Indiana",163983,18,081
"Knox County, Indiana",36108,18,083
"Kosciusko County, Indiana",80357,18,085
"LaGrange County, Indiana",40596,18,087
"Lake County, Indiana",498990,18,089
"LaPorte County, Indiana",112141,18,091
"Lawrence County, Indiana",45077,18,093
"Madison County, Indiana",130949,18,095
"Marion County, Indiana",971822,18,097
"Marshall County, Indiana",46225,18,099
"Martin County, Indiana",9854,18,101
"Miami County, Indiana",35772,18,103
"Monroe County, Indiana",139822,18,105
"Montgomery County, Indiana",38155,18,107
"Morgan County, Indiana",72202,18,109
"Newton County, Indiana",13859,18,111
"Noble County, Indiana",47417,18,113
"Ohio County, Indiana",5993,18,115
"Orange County, Indiana",19746,18,117
"Owen County, Indiana",21434,18,119
"Parke County, Indiana",16346,18,121
"Perry County, Indiana",19218,18,123
"Pike County, Indiana",12187,18,125
"Porter County, Indiana",174150,18,127
"Posey County, Indiana",25163,18,129
"Pulaski County, Indiana",12441,18,131
"Putnam County, Indiana",37091,18,133
"Randolph County, Indiana",24425,18,135
"Ripley County, Indiana",29039,18,137
"Rush County, Indiana",16734,18,139
"St. Joseph County, Indiana",272574,18,141
"Scott County, Indiana",24468,18,143
"Shelby County, Indiana",45104,18,145
"Spencer County, Indiana",19871,18,147
"Starke County, Indiana",23300,18,149
"Steuben County, Indiana",34648,18,151
"Sullivan County, Indiana",20766,18,153
"Switzerland County, Indiana",9914,18,155
"Tippecanoe County, Indiana",187399,18,157
"Tipton County, Indiana",15329,18,159
"Union County, Indiana",7028,18,161
"Vanderburgh County, Indiana",179908,18,163
"Vermillion County, Indiana",15452,18,165
"Vigo County, Indiana",106201,18,167
"Wabash County, Indiana",30901,18,169
"Warren County, Indiana",8469,18,171
"Warrick County, Indiana",64650,18,173
"Washington County, Indiana",28167,18,175
"Wayne County, Indiana",66377,18,177
"Wells County, Indiana",28261,18,179
"White County, Indiana",24709,18,181
"Whitley County, Indiana",34388,18,183
"Adair County, Iowa",7471,19,001
"Adams County, Iowa",3641,19,003
"Allamakee County, Iowa",14038,19,005
"Appanoose County, Iowa",12242,19,007
"Audubon County, Iowa",5622,19,009
"Benton County, Iowa",25698,19,011
"Black Hawk County, Iowa",130693,19,013
"Boone County, Iowa",26669,19,015
"Bremer County, Iowa",25118,19,017
"Buchanan County, Iowa",20645,19,019
"Buena Vista County, Iowa",20684,19,021
"Butler County, Iowa",14301,19,023
"Calhoun County, Iowa",9858,19,025
"Carroll County, Iowa",20677,19,027
"Cass County, Iowa",13115,19,029
"Cedar County, Iowa",18427,19,031
"Cerro Gordo County, Iowa",42785,19,033
"Cherokee County, Iowa",11587,19,035
"Chickasaw County, Iowa",11868,19,037
"Clarke County, Iowa",9690,19,039
"Clay County, Iowa",16446,19,041
"Clayton County, Iowa",17069,19,043
"Clinton County, Iowa",46383,19,045
"Crawford County, Iowa",16289,19,047
"Dallas County, Iowa",104136,19,049
"Davis County, Iowa",9127,19,051
"Decatur County, Iowa",7669,19,053
"Delaware County, Iowa",17549,19,055
"Des Moines County, Iowa",38597,19,057
"Dickinson County, Iowa",17844,19,059
"Dubuque County, Iowa",98948,19,061
"Emmet County, Iowa",9316,19,063
"Fayette County, Iowa",19393,19,065
"Floyd County, Iowa",15502,19,067
"Franklin County, Iowa",9977,19,069
"Fremont County, Iowa",6570,19,071
"Greene County, Iowa",8722,19,073
"Grundy County, Iowa",12352,19,075
"Guthrie County, Iowa",10646,19,077
"Hamilton County, Iowa",14893,19,079
"Hancock County, Iowa",10718,19,081
"Hardin County, Iowa",16729,19,083
"Harrison County, Iowa",14645,19,085
"Henry County, Iowa",20228,19,087
"Howard County, Iowa",9459,19,089
"Humboldt County, Iowa",9573,19,091
"Ida County, Iowa",6944,19,093
"Iowa County, Iowa",16547,19,095
"Jackson County, Iowa",19429,19,097
"Jasper County, Iowa",37864,19,099
"Jefferson County, Iowa",15676,19,101
"Johnson County, Iowa",154881,19,103
"Jones County, Iowa",20799,19,105
"Keokuk County, Iowa",9964,19,107
"Kossuth County, Iowa",14610,19,109
"Lee County, Iowa",33175,19,111
"Linn County, Iowa",229463,19,113
"Louisa County, Iowa",10710,19,115
"Lucas County, Iowa",8685,19,117
"Lyon County, Iowa",12087,19,119
"Madison County, Iowa",16760,19,121
"Mahaska County, Iowa",22045,19,123
"Marion County, Iowa",33551,19,125
"Marshall County, Iowa",39971,19,127
"Mills County, Iowa",14563,19,129
"Mitchell County, Iowa",10548,19,131
"Monona County, Iowa",8619,19,133
"Monroe County, Iowa",7546,19,135
"Montgomery County, Iowa",10254,19,137
"Muscatine County, Iowa",42735,19,139
"O'Brien County, Iowa",14103,19,141
"Osceola County, Iowa",6114,19,143
"Page County, Iowa",15168,19,145
"Palo Alto County, Iowa",8902,19,147
"Plymouth County, Iowa",25699,19,149
"Pocahontas County, Iowa",7040,19,151
"Polk County, Iowa",497441,19,153
"Pottawattamie County, Iowa",93407,19,155
"Poweshiek County, Iowa",18582,19,157
"Ringgold County, Iowa",4664,19,159
"Sac County, Iowa",9759,19,161
"Scott County, Iowa",174302,19,163
"Shelby County, Iowa",11757,19,165
"Sioux County, Iowa",35984,19,167
"Story County, Iowa",98592,19,169
"Tama County, Iowa",16982,19,171
"Taylor County, Iowa",5901,19,173
"Union County, Iowa",12038,19,175
"Van Buren County, Iowa",7236,19,177
"Wapello County, Iowa",35265,19,179
"Warren County, Iowa",53484,19,181
"Washington County, Iowa",22539,19,183
"Wayne County, Iowa",6518,19,185
"Webster County, Iowa",36848,19,187
"Winnebago County, Iowa",10648,19,189
"Winneshiek County, Iowa",19972,19,191
"Woodbury County, Iowa",105760,19,193
"Worth County, Iowa",7380,19,195
"Wright County, Iowa",12817,19,197
"Allen County, Kansas",12491,20,001
"Anderson County, Kansas",7819,20,003
"Atchison County, Kansas",16211,20,005
"Barber County, Kansas",4153,20,007
"Barton County, Kansas",25275,20,009
"Bourbon County, Kansas",14384,20,011
"Brown County, Kansas",9415,20,013
"Butler County, Kansas",67916,20,015
"Chase County, Kansas",2579,20,017
"Chautauqua County, Kansas",3370,20,019
"Cherokee County, Kansas",19236,20,021
"Cheyenne County, Kansas",2628,20,023
"Clark County, Kansas",1987,20,025
"Clay County, Kansas",8071,20,027
"Cloud County, Kansas",8973,20,029
"Coffey County, Kansas",8304,20,031
"Comanche County, Kansas",1685,20,033
"Cowley County, Kansas",34487,20,035
"Crawford County, Kansas",38963,20,037
"Decatur County, Kansas",2746,20,039
"Dickinson County, Kansas",18423,20,041
"Doniphan County, Kansas",7492,20,043
"Douglas County, Kansas",119547,20,045
"Edwards County, Kansas",2817,20,047
"Elk County, Kansas",2464,20,049
"Ellis County, Kansas",28870,20,051
"Ellsworth County, Kansas",6366,20,053
"Finney County, Kansas",38001,20,055
"Ford County, Kansas",34133,20,057
"Franklin County, Kansas",25994,20,059
"Geary County, Kansas",35895,20,061
"Gove County, Kansas",2796,20,063
"Graham County, Kansas",2406,20,065
"Grant County, Kansas",7284,20,067
"Gray County, Kansas",5696,20,069
"Greeley County, Kansas",1296,20,071
"Greenwood County, Kansas",5956,20,073
"Hamilton County, Kansas",2485,20,075
"Harper County, Kansas",5446,20,077
"Harvey County, Kansas",33823,20,079
"Haskell County, Kansas",3695,20,081
"Hodgeman County, Kansas",1676,20,083
"Jackson County, Kansas",13277,20,085
"Jefferson County, Kansas",18391,20,087
"Jewell County, Kansas",2909,20,089
"Johnson County, Kansas",614764,20,091
"Kearny County, Kansas",3910,20,093
"Kingman County, Kansas",7284,20,095
"Kiowa County, Kansas",2422,20,097
"Labette County, Kansas",19949,20,099
"Lane County, Kansas",1497,20,101
"Leavenworth County, Kansas",82493,20,103
"Lincoln County, Kansas",2924,20,105
"Linn County, Kansas",9723,20,107
"Logan County, Kansas",2720,20,109
"Lyon County, Kansas",32145,20,111
"McPherson County, Kansas",30130,20,113
"Marion County, Kansas",11795,20,115
"Marshall County, Kansas",10001,20,117
"Meade County, Kansas",3949,20,119
"Miami County, Kansas",34625,20,121
"Mitchell County, Kansas",5767,20,123
"Montgomery County, Kansas",31143,20,125
"Morris County, Kansas",5388,20,127
"Morton County, Kansas",2647,20,129
"Nemaha County, Kansas",10213,20,131
"Neosho County, Kansas",15715,20,133
"Ness County, Kansas",2659,20,135
"Norton County, Kansas",5392,20,137
"Osage County, Kansas",15780,20,139
"Osborne County, Kansas",3473,20,141
"Ottawa County, Kansas",5782,20,143
"Pawnee County, Kansas",6220,20,145
"Phillips County, Kansas",4874,20,147
"Pottawatomie County, Kansas",25808,20,149
"Pratt County, Kansas",9120,20,151
"Rawlins County, Kansas",2533,20,153
"Reno County, Kansas",61693,20,155
"Republic County, Kansas",4662,20,157
"Rice County, Kansas",9389,20,159
"Riley County, Kansas",71710,20,161
"Rooks County, Kansas",4869,20,163
"Rush County, Kansas",2957,20,165
"Russell County, Kansas",6717,20,167
"Saline County, Kansas",53801,20,169
"Scott County, Kansas",5071,20,171
"Sedgwick County, Kansas",524810,20,173
"Seward County, Kansas",21640,20,175
"Shawnee County, Kansas",178315,20,177
"Sheridan County, Kansas",2442,20,179
"Sherman County, Kansas",5919,20,181
"Smith County, Kansas",3579,20,183
"Stafford County, Kansas",4004,20,185
"Stanton County, Kansas",2018,20,187
"Stevens County, Kansas",5212,20,189
"Sumner County, Kansas",22386,20,191
"Thomas County, Kansas",7913,20,193
"Trego County, Kansas",2778,20,195
"Wabaunsee County, Kansas",6961,20,197
"Wallace County, Kansas",1459,20,199
"Washington County, Kansas",5519,20,201
"Wichita County, Kansas",2115,20,203
"Wilson County, Kansas",8559,20,205
"Woodson County, Kansas",3118,20,207
"Wyandotte County, Kansas",167277,20,209
"Adair County, Kentucky",19016,21,001
"Allen County, Kentucky",21029,21,003
"Anderson County, Kentucky",24098,21,005
"Ballard County, Kentucky",7678,21,007
"Barren County, Kentucky",44670,21,009
"Bath County, Kentucky",12812,21,011
"Bell County, Kentucky",23878,21,013
"Boone County, Kentucky",137676,21,015
"Bourbon County, Kentucky",20174,21,017
"Boyd County, Kentucky",48043,21,019
"Boyle County, Kentucky",30708,21,021
"Bracken County, Kentucky",8427,21,023
"Breathitt County, Kentucky",13438,21,025
"Breckinridge County, Kentucky",20722,21,027
"Bullitt County, Kentucky",83209,21,029
"Butler County, Kentucky",12373,21,031
"Caldwell County, Kentucky",12631,21,033
"Calloway County, Kentucky",37882,21,035
"Campbell County, Kentucky",93193,21,037
"Carlisle County, Kentucky",4763,21,039
"Carroll County, Kentucky",10878,21,041
"Carter County, Kentucky",26515,21,043
"Casey County, Kentucky",15951,21,045
"Christian County, Kentucky",72599,21,047
"Clark County, Kentucky",37004,21,049
"Clay County, Kentucky",20105,21,051
"Clinton County, Kentucky",9240,21,053
"Crittenden County, Kentucky",8972,21,055
"Cumberland County, Kentucky",5948,21,057
"Daviess County, Kentucky",103195,21,059
"Edmonson County, Kentucky",12243,21,061
"Elliott County, Kentucky",7336,21,063
"Estill County, Kentucky",14079,21,065
"Fayette County, Kentucky",321122,21,067
"Fleming County, Kentucky",15221,21,069
"Floyd County, Kentucky",35342,21,071
"Franklin County, Kentucky",51563,21,073
"Fulton County, Kentucky",6440,21,075
"Gallatin County, Kentucky",8749,21,077
"Garrard County, Kentucky",17346,21,079
"Grant County, Kentucky",25238,21,081
"Graves County, Kentucky",36612,21,083
"Grayson County, Kentucky",26586,21,085
"Green County, Kentucky",11278,21,087
"Greenup County, Kentucky",35639,21,089
"Hancock County, Kentucky",9032,21,091
"Hardin County, Kentucky",111452,21,093
"Harlan County, Kentucky",26185,21,095
"Harrison County, Kentucky",18971,21,097
"Hart County, Kentucky",19470,21,099
"Henderson County, Kentucky",44493,21,101
"Henry County, Kentucky",15774,21,103
"Hickman County, Kentucky",4470,21,105
"Hopkins County, Kentucky",45143,21,107
"Jackson County, Kentucky",13003,21,109
"Jefferson County, Kentucky",777392,21,111
"Jessamine County, Kentucky",53792,21,113
"Johnson County, Kentucky",22464,21,115
"Kenton County, Kentucky",169817,21,117
"Knott County, Kentucky",14046,21,119
"Knox County, Kentucky",30034,21,121
"Larue County, Kentucky",15028,21,123
"Laurel County, Kentucky",62731,21,125
"Lawrence County, Kentucky",16171,21,127
"Lee County, Kentucky",7375,21,129
"Leslie County, Kentucky",10261,21,131
"Letcher County, Kentucky",21146,21,133
"Lewis County, Kentucky",13028,21,135
"Lincoln County, Kentucky",24415,21,137
"Livingston County, Kentucky",8941,21,139
"Logan County, Kentucky",27731,21,141
"Lyon County, Kentucky",8831,21,143
"McCracken County, Kentucky",67584,21,145
"McCreary County, Kentucky",16905,21,147
"McLean County, Kentucky",9127,21,149
"Madison County, Kentucky",94064,21,151
"Magoffin County, Kentucky",11495,21,153
"Marion County, Kentucky",19680,21,155
"Marshall County, Kentucky",31728,21,157
"Martin County, Kentucky",11181,21,159
"Mason County, Kentucky",16995,21,161
"Meade County, Kentucky",30032,21,163
"Menifee County, Kentucky",6203,21,165
"Mercer County, Kentucky",22824,21,167
"Metcalfe County, Kentucky",10372,21,169
"Monroe County, Kentucky",11318,21,171
"Montgomery County, Kentucky",28271,21,173
"Morgan County, Kentucky",13938,21,175
"Muhlenberg County, Kentucky",30712,21,177
"Nelson County, Kentucky",47102,21,179
"Nicholas County, Kentucky",7655,21,181
"Ohio County, Kentucky",23704,21,183
"Oldham County, Kentucky",68600,21,185
"Owen County, Kentucky",11270,21,187
"Owsley County, Kentucky",4021,21,189
"Pendleton County, Kentucky",14683,21,191
"Perry County, Kentucky",27847,21,193
"Pike County, Kentucky",57466,21,195
"Powell County, Kentucky",13057,21,197
"Pulaski County, Kentucky",65503,21,199
"Robertson County, Kentucky",2239,21,201
"Rockcastle County, Kentucky",16144,21,203
"Rowan County, Kentucky",24525,21,205
"Russell County, Kentucky",18117,21,207
"Scott County, Kentucky",58269,21,209
"Shelby County, Kentucky",48599,21,211
"Simpson County, Kentucky",19786,21,213
"Spencer County, Kentucky",19875,21,215
"Taylor County, Kentucky",26205,21,217
"Todd County, Kentucky",12330,21,219
"Trigg County, Kentucky",14211,21,221
"Trimble County, Kentucky",8531,21,223
"Union County, Kentucky",13379,21,225
"Warren County, Kentucky",137549,21,227
"Washington County, Kentucky",12091,21,229
"Wayne County, Kentucky",19592,21,231
"Webster County, Kentucky",12873,21,233
"Whitley County, Kentucky",36755,21,235
"Wolfe County, Kentucky",6484,21,237
"Woodford County, Kentucky",27017,21,239
"Acadia Parish, Louisiana",57218,22,001
"Allen Parish, Louisiana",22552,22,003
"Ascension Parish, Louisiana",128593,22,005
"Assumption Parish, Louisiana",20720,22,007
"Avoyelles Parish, Louisiana",39176,22,009
"Beauregard Parish, Louisiana",36646,22,011
"Bienville Parish, Louisiana",12769,22,013
"Bossier Parish, Louisiana",129134,22,015
"Caddo Parish, Louisiana",232973,22,017
"Calcasieu Parish, Louisiana",208668,22,019
"Caldwell Parish, Louisiana",9563,22,021
"Cameron Parish, Louisiana",5222,22,023
"Catahoula Parish, Louisiana",8738,22,025
"Claiborne Parish, Louisiana",14019,22,027
"Concordia Parish, Louisiana",18325,22,029
"De Soto Parish, Louisiana",26897,22,031
"East Baton Rouge Parish, Louisiana",452821,22,033
"East Carroll Parish, Louisiana",7195,22,035
"East Feliciana Parish, Louisiana",19378,22,037
"Evangeline Parish, Louisiana",32162,22,039
"Franklin Parish, Louisiana",19590,22,041
"Grant Parish, Louisiana",22123,22,043
"Iberia Parish, Louisiana",69194,22,045
"Iberville Parish, Louisiana",29950,22,047
"Jackson Parish, Louisiana",14939,22,049
"Jefferson Parish, Louisiana",432484,22,051
"Jefferson Davis Parish, Louisiana",32083,22,053
"Lafayette Parish, Louisiana",245075,22,055
"Lafourche Parish, Louisiana",96670,22,057
"LaSalle Parish, Louisiana",14804,22,059
"Lincoln Parish, Louisiana",48160,22,061
"Livingston Parish, Louisiana",145583,22,063
"Madison Parish, Louisiana",9757,22,065
"Morehouse Parish, Louisiana",24967,22,067
"Natchitoches Parish, Louisiana",37047,22,069
"Orleans Parish, Louisiana",376035,22,071
"Ouachita Parish, Louisiana",158916,22,073
"Plaquemines Parish, Louisiana",23070,22,075
"Pointe Coupee Parish, Louisiana",20438,22,077
"Rapides Parish, Louisiana",128470,22,079
"Red River Parish, Louisiana",7529,22,081
"Richland Parish, Louisiana",19908,22,083
"Sabine Parish, Louisiana",22085,22,085
"St. Bernard Parish, Louisiana",44172,22,087
"St. Charles Parish, Louisiana",51863,22,089
"St. Helena Parish, Louisiana",10849,22,091
"St. James Parish, Louisiana",19797,22,093
"St. John the Baptist Parish, Louisiana",41342,22,095
"St. Landry Parish, Louisiana",82128,22,097
"St. Martin Parish, Louisiana",51559,22,099
"St. Mary Parish, Louisiana",48455,22,101
"St. Tammany Parish, Louisiana",269331,22,103
"Tangipahoa Parish, Louisiana",135218,22,105
"Tensas Parish, Louisiana",3992,22,107
"Terrebonne Parish, Louisiana",107362,22,109
"Union Parish, Louisiana",20914,22,111
"Vermilion Parish, Louisiana",57031,22,113
"Vernon Parish, Louisiana",47764,22,115
"Washington Parish, Louisiana",45238,22,117
"Webster Parish, Louisiana",36189,22,119
"West Baton Rouge Parish, Louisiana",27666,22,121
"West Carroll Parish, Louisiana",9622,22,123
"West Feliciana Parish, Louisiana",15381,22,125
"Winn Parish, Louisiana",13506,22,127
"Androscoggin County, Maine",112323,23,001
"Aroostook County, Maine",67227,23,003
"Cumberland County, Maine",305940,23,005
"Franklin County, Maine",30145,23,007
"Hancock County, Maine",56084,23,009
"Kennebec County, Maine",125614,23,011
"Knox County, Maine",40860,23,013
"Lincoln County, Maine",35840,23,015
"Oxford County, Maine",58728,23,017
"Penobscot County, Maine",153571,23,019
"Piscataquis County, Maine",17125,23,021
"Sagadahoc County, Maine",37093,23,023
"Somerset County, Maine",50852,23,025
"Waldo County, Maine",40006,23,027
"Washington County, Maine",31261,23,029
"York County, Maine",214731,23,031
"Allegany County, Maryland",67762,24,001
"Anne Arundel County, Maryland",590936,24,003
"Baltimore County, Maryland",849586,24,005
"Calvert County, Maryland",93791,24,009
"Caroline County, Maryland",33406,24,011
"Carroll County, Maryland",174318,24,013
"Cecil County, Maryland",104366,24,015
"Charles County, Maryland",168710,24,017
"Dorchester County, Maryland",32612,24,019
"Frederick County, Maryland",280341,24,021
"Garrett County, Maryland",28713,24,023
"Harford County, Maryland",262509,24,025
"Howard County, Maryland",333916,24,027
"Kent County, Maryland",19265,24,029
"Montgomery County, Maryland",1057586,24,031
"Prince George's County, Maryland",955584,24,033
"Queen Anne's County, Maryland",50951,24,035
"St. Mary's County, Maryland",114372,24,037
"Somerset County, Maryland",24685,24,039
"Talbot County, Maryland",37707,24,041
"Washington County, Maryland",155033,24,043
"Wicomico County, Maryland",104117,24,045
"Worcester County, Maryland",53279,24,047
"Baltimore city, Maryland",577193,24,510
"Barnstable County, Massachusetts",230073,25,001
"Berkshire County, Massachusetts",128047,25,003
"Bristol County, Massachusetts",578436,25,005
"Dukes County, Massachusetts",20751,25,007
"Essex County, Massachusetts",807258,25,009
"Franklin County, Massachusetts",70922,25,011
"Hampden County, Massachusetts",462853,25,013
"Hampshire County, Massachusetts",156595,25,015
"Middlesex County, Massachusetts",1622896,25,017
"Nantucket County, Massachusetts",14299,25,019
"Norfolk County, Massachusetts",724540,25,021
"Plymouth County, Massachusetts",531889,25,023
"Suffolk County, Massachusetts",782172,25,025
"Worcester County, Massachusetts",861664,25,027
"Alcona County, Michigan",10310,26,001
"Alger County, Michigan",8813,26,003
"Allegan County, Michigan",120913,26,005
"Alpena County, Michigan",28908,26,007
"Antrim County, Michigan",23876,26,009
"Arenac County, Michigan",15054,26,011
"Baraga County, Michigan",8249,26,013
"Barry County, Michigan",62982,26,015
"Bay County, Michigan",103235,26,017
"Benzie County, Michigan",18177,26,019
"Berrien County, Michigan",153411,26,021
"Branch County, Michigan",44914,26,023
"Calhoun County, Michigan",133846,26,025
"Cass County, Michigan",51606,26,027
"Charlevoix County, Michigan",26143,26,029
"Cheboygan County, Michigan",25778,26,031
"Chippewa County, Michigan",36448,26,033
"Clare County, Michigan",31109,26,035
"Clinton County, Michigan",79419,26,037
"Crawford County, Michigan",13271,26,039
"Delta County, Michigan",36829,26,041
"Dickinson County, Michigan",25940,26,043
"Eaton County, Michigan",109000,26,045
"Emmet County, Michigan",34159,26,047
"Genesee County, Michigan",404087,26,049
"Gladwin County, Michigan",25543,26,051
"Gogebic County, Michigan",14348,26,053
"Grand Traverse County, Michigan",95757,26,055
"Gratiot County, Michigan",41478,26,057
"Hillsdale County, Michigan",45658,26,059
"Houghton County, Michigan",37428,26,061
"Huron County, Michigan",31258,26,063
"Ingham County, Michigan",282015,26,065
"Ionia County, Michigan",66706,26,067
"Iosco County, Michigan",25333,26,069
"Iron County, Michigan",11650,26,071
"Isabella County, Michigan",64475,26,073
"Jackson County, Michigan",160187,26,075
"Kalamazoo County, Michigan",261437,26,077
"Kalkaska County, Michigan",18116,26,079
"Kent County, Michigan",658844,26,081
"Keweenaw County, Michigan",2106,26,083
"Lake County, Michigan",12393,26,085
"Lapeer County, Michigan",88703,26,087
"Leelanau County, Michigan",22607,26,089
"Lenawee County, Michigan",98823,26,091
"Livingston County, Michigan",195143,26,093
"Luce County, Michigan",6325,26,095
"Mackinac County, Michigan",10865,26,097
"Macomb County, Michigan",877624,26,099
"Manistee County, Michigan",25247,26,101
"Marquette County, Michigan",66430,26,103
"Mason County, Michigan",29177,26,105
"Mecosta County, Michigan",40321,26,107
"Menominee County, Michigan",23295,26,109
"Midland County, Michigan",83641,26,111
"Missaukee County, Michigan",15156,26,113
"Monroe County, Michigan",155001,26,115
"Montcalm County, Michigan",67174,26,117
"Montmorency County, Michigan",9372,26,119
"Muskegon County, Michigan",175378,26,121
"Newaygo County, Michigan",50414,26,123
"Oakland County, Michigan",1272294,26,125
"Oceana County, Michigan",26788,26,127
"Ogemaw County, Michigan",20853,26,129
"Ontonagon County, Michigan",5870,26,131
"Osceola County, Michigan",23122,26,133
"Oscoda County, Michigan",8338,26,135
"Otsego County, Michigan",25352,26,137
"Ottawa County, Michigan",298614,26,139
"Presque Isle County, Michigan",13142,26,141
"Roscommon County, Michigan",23639,26,143
"Saginaw County, Michigan",189210,26,145
"St. Clair County, Michigan",160089,26,147
"St. Joseph County, Michigan",60870,26,149
"Sanilac County, Michigan",40574,26,151
"Schoolcraft County, Michigan",8093,26,153
"Shiawassee County, Michigan",68061,26,155
"Tuscola County, Michigan",53071,26,157
"Van Buren County, Michigan",75681,26,159
"Washtenaw County, Michigan",368394,26,161
"Wayne County, Michigan",1773767,26,163
"Wexford County, Michigan",33868,26,165
"Aitkin County, Minnesota",15930,27,001
"Anoka County, Minnesota",367095,27,003
"Becker County, Minnesota",35260,27,005
"Beltrami County, Minnesota",46421,27,007
"Benton County, Minnesota",41458,27,009
"Big Stone County, Minnesota",5152,27,011
"Blue Earth County, Minnesota",69386,27,013
"Brown County, Minnesota",25826,27,015
"Carlton County, Minnesota",36457,27,017
"Carver County, Minnesota",108622,27,019
"Cass County, Minnesota",30688,27,021
"Chippewa County, Minnesota",12388,27,023
"Chisago County, Minnesota",57434,27,025
"Clay County, Minnesota",65628,27,027
"Clearwater County, Minnesota",8579,27,029
"Cook County, Minnesota",5633,27,031
"Cottonwood County, Minnesota",11458,27,033
"Crow Wing County, Minnesota",67113,27,035
"Dakota County, Minnesota",442204,27,037
"Dodge County, Minnesota",20962,27,039
"Douglas County, Minnesota",39354,27,041
"Faribault County, Minnesota",13909,27,043
"Fillmore County, Minnesota",21346,27,045
"Freeborn County, Minnesota",30752,27,047
"Goodhue County, Minnesota",47844,27,049
"Grant County, Minnesota",6108,27,051
"Hennepin County, Minnesota",1268903,27,053
"Houston County, Minnesota",18768,27,055
"Hubbard County, Minnesota",21700,27,057
"Isanti County, Minnesota",41934,27,059
"Itasca County, Minnesota",45141,27,061
"Jackson County, Minnesota",9964,27,063
"Kanabec County, Minnesota",16261,27,065
"Kandiyohi County, Minnesota",43757,27,067
"Kittson County, Minnesota",4163,27,069
"Koochiching County, Minnesota",11950,27,071
"Lac qui Parle County, Minnesota",6694,27,073
"Lake County, Minnesota",10911,27,075
"Lake of the Woods County, Minnesota",3800,27,077
"Le Sueur County, Minnesota",28936,27,079
"Lincoln County, Minnesota",5594,27,081
"Lyon County, Minnesota",25498,27,083
"McLeod County, Minnesota",36771,27,085
"Mahnomen County, Minnesota",5371,27,087
"Marshall County, Minnesota",8961,27,089
"Martin County, Minnesota",19864,27,091
"Meeker County, Minnesota",23422,27,093
"Mille Lacs County, Minnesota",26912,27,095
"Morrison County, Minnesota",34131,27,097
"Mower County, Minnesota",40069,27,099
"Murray County, Minnesota",8119,27,101
"Nicollet County, Minnesota",34350,27,103
"Nobles County, Minnesota",22067,27,105
"Norman County, Minnesota",6411,27,107
"Olmsted County, Minnesota",163425,27,109
"Otter Tail County, Minnesota",60281,27,111
"Pennington County, Minnesota",13877,27,113
"Pine County, Minnesota",29411,27,115
"Pipestone County, Minnesota",9352,27,117
"Polk County, Minnesota",30905,27,119
"Pope County, Minnesota",11363,27,121
"Ramsey County, Minnesota",544438,27,123
"Red Lake County, Minnesota",3922,27,125
"Redwood County, Minnesota",15383,27,127
"Renville County, Minnesota",14587,27,129
"Rice County, Minnesota",67389,27,131
"Rock County, Minnesota",9628,27,133
"Roseau County, Minnesota",15301,27,135
"St. Louis County, Minnesota",200056,27,137
"Scott County, Minnesota",152957,27,139
"Sherburne County, Minnesota",99178,27,141
"Sibley County, Minnesota",14933,27,143
"Stearns County, Minnesota",159358,27,145
"Steele County, Minnesota",37413,27,147
"Stevens County, Minnesota",9686,27,149
"Swift County, Minnesota",9787,27,151
"Todd County, Minnesota",25402,27,153
"Traverse County, Minnesota",3279,27,155
"Wabasha County, Minnesota",21519,27,157
"Wadena County, Minnesota",14135,27,159
"Waseca County, Minnesota",18958,27,161
"Washington County, Minnesota",272298,27,163
"Watonwan County, Minnesota",11169,27,165
"Wilkin County, Minnesota",6413,27,167
"Winona County, Minnesota",49705,27,169
"Wright County, Minnesota",145270,27,171
"Yellow Medicine County, Minnesota",9509,27,173
"Adams County, Mississippi",29098,28,001
"Alcorn County, Mississippi",34500,28,003
"Amite County, Mississippi",12611,28,005
"Attala County, Mississippi",17685,28,007
"Benton County, Mississippi",7592,28,009
"Bolivar County, Mississippi",30163,28,011
"Calhoun County, Mississippi",13029,28,013
"Carroll County, Mississippi",9828,28,015
"Chickasaw County, Mississippi",16994,28,017
"Choctaw County, Mississippi",8172,28,019
"Claiborne County, Mississippi",8908,28,021
"Clarke County, Mississippi",15424,28,023
"Clay County, Mississippi",18462,28,025
"Coahoma County, Mississippi",20808,28,027
"Copiah County, Mississippi",27994,28,029
"Covington County, Mississippi",18226,28,031
"DeSoto County, Mississippi",188598,28,033
"Forrest County, Mississippi",78027,28,035
"Franklin County, Mississippi",7655,28,037
"George County, Mississippi",24870,28,039
"Greene County, Mississippi",13595,28,041
"Grenada County, Mississippi",21342,28,043
"Hancock County, Mississippi",46057,28,045
"Harrison County, Mississippi",209443,28,047
"Hinds County, Mississippi",222494,28,049
"Holmes County, Mississippi",16491,28,051
"Humphreys County, Mississippi",7570,28,053
"Issaquena County, Mississippi",1095,28,055
