NAME,B01003_001E,state,county
"Delaware County, Oklahoma",41017,40,041
"Dewey County, Oklahoma",4433,40,043
"Ellis County, Oklahoma",3717,40,045
"Garfield County, Oklahoma",62322,40,047
"Garvin County, Oklahoma",25779,40,049
"Grady County, Oklahoma",55868,40,051
"Grant County, Oklahoma",4137,40,053
"Greer County, Oklahoma",5498,40,055
"Harmon County, Oklahoma",2452,40,057
"Harper County, Oklahoma",3231,40,059
"Haskell County, Oklahoma",11667,40,061
"Hughes County, Oklahoma",13411,40,063
"Jackson County, Oklahoma",24730,40,065
"Jefferson County, Oklahoma",5377,40,067
"Johnston County, Oklahoma",10334,40,069
"Kay County, Oklahoma",43731,40,071
"Kingfisher County, Oklahoma",15288,40,073
"Kiowa County, Oklahoma",8458,40,075
"Latimer County, Oklahoma",9495,40,077
"Le Flore County, Oklahoma",48728,40,079
"Lincoln County, Oklahoma",33917,40,081
"Logan County, Oklahoma",50905,40,083
"Love County, Oklahoma",10196,40,085
"McClain County, Oklahoma",43779,40,087
"McCurtain County, Oklahoma",30825,40,089
"McIntosh County, Oklahoma",19237,40,091
"Major County, Oklahoma",7656,40,093
"Marshall County, Oklahoma",15628,40,095
"Mayes County, Oklahoma",39406,40,097
"Murray County, Oklahoma",13807,40,099
"Muskogee County, Oklahoma",66471,40,101
"Noble County, Oklahoma",10909,40,103
"Nowata County, Oklahoma",9392,40,105
"Okfuskee County, Oklahoma",11304,40,107
"Oklahoma County, Oklahoma",800487,40,109
"Okmulgee County, Oklahoma",36922,40,111
"Osage County, Oklahoma",45963,40,113
"Ottawa County, Oklahoma",30360,40,115
"Pawnee County, Oklahoma",15689,40,117
"Payne County, Oklahoma",82290,40,119
"Pittsburg County, Oklahoma",43629,40,121
"Pontotoc County, Oklahoma",38158,40,123
"Pottawatomie County, Oklahoma",73011,40,125
"Pushmataha County, Oklahoma",10787,40,127
"Roger Mills County, Oklahoma",3378,40,129
"Rogers County, Oklahoma",97235,40,131
"Seminole County, Oklahoma",23550,40,133
"Sequoyah County, Oklahoma",39676,40,135
"Stephens County, Oklahoma",43314,40,137
"Texas County, Oklahoma",20880,40,139
"Tillman County, Oklahoma",6967,40,141
"Tulsa County, Oklahoma",673708,40,143
"Wagoner County, Oklahoma",84339,40,145
"Washington County, Oklahoma",52895,40,147
"Washita County, Oklahoma",10857,40,149
"Woods County, Oklahoma",8619,40,151
"Woodward County, Oklahoma",20260,40,153
"Baker County, Oregon",16796,41,001
"Benton County, Oregon",96359,41,003
"Clackamas County, Oregon",422308,41,005
"Clatsop County, Oregon",41343,41,007
"Columbia County, Oregon",53178,41,009
"Coos County, Oregon",64832,41,011
"Crook County, Oregon",25651,41,013
"Curry County, Oregon",23463,41,015
"Deschutes County, Oregon",203026,41,017
"Douglas County, Oregon",111807,41,019
"Gilliam County, Oregon",2002,41,021
"Grant County, Oregon",7238,41,023
"Harney County, Oregon",7515,41,025
"Hood River County, Oregon",23958,41,027
"Jackson County, Oregon",222563,41,029
"Jefferson County, Oregon",24973,41,031
"Josephine County, Oregon",88069,41,033
"Klamath County, Oregon",69812,41,035
"Lake County, Oregon",8254,41,037
"Lane County, Oregon",382628,41,039
"Lincoln County, Oregon",50632,41,041
"Linn County, Oregon",129794,41,043
"Malheur County, Oregon",31701,41,045
"Marion County, Oregon",346532,41,047
"Morrow County, Oregon",12249,41,049
"Multnomah County, Oregon",803863,41,051
"Polk County, Oregon",88553,41,053
"Sherman County, Oregon",1908,41,055
"Tillamook County, Oregon",27471,41,057
"Umatilla County, Oregon",80087,41,059
"Union County, Oregon",26192,41,061
"Wallowa County, Oregon",7532,41,063
"Wasco County, Oregon",26603,41,065
"Washington County, Oregon",600266,41,067
"Wheeler County, Oregon",1434,41,069
"Yamhill County, Oregon",108122,41,071
"Adams County, Pennsylvania",105183,42,001
"Allegheny County, Pennsylvania",1240476,42,003
"Armstrong County, Pennsylvania",65069,42,005
"Beaver County, Pennsylvania",166993,42,007
"Bedford County, Pennsylvania",47503,42,009
"Berks County, Pennsylvania",429989,42,011
"Blair County, Pennsylvania",121854,42,013
"Bradford County, Pennsylvania",59971,42,015
"Bucks County, Pennsylvania",645993,42,017
"Butler County, Pennsylvania",195870,42,019
"Cambria County, Pennsylvania",132355,42,021
"Cameron County, Pennsylvania",4475,42,023
"Carbon County, Pennsylvania",65191,42,025
"Centre County, Pennsylvania",158041,42,027
"Chester County, Pennsylvania",540896,42,029
"Clarion County, Pennsylvania",37297,42,031
"Clearfield County, Pennsylvania",78902,42,033
"Clinton County, Pennsylvania",37707,42,035
"Columbia County, Pennsylvania",65055,42,037
"Crawford County, Pennsylvania",83189,42,039
"Cumberland County, Pennsylvania",264422,42,041
"Dauphin County, Pennsylvania",287484,42,043
"Delaware County, Pennsylvania",576195,42,045
"Elk County, Pennsylvania",30703,42,047
"Erie County, Pennsylvania",269544,42,049
"Fayette County, Pennsylvania",126967,42,051
"Forest County, Pennsylvania",6785,42,053
"Franklin County, Pennsylvania",156626,42,055
"Fulton County, Pennsylvania",14545,42,057
"Greene County, Pennsylvania",35265,42,059
"Huntingdon County, Pennsylvania",43844,42,061
"Indiana County, Pennsylvania",83213,42,063
"Jefferson County, Pennsylvania",44099,42,065
"Juniata County, Pennsylvania",23419,42,067
"Lackawanna County, Pennsylvania",215834,42,069
"Lancaster County, Pennsylvania",555151,42,071
"Lawrence County, Pennsylvania",85423,42,073
"Lebanon County, Pennsylvania",143592,42,075
"Lehigh County, Pennsylvania",375408,42,077
"Luzerne County, Pennsylvania",325978,42,079
"Lycoming County, Pennsylvania",113570,42,081
"McKean County, Pennsylvania",40149,42,083
"Mercer County, Pennsylvania",109852,42,085
"Mifflin County, Pennsylvania",46074,42,087
"Monroe County, Pennsylvania",167784,42,089
"Montgomery County, Pennsylvania",861225,42,091
"Montour County, Pennsylvania",18079,42,093
"Northampton County, Pennsylvania",315927,42,095
"Northumberland County, Pennsylvania",90925,42,097
"Perry County, Pennsylvania",45988,42,099
"Philadelphia County, Pennsylvania",1582432,42,101
"Pike County, Pennsylvania",59691,42,103
"Potter County, Pennsylvania",16276,42,105
"Schuylkill County, Pennsylvania",143259,42,107
"Snyder County, Pennsylvania",39711,42,109
"Somerset County, Pennsylvania",73255,42,111
"Sullivan County, Pennsylvania",5849,42,113
"Susquehanna County, Pennsylvania",38349,42,115
"Tioga County, Pennsylvania",41078,42,117
"Union County, Pennsylvania",42570,42,119
"Venango County, Pennsylvania",50096,42,121
"Warren County, Pennsylvania",38174,42,123
"Washington County, Pennsylvania",209778,42,125
"Wayne County, Pennsylvania",51189,42,127
"Westmoreland County, Pennsylvania",353345,42,129
"Wyoming County, Pennsylvania",26075,42,131
"York County, Pennsylvania",459312,42,133
"Bristol County, Rhode Island",50568,44,001
"Kent County, Rhode Island",170658,44,003
"Newport County, Rhode Island",85095,44,005
"Providence County, Rhode Island",658977,44,007
"Washington County, Rhode Island",130073,44,009
"Abbeville County, South Carolina",24352,45,001
"Aiken County, South Carolina",171949,45,003
"Allendale County, South Carolina",7738,45,005
"Anderson County, South Carolina",207218,45,007
"Bamberg County, South Carolina",13164,45,009
"Barnwell County, South Carolina",20565,45,011
"Beaufort County, South Carolina",192123,45,013
"Berkeley County, South Carolina",238723,45,015
"Calhoun County, South Carolina",14150,45,017
"Charleston County, South Carolina",414711,45,019
"Cherokee County, South Carolina",56299,45,021
"Chester County, South Carolina",32177,45,023
"Chesterfield County, South Carolina",43575,45,025
"Clarendon County, South Carolina",31037,45,027
"Colleton County, South Carolina",38623,45,029
"Darlington County, South Carolina",62754,45,031
"Dillon County, South Carolina",28031,45,033
"Dorchester County, South Carolina",164322,45,035
"Edgefield County, South Carolina",26508,45,037
"Fairfield County, South Carolina",20741,45,039
"Florence County, South Carolina",136921,45,041
"Georgetown County, South Carolina",64200,45,043
"Greenville County, South Carolina",537575,45,045
"Greenwood County, South Carolina",69329,45,047
"Hampton County, South Carolina",18555,45,049
"Horry County, South Carolina",368937,45,051
"Jasper County, South Carolina",30658,45,053
"Kershaw County, South Carolina",66924,45,055
"Lancaster County, South Carolina",100905,45,057
"Laurens County, South Carolina",67904,45,059
"Lee County, South Carolina",16330,45,061
"Lexington County, South Carolina",300370,45,063
"McCormick County, South Carolina",9701,45,065
"Marion County, South Carolina",28900,45,067
"Marlboro County, South Carolina",26285,45,069
"Newberry County, South Carolina",38121,45,071
"Oconee County, South Carolina",79566,45,073
"Orangeburg County, South Carolina",83531,45,075
"Pickens County, South Carolina",132604,45,077
"Richland County, South Carolina",418725,45,079
"Saluda County, South Carolina",18958,45,081
"Spartanburg County, South Carolina",338096,45,083
"Sumter County, South Carolina",104853,45,085
"Union County, South Carolina",26990,45,087
"Williamsburg County, South Carolina",30517,45,089
"York County, South Carolina",288559,45,091
"Aurora County, South Dakota",2573,46,003
"Beadle County, South Dakota",19279,46,005
"Bennett County, South Dakota",3354,46,007
"Bon Homme County, South Dakota",7024,46,009
"Brookings County, South Dakota",34968,46,011
"Brown County, South Dakota",38079,46,013
"Brule County, South Dakota",5261,46,015
"Buffalo County, South Dakota",1757,46,017
"Butte County, South Dakota",10538,46,019
"Campbell County, South Dakota",1481,46,021
"Charles Mix County, South Dakota",9281,46,023
"Clark County, South Dakota",3876,46,025
"Clay County, South Dakota",15133,46,027
"Codington County, South Dakota",28556,46,029
"Corson County, South Dakota",3859,46,031
"Custer County, South Dakota",8686,46,033
"Davison County, South Dakota",19936,46,035
"Day County, South Dakota",5460,46,037
"Deuel County, South Dakota",4318,46,039
"Dewey County, South Dakota",5230,46,041
"Douglas County, South Dakota",2823,46,043
"Edmunds County, South Dakota",4033,46,045
"Fall River County, South Dakota",7179,46,047
"Faulk County, South Dakota",2137,46,049
"Grant County, South Dakota",7544,46,051
"Gregory County, South Dakota",3993,46,053
"Haakon County, South Dakota",1708,46,055
"Hamlin County, South Dakota",6288,46,057
"Hand County, South Dakota",3045,46,059
"Hanson County, South Dakota",3473,46,061
"Harding County, South Dakota",1092,46,063
"Hughes County, South Dakota",17732,46,065
"Hutchinson County, South Dakota",7393,46,067
"Hyde County, South Dakota",1305,46,069
"Jackson County, South Dakota",2826,46,071
"Jerauld County, South Dakota",1845,46,073
"Jones County, South Dakota",1030,46,075
"Kingsbury County, South Dakota",5210,46,077
"Lake County, South Dakota",11052,46,079
"Lawrence County, South Dakota",26574,46,081
"Lincoln County, South Dakota",68286,46,083
"Lyman County, South Dakota",3717,46,085
"McCook County, South Dakota",5732,46,087
"McPherson County, South Dakota",2278,46,089
"Marshall County, South Dakota",4355,46,091
"Meade County, South Dakota",30297,46,093
"Mellette County, South Dakota",2043,46,095
"Miner County, South Dakota",2299,46,097
"Minnehaha County, South Dakota",200689,46,099
"Moody County, South Dakota",6371,46,101
"Oglala Lakota County, South Dakota",13587,46,102
"Pennington County, South Dakota",112081,46,103
"Perkins County, South Dakota",3058,46,105
"Potter County, South Dakota",2430,46,107
"Roberts County, South Dakota",10219,46,109
"Sanborn County, South Dakota",2370,46,111
"Spink County, South Dakota",6283,46,115
"Stanley County, South Dakota",3012,46,117
"Sully County, South Dakota",1481,46,119
"Todd County, South Dakota",9293,46,121
"Tripp County, South Dakota",5607,46,123
"Turner County, South Dakota",8772,46,125
"Union County, South Dakota",16916,46,127
"Walworth County, South Dakota",5298,46,129
"Yankton County, South Dakota",23379,46,135
"Ziebach County, South Dakota",2410,46,137
"Anderson County, Tennessee",78175,47,001
"Bedford County, Tennessee",51291,47,003
"Benton County, Tennessee",15948,47,005
"Bledsoe County, Tennessee",14905,47,007
"Blount County, Tennessee",137747,47,009
"Bradley County, Tennessee",109743,47,011
"Campbell County, Tennessee",39568,47,013
"Cannon County, Tennessee",14661,47,015
"Carroll County, Tennessee",28461,47,017
"Carter County, Tennessee",56462,47,019
"Cheatham County, Tennessee",41500,47,021
"Chester County, Tennessee",17452,47,023
"Claiborne County, Tennessee",32221,47,025
"Clay County, Tennessee",7621,47,027
"Cocke County, Tennessee",36503,47,029
"Coffee County, Tennessee",58940,47,031
"Crockett County, Tennessee",13937,47,033
"Cumberland County, Tennessee",62529,47,035
"Davidson County, Tennessee",709846,47,037
"Decatur County, Tennessee",11499,47,039
"DeKalb County, Tennessee",20551,47,041
"Dickson County, Tennessee",55197,47,043
"Dyer County, Tennessee",36681,47,045
"Fayette County, Tennessee",42653,47,047
"Fentress County, Tennessee",18948,47,049
"Franklin County, Tennessee",43478,47,051
"Gibson County, Tennessee",50610,47,053
"Giles County, Tennessee",30442,47,055
"Grainger County, Tennessee",23929,47,057
"Greene County, Tennessee",70919,47,059
"Grundy County, Tennessee",13665,47,061
"Hamblen County, Tennessee",64930,47,063
"Hamilton County, Tennessee",370913,47,065
"Hancock County, Tennessee",6790,47,067
"Hardeman County, Tennessee",25477,47,069
"Hardin County, Tennessee",26939,47,071
"Hawkins County, Tennessee",57446,47,073
"Haywood County, Tennessee",17672,47,075
"Henderson County, Tennessee",27906,47,077
"Henry County, Tennessee",32345,47,079
"Hickman County, Tennessee",25229,47,081
"Houston County, Tennessee",8293,47,083
"Humphreys County, Tennessee",19074,47,085
"Jackson County, Tennessee",11882,47,087
"Jefferson County, Tennessee",55835,47,089
"Johnson County, Tennessee",18073,47,091
"Knox County, Tennessee",487401,47,093
"Lake County, Tennessee",6691,47,095
"Lauderdale County, Tennessee",24933,47,097
"Lawrence County, Tennessee",44901,47,099
"Lewis County, Tennessee",12784,47,101
"Lincoln County, Tennessee",35617,47,103
"Loudon County, Tennessee",56996,47,105
"McMinn County, Tennessee",54135,47,107
"McNairy County, Tennessee",25933,47,109
"Macon County, Tennessee",25793,47,111
"Madison County, Tennessee",98845,47,113
"Marion County, Tennessee",29010,47,115
"Marshall County, Tennessee",35276,47,117
"Maury County, Tennessee",104855,47,119
"Meigs County, Tennessee",13076,47,121
"Monroe County, Tennessee",47054,47,123
"Montgomery County, Tennessee",227957,47,125
"Moore County, Tennessee",6611,47,127
"Morgan County, Tennessee",21193,47,129
"Obion County, Tennessee",30570,47,131
"Overton County, Tennessee",22807,47,133
"Perry County, Tennessee",8561,47,135
"Pickett County, Tennessee",5062,47,137
"Polk County, Tennessee",17702,47,139
"Putnam County, Tennessee",81366,47,141
"Rhea County, Tennessee",33299,47,143
"Roane County, Tennessee",54403,47,145
"Robertson County, Tennessee",74291,47,147
"Rutherford County, Tennessee",351591,47,149
"Scott County, Tennessee",21969,47,151
"Sequatchie County, Tennessee",16409,47,153
"Sevier County, Tennessee",98802,47,155
"Shelby County, Tennessee",922195,47,157
"Smith County, Tennessee",20196,47,159
"Stewart County, Tennessee",13859,47,161
"Sullivan County, Tennessee",159693,47,163
"Sumner County, Tennessee",200553,47,165
"Tipton County, Tennessee",61339,47,167
"Trousdale County, Tennessee",11805,47,169
"Unicoi County, Tennessee",17779,47,171
"Union County, Tennessee",20141,47,173
"Van Buren County, Tennessee",6293,47,175
"Warren County, Tennessee",41587,47,177
"Washington County, Tennessee",134693,47,179
"Wayne County, Tennessee",16251,47,181
"Weakley County, Tennessee",32959,47,183
"White County, Tennessee",27764,47,185
"Williamson County, Tennessee",254609,47,187
"Wilson County, Tennessee",153587,47,189
"Anderson County, Texas",57825,48,001
"Andrews County, Texas",18518,48,003
"Angelina County, Texas",86791,48,005
"Aransas County, Texas",24449,48,007
"Archer County, Texas",8734,48,009
"Armstrong County, Texas",1883,48,011
"Atascosa County, Texas",50058,48,013
"Austin County, Texas",30712,48,015
"Bailey County, Texas",7044,48,017
"Bandera County, Texas",21589,48,019
"Bastrop County, Texas",102370,48,021
"Baylor County, Texas",3464,48,023
"Bee County, Texas",31000,48,025
"Bell County, Texas",379811,48,027
"Bexar County, Texas",2037344,48,029
"Blanco County, Texas",12008,48,031
"Borden County, Texas",723,48,033
"Bosque County, Texas",18546,48,035
"Bowie County, Texas",92321,48,037
"Brazoria County, Texas",381650,48,039
"Brazos County, Texas",237980,48,041
"Brewster County, Texas",9464,48,043
"Briscoe County, Texas",1223,48,045
"Brooks County, Texas",6987,48,047
"Brown County, Texas",38294,48,049
"Burleson County, Texas",18327,48,051
"Burnet County, Texas",51064,48,053
"Caldwell County, Texas",47184,48,055
"Calhoun County, Texas",19921,48,057
"Callahan County, Texas",14017,48,059
"Cameron County, Texas",423192,48,061
"Camp County, Texas",12652,48,063
"Carson County, Texas",5802,48,065
"Cass County, Texas",28582,48,067
"Castro County, Texas",7328,48,069
"Chambers County, Texas",49178,48,071
"Cherokee County, Texas",51143,48,073
"Childress County, Texas",6772,48,075
"Clay County, Texas",10402,48,077
"Cochran County, Texas",2520,48,079
"Coke County, Texas",3315,48,081
"Coleman County, Texas",7765,48,083
"Collin County, Texas",1116601,48,085
"Collingsworth County, Texas",2733,48,087
"Colorado County, Texas",20736,48,089
"Comal County, Texas",174552,48,091
"Comanche County, Texas",13786,48,093
"Concho County, Texas",3301,48,095
"Cooke County, Texas",42473,48,097
"Coryell County, Texas",83772,48,099
"Cottle County, Texas",1302,48,101
"Crane County, Texas",4623,48,103
"Crockett County, Texas",2881,48,105
"Crosby County, Texas",5072,48,107
"Culberson County, Texas",2181,48,109
"Dallam County, Texas",7180,48,111
"Dallas County, Texas",2603816,48,113
"Dawson County, Texas",12311,48,115
"Deaf Smith County, Texas",18487,48,117
"Delta County, Texas",5345,48,119
"Denton County, Texas",945644,48,121
"DeWitt County, Texas",19853,48,123
"Dickens County, Texas",1641,48,125
"Dimmit County, Texas",8507,48,127
"Donley County, Texas",3276,48,129
"Duval County, Texas",9824,48,131
"Eastland County, Texas",17846,48,133
"Ector County, Texas",163206,48,135
"Edwards County, Texas",1392,48,137
"Ellis County, Texas",203927,48,139
"El Paso County, Texas",866275,48,141
"Erath County, Texas",43244,48,143
"Falls County, Texas",17063,48,145
"Fannin County, Texas",36525,48,147
"Fayette County, Texas",24783,48,149
"Fisher County, Texas",3661,48,151
"Floyd County, Texas",5294,48,153
"Foard County, Texas",1079,48,155
"Fort Bend County, Texas",859721,48,157
"Franklin County, Texas",10522,48,159
"Freestone County, Texas",19813,48,161
"Frio County, Texas",18019,48,163
"Gaines County, Texas",21904,48,165
"Galveston County, Texas",354721,48,167
"Garza County, Texas",5435,48,169
"Gillespie County, Texas",27202,48,171
"Glasscock County, Texas",1070,48,173
"Goliad County, Texas",7096,48,175
"Gonzales County, Texas",19764,48,177
"Gray County, Texas",21131,48,179
"Grayson County, Texas",139988,48,181
"Gregg County, Texas",124860,48,183
"Grimes County, Texas",30385,48,185
"Guadalupe County, Texas",178368,48,187
"Hale County, Texas",32247,48,189
"Hall County, Texas",2827,48,191
"Hamilton County, Texas",8320,48,193
"Hansford County, Texas",5182,48,195
"Hardeman County, Texas",3529,48,197
"Hardin County, Texas",57126,48,199
"Harris County, Texas",4758579,48,201
"Harrison County, Texas",69584,48,203
"Hartley County, Texas",5307,48,205
"Haskell County, Texas",5390,48,207
"Hays County, Texas",256429,48,209
"Hemphill County, Texas",3311,48,211
"Henderson County, Texas",83658,48,213
"Hidalgo County, Texas",880921,48,215
"Hill County, Texas",36664,48,217
"Hockley County, Texas",21455,48,219
"Hood County, Texas",64198,48,221
"Hopkins County, Texas",37351,48,223
"Houston County, Texas",22042,48,225
"Howard County, Texas",33127,48,227
"Hudspeth County, Texas",3331,48,229
"Hunt County, Texas",104917,48,231
"Hutchinson County, Texas",20413,48,233
"Irion County, Texas",1432,48,235
"Jack County, Texas",8623,48,237
"Jackson County, Texas",15081,48,239
"Jasper County, Texas",32807,48,241
"Jeff Davis County, Texas",1740,48,243
"Jefferson County, Texas",253939,48,245
"Jim Hogg County, Texas",4797,48,247
"Jim Wells County, Texas",38863,48,249
"Johnson County, Texas",188820,48,251
"Jones County, Texas",19968,48,253
"Karnes County, Texas",14819,48,255
"Kaufman County, Texas",160718,48,257
"Kendall County, Texas",46971,48,259
"Kenedy County, Texas",52,48,261
"Kent County, Texas",727,48,263
"Kerr County, Texas",53166,48,265
"Kimble County, Texas",4355,48,267
"King County, Texas",189,48,269
"Kinney County, Texas",3140,48,271
"Kleberg County, Texas",30629,48,273
"Knox County, Texas",3322,48,275
"Lamar County, Texas",50421,48,277
"Lamb County, Texas",12919,48,279
"Lampasas County, Texas",22267,48,281
"La Salle County, Texas",6946,48,283
"Lavaca County, Texas",20479,48,285
"Lee County, Texas",17758,48,287
"Leon County, Texas",16067,48,289
"Liberty County, Texas",97993,48,291
"Limestone County, Texas",22185,48,293
"Lipscomb County, Texas",2964,48,295
"Live Oak County, Texas",11444,48,297
"Llano County, Texas",22011,48,299
"Loving County, Texas",54,48,301
"Lubbock County, Texas",314633,48,303
"Lynn County, Texas",5667,48,305
"McCulloch County, Texas",7565,48,307
"McLennan County, Texas",263608,48,309
"McMullen County, Texas",623,48,311
"Madison County, Texas",13574,48,313
"Marion County, Texas",9631,48,315
"Martin County, Texas",5230,48,317
"Mason County, Texas",3951,48,319
"Matagorda County, Texas",36274,48,321
"Maverick County, Texas",57770,48,323
"Medina County, Texas",52419,48,325
"Menard County, Texas",1964,48,327
"Midland County, Texas",171496,48,329
"Milam County, Texas",25268,48,331
"Mills County, Texas",4499,48,333
"Mitchell County, Texas",8989,48,335
"Montague County, Texas",20599,48,337
"Montgomery County, Texas",654722,48,339
"Moore County, Texas",21234,48,341
"Morris County, Texas",12014,48,343
"Motley County, Texas",1267,48,345
"Nacogdoches County, Texas",64897,48,347
"Navarro County, Texas",53735,48,349
"Newton County, Texas",12193,48,351
"Nolan County, Texas",14565,48,353
"Nueces County, Texas",352829,48,355
"Ochiltree County, Texas",9852,48,357
"Oldham County, Texas",2097,48,359
"Orange County, Texas",84993,48,361
"Palo Pinto County, Texas",28920,48,363
"Panola County, Texas",22624,48,365
"Parker County, Texas",158079,48,367
"Parmer County, Texas",9752,48,369
"Pecos County, Texas",14983,48,371
"Polk County, Texas",51780,48,373
"Potter County, Texas",116634,48,375
"Presidio County, Texas",6043,48,377
"Rains County, Texas",12505,48,379
"Randall County, Texas",143791,48,381
"Reagan County, Texas",3259,48,383
"Real County, Texas",2821,48,385
"Red River County, Texas",11621,48,387
"Reeves County, Texas",13219,48,389
"Refugio County, Texas",6693,48,391
"Roberts County, Texas",785,48,393
"Robertson County, Texas",16973,48,395
"Rockwall County, Texas",116931,48,397
"Runnels County, Texas",9880,48,399
"Rusk County, Texas",52613,48,401
"Sabine County, Texas",9998,48,403
"San Augustine County, Texas",7889,48,405
"San Jacinto County, Texas",27983,48,407
"San Patricio County, Texas",69519,48,409
"San Saba County, Texas",5802,48,411
"Schleicher County, Texas",2426,48,413
"Scurry County, Texas",16633,48,415
"Shackelford County, Texas",3169,48,417
"Shelby County, Texas",24108,48,419
"Sherman County, Texas",2434,48,421
"Smith County, Texas",238014,48,423
"Somervell County, Texas",9510,48,425
"Starr County, Texas",65809,48,427
"Stephens County, Texas",9278,48,429
"Sterling County, Texas",1389,48,431
"Stonewall County, Texas",1244,48,433
"Sutton County, Texas",3306,48,435
"Swisher County, Texas",6981,48,437
"Tarrant County, Texas",2135743,48,439
"Taylor County, Texas",144259,48,441
"Terrell County, Texas",851,48,443
"Terry County, Texas",11699,48,445
"Throckmorton County, Texas",1589,48,447
"Titus County, Texas",31284,48,449
"Tom Green County, Texas",119398,48,451
"Travis County, Texas",1307625,48,453
"Trinity County, Texas",13850,48,455
"Tyler County, Texas",20084,48,457
"Upshur County, Texas",41864,48,459
"Upton County, Texas",3227,48,461
"Uvalde County, Texas",24810,48,463
"Val Verde County, Texas",47647,48,465
"Van Zandt County, Texas",61323,48,467
"Victoria County, Texas",91281,48,469
"Walker County, Texas",78292,48,471
"Waller County, Texas",59455,48,473
"Ward County, Texas",11255,48,475
"Washington County, Texas",36156,48,477
"Webb County, Texas",267731,48,479
"Wharton County, Texas",41651,48,481
"Wheeler County, Texas",4902,48,483
"Wichita County, Texas",129842,48,485
"Wilbarger County, Texas",12712,48,487
"Willacy County, Texas",20218,48,489
"Williamson County, Texas",643889,48,491
"Wilson County, Texas",51501,48,493
"Winkler County, Texas",7540,48,495
"Wise County, Texas",72359,48,497
"Wood County, Texas",46094,48,499
"Yoakum County, Texas",7589,48,501
"Young County, Texas",17963,48,503
"Zapata County, Texas",13855,48,505
"Zavala County, Texas",9532,48,507
"Beaver County, Utah",7172,49,001
"Box Elder County, Utah",59725,49,003
"Cache County, Utah",137031,49,005
"Carbon County, Utah",20446,49,007
"Daggett County, Utah",747,49,009
"Davis County, Utah",366742,49,011
"Duchesne County, Utah",19932,49,013
"Emery County, Utah",9968,49,015
"Garfield County, Utah",5170,49,017
"Grand County, Utah",9697,49,019
"Iron County, Utah",60201,49,021
"Juab County, Utah",12273,49,023
"Kane County, Utah",7996,49,025
"Millard County, Utah",13179,49,027
"Morgan County, Utah",12585,49,029
"Piute County, Utah",1705,49,031
"Rich County, Utah",2588,49,033
"Salt Lake County, Utah",1184689,49,035
"San Juan County, Utah",14466,49,037
"Sanpete County, Utah",29209,49,039
"Sevier County, Utah",21854,49,041
"Summit County, Utah",42709,49,043
"Tooele County, Utah",76648,49,045
"Uintah County, Utah",36458,49,047
"Utah County, Utah",683622,49,049
"Wasatch County, Utah",35808,49,051
"Washington County, Utah",189827,49,053
"Wayne County, Utah",2557,49,055
"Weber County, Utah",266183,49,057
"Addison County, Vermont",37497,50,001
"Bennington County, Vermont",37312,50,003
"Caledonia County, Vermont",30425,50,005
"Chittenden County, Vermont",168831,50,007
"Essex County, Vermont",5972,50,009
"Franklin County, Vermont",50379,50,011
"Grand Isle County, Vermont",7393,50,013
"Lamoille County, Vermont",26036,50,015
"Orange County, Vermont",29594,50,017
"Orleans County, Vermont",27492,50,019
"Rutland County, Vermont",60484,50,021
"Washington County, Vermont",59958,50,023
"Windham County, Vermont",45913,50,025
"Windsor County, Vermont",57968,50,027
"Accomack County, Virginia",33326,51,001
"Albemarle County, Virginia",113683,51,003
"Alleghany County, Virginia",14962,51,005
"Amelia County, Virginia",13342,51,007
"Amherst County, Virginia",31385,51,009
"Appomattox County, Virginia",16424,51,011
"Arlington County, Virginia",235463,51,013
"Augusta County, Virginia",77713,51,015
"Bath County, Virginia",4123,51,017
"Bedford County, Virginia",80254,51,019
"Bland County, Virginia",6211,51,021
"Botetourt County, Virginia",33875,51,023
"Brunswick County, Virginia",15868,51,025
"Buchanan County, Virginia",19857,51,027
"Buckingham County, Virginia",16914,51,029
"Campbell County, Virginia",55398,51,031
"Caroline County, Virginia",31541,51,033
"Carroll County, Virginia",29158,51,035
"Charles City County, Virginia",6686,51,036
"Charlotte County, Virginia",11475,51,037
"Chesterfield County, Virginia",371610,51,041
"Clarke County, Virginia",15060,51,043
"Craig County, Virginia",4881,51,045
"Culpeper County, Virginia",53563,51,047
"Cumberland County, Virginia",9745,51,049
"Dickenson County, Virginia",13920,51,051
"Dinwiddie County, Virginia",28083,51,053
"Essex County, Virginia",10604,51,057
"Fairfax County, Virginia",1144474,51,059
"Fauquier County, Virginia",73935,51,061
"Floyd County, Virginia",15560,51,063
"Fluvanna County, Virginia",27764,51,065
"Franklin County, Virginia",54958,51,067
"Frederick County, Virginia",93355,51,069
"Giles County, Virginia",16610,51,071
"Gloucester County, Virginia",39228,51,073
"Goochland County, Virginia",25613,51,075
"Grayson County, Virginia",15323,51,077
"Greene County, Virginia",20850,51,079
"Greensville County, Virginia",11304,51,081
"Halifax County, Virginia",33811,51,083
"Hanover County, Virginia",111652,51,085
"Henrico County, Virginia",334434,51,087
"Henry County, Virginia",50365,51,089
"Highland County, Virginia",2265,51,091
"Isle of Wight County, Virginia",39444,51,093
"James City County, Virginia",80046,51,095
"King and Queen County, Virginia",6676,51,097
"King George County, Virginia",27468,51,099
"King William County, Virginia",18232,51,101
"Lancaster County, Virginia",10876,51,103
"Lee County, Virginia",22042,51,105
"Loudoun County, Virginia",427082,51,107
