geoid,name,C17002001,"C17002001, Error",C17002002,"C17002002, Error",C17002003,"C17002003, Error",C17002004,"C17002004, Error",C17002005,"C17002005, Error",C17002006,"C17002006, Error",C17002007,"C17002007, Error",C17002008,"C17002008, Error"
05000US01001,"Autauga County, AL",58731,138,3169,853,3106,655,3049,942,2306,620,4040,874,1402,528,41659,1632
05000US01003,"Baldwin County, AL",236041,360,9937,1485,14882,1859,9672,1728,7679,1449,13647,2192,6409,1446,173815,3813
05000US01005,"Barbour County, AL",21650,108,2655,535,2091,552,1507,376,1713,456,1773,461,844,291,11067,701
05000US01007,"Bibb County, AL",20759,276,2393,598,1865,428,609,244,1559,488,2095,636,848,407,11390,930
05000US01009,"Blount County, AL",58665,104,3038,569,5231,814,2689,617,2178,523,4230,822,2313,636,38986,1246
05000US01011,"Bullock County, AL",9138,72,880,396,1464,424,1100,510,1100,403,739,365,224,226,3631,518
05000US01013,"Butler County, AL",18467,60,1546,392,2335,567,1191,390,930,232,1491,365,366,166,10608,627
05000US01015,"Calhoun County, AL",112002,334,9743,1233,9815,1183,6945,1319,4443,730,9167,1281,3095,765,68794,2116
05000US01017,"Chambers County, AL",33682,157,2113,542,3101,623,2501,651,1982,692,3003,645,1686,637,19296,1108
05000US01019,"Cherokee County, AL",24829,113,1225,314,2381,526,1767,426,1177,390,2078,482,677,245,15524,843
05000US01021,"Chilton County, AL",44885,135,2449,514,3662,822,2216,908,1843,516,4079,898,1338,485,29298,1119
05000US01023,"Choctaw County, AL",12355,46,925,260,1488,385,494,176,1082,392,714,230,265,144,7387,449
05000US01025,"Clarke County, AL",22426,72,1988,503,2619,652,1020,316,849,288,1607,494,635,326,13708,955
05000US01027,"Clay County, AL",13870,71,903,340,1392,469,1248,436,480,225,1268,555,745,333,7834,704
05000US01029,"Cleburne County, AL",15082,26,679,215,1305,477,886,408,1120,364,958,350,308,157,9826,705
05000US01031,"Coffee County, AL",53403,101,4120,552,5289,713,2666,652,2285,405,2873,577,1295,358,34875,839
05000US01033,"Colbert County, AL",57038,173,4382,819,5244,947,1641,393,2383,647,4350,836,1962,631,37076,1406
05000US01035,"Conecuh County, AL",11308,37,1273,406,1852,554,732,301,873,331,763,306,289,156,5526,527
05000US01037,"Coosa County, AL",9986,10,518,281,643,210,477,279,892,306,874,316,275,145,6307,577
05000US01039,"Covington County, AL",37028,81,2950,572,3731,701,2592,628,1669,368,3925,620,1526,513,20635,1040
05000US01041,"Crenshaw County, AL",12853,60,925,275,1156,248,869,249,529,187,1169,319,332,191,7873,569
05000US01043,"Cullman County, AL",88470,47,5281,1153,7018,1061,3394,655,5187,808,7873,1259,2656,582,57061,1919
05000US01045,"Dale County, AL",48517,110,5007,904,4071,559,3399,651,2456,410,2862,605,2206,541,28516,1179
05000US01047,"Dallas County, AL",37061,85,3837,760,6911,1067,2601,538,2394,629,2573,536,781,265,17964,1313
05000US01049,"DeKalb County, AL",70752,253,5007,1036,9398,1375,5036,857,4862,1145,6642,1115,2048,538,37759,1634
05000US01051,"Elmore County, AL",84122,229,3858,712,4794,850,4454,1088,3212,654,3845,928,1508,561,62451,1723
05000US01053,"Escambia County, AL",34135,120,2928,626,4310,997,2947,820,3102,921,2291,647,669,207,17888,1159
05000US01055,"Etowah County, AL",101762,152,6996,968,10405,1200,5624,1043,6325,938,8314,1397,3068,753,61030,2188
05000US01057,"Fayette County, AL",15899,24,1315,498,1652,417,644,318,1411,548,882,253,393,225,9602,689
05000US01059,"Franklin County, AL",31517,123,1893,555,3583,926,2331,634,3180,769,1726,453,959,420,17845,1209
05000US01061,"Geneva County, AL",26426,61,1354,339,3681,749,1423,367,1886,727,2400,584,1021,413,14661,930
05000US01063,"Greene County, AL",7510,40,998,423,1699,498,786,406,383,185,476,296,379,282,2789,349
05000US01065,"Hale County, AL",14456,106,950,426,2504,633,1007,361,519,299,1349,408,306,186,7821,747
05000US01067,"Henry County, AL",17063,133,996,284,1699,389,816,257,787,224,941,273,868,343,10956,628
05000US01069,"Houston County, AL",106448,98,8563,879,10635,963,5250,559,5304,711,7512,703,3138,512,66046,1353
05000US01071,"Jackson County, AL",52233,50,3131,595,5627,877,3408,693,3620,742,5153,882,1720,587,29574,1579
05000US01073,"Jefferson County, AL",652226,1013,52366,3195,54158,3364,28398,2751,31978,2841,37208,2724,17722,2513,430396,5028
05000US01075,"Lamar County, AL",13685,20,703,297,1358,344,824,304,1240,435,1275,408,368,242,7917,706
05000US01077,"Lauderdale County, AL",92258,174,5539,878,7045,998,4667,1044,5087,1103,5068,986,2338,657,62514,1837
05000US01079,"Lawrence County, AL",32794,88,2209,575,2297,558,2522,831,1434,325,2260,645,1091,468,20981,1153
05000US01081,"Lee County, AL",170219,220,20253,1731,11866,1685,7004,1231,7379,1155,9701,1489,4200,912,109816,2841
05000US01083,"Limestone County, AL",104127,304,5268,1025,5293,963,2559,680,4310,1199,4569,1115,3226,1023,78902,2077
05000US01085,"Lowndes County, AL",9844,9,1383,326,1530,346,1337,353,307,134,654,257,155,75,4478,387
05000US01087,"Macon County, AL",16344,144,1491,303,2120,526,1078,319,927,285,1599,323,714,275,8415,649
05000US01089,"Madison County, AL",385414,601,18438,1836,21963,2211,14123,1991,12912,1679,17959,2036,8001,1428,292018,3626
05000US01091,"Marengo County, AL",18794,16,1815,413,2426,640,1111,357,924,385,1505,548,818,308,10195,813
05000US01093,"Marion County, AL",28544,42,1652,514,3157,685,1669,458,1951,503,2021,523,772,308,17322,1027
05000US01095,"Marshall County, AL",97268,284,7006,927,8835,1408,4995,846,4766,1029,8182,1244,3367,851,60117,1892
05000US01097,"Mobile County, AL",405368,311,31259,2390,34689,2592,19494,2442,21512,2640,32457,2894,12880,1752,253077,4375
05000US01099,"Monroe County, AL",19335,57,2013,441,2358,522,888,373,1337,404,1107,450,492,210,11140,704
05000US01101,"Montgomery County, AL",217651,626,18684,1948,23297,2764,11323,1976,10812,1637,12750,1715,4848,865,135937,3840
05000US01103,"Morgan County, AL",121233,258,7272,1112,9169,1608,6081,1060,6175,1375,8193,1180,2856,704,81487,2334
05000US01105,"Perry County, AL",7350,40,398,289,1898,434,775,404,724,403,624,331,222,149,2709,488
05000US01107,"Pickens County, AL",17181,129,1285,378,2593,441,794,294,1109,329,1257,309,544,241,9599,645
05000US01109,"Pike County, AL",30467,61,3936,643,3194,714,1599,428,1757,410,2096,466,917,341,16968,832
05000US01111,"Randolph County, AL",21670,73,1869,428,2114,545,744,285,1013,322,2186,535,600,305,13144,826
05000US01113,"Russell County, AL",58278,91,5163,1033,7803,1413,3293,775,2076,599,4704,859,2558,1008,32681,1486
05000US01115,"St. Clair County, AL",90658,197,4801,1037,5328,1046,2604,640,2627,580,5383,988,3271,751,66644,1998
05000US01117,"Shelby County, AL",223062,163,7713,997,7729,1178,5509,1070,5103,935,10363,1543,3344,630,183301,2245
05000US01119,"Sumter County, AL",9963,215,1151,295,1650,432,811,315,550,237,522,165,621,235,4658,491
05000US01121,"Talladega County, AL",77408,162,6761,1055,6904,986,4295,938,3856,945,7267,1237,2679,680,45646,1861
05000US01123,"Tallapoosa County, AL",40302,40,3082,650,3046,596,1450,403,1936,535,3467,861,2300,746,25021,1188
05000US01125,"Tuscaloosa County, AL",219924,554,19356,2244,17264,1882,8199,1412,12001,1991,13176,1879,5978,1339,143950,3248
05000US01127,"Walker County, AL",63567,244,5384,873,6045,964,3302,663,3115,713,5084,1076,1899,536,38738,1601
05000US01129,"Washington County, AL",15141,10,1581,393,1212,402,746,359,460,203,838,371,515,326,9789,823
05000US01131,"Wilcox County, AL",10137,48,1304,475,1639,454,915,385,582,212,864,335,298,195,4535,393
05000US01133,"Winston County, AL",23151,98,1761,422,2745,514,1226,399,1629,456,2283,572,763,254,12744,886
05000US02013,"Aleutians East Borough, AK",3402,59,149,41,274,86,130,64,160,54,287,86,149,137,2253,213
05000US02016,"Aleutians West Census Area, AK",4970,539,323,106,136,60,95,71,128,54,314,113,40,33,3934,577
05000US02020,"Anchorage Municipality, AK",282916,11186,11897,1324,14329,1673,9048,1679,9526,1685,13079,1987,4989,997,220048,9717
05000US02050,"Bethel Census Area, AK",18105,86,1770,334,2581,389,1393,262,1216,245,1677,293,645,188,8823,595
05000US02060,"Bristol Bay Borough, AK",858,74,54,99,29,16,6,6,12,8,68,60,16,9,673,90
05000US02063,"Chugach Census Area, AK",6784,523,211,92,115,52,224,164,354,165,413,206,61,84,5406,485
05000US02066,"Copper River Census Area, AK",2593,27,165,87,130,55,67,49,165,116,322,142,35,33,1709,162
05000US02068,"Denali Borough, AK",1994,109,29,20,102,80,27,15,18,13,78,58,14,12,1726,138
05000US02070,"Dillingham Census Area, AK",4740,20,271,165,503,324,193,57,359,85,590,365,226,83,2598,458
05000US02090,"Fairbanks North Star Borough, AK",91890,8100,3010,674,2659,783,2295,684,3731,1279,4400,1310,2475,1016,73320,5609
05000US02100,"Haines Borough, AK",2068,6,44,36,82,55,145,110,61,42,82,75,39,33,1615,145
05000US02105,"Hoonah-Angoon Census Area, AK",2313,1,129,50,162,62,102,47,153,80,155,59,56,24,1556,146
05000US02110,"Juneau City and Borough, AK",31336,150,1153,392,1412,389,404,140,1282,493,1096,456,300,134,25689,832
05000US02122,"Kenai Peninsula Borough, AK",58456,155,3234,560,3556,663,1760,404,1739,398,3142,666,1100,258,43925,1101
05000US02130,"Ketchikan Gateway Borough, AK",13697,126,607,162,693,177,427,130,461,147,516,181,340,126,10653,326
05000US02150,"Kodiak Island Borough, AK",12543,864,323,153,643,256,393,289,524,286,703,330,470,225,9487,1043
05000US02158,"Kusilvak Census Area, AK",8185,52,1120,204,1435,282,531,143,833,204,858,228,410,152,2998,320
05000US02164,"Lake and Peninsula Borough, AK",998,97,49,23,103,35,76,35,55,26,95,45,40,26,580,75
05000US02170,"Matanuska-Susitna Borough, AK",107815,205,5213,618,5898,827,3262,515,3801,639,4793,644,2199,488,82649,1248
05000US02180,"Nome Census Area, AK",9587,178,888,186,1138,143,755,249,655,121,827,191,257,70,5067,368
05000US02185,"North Slope Borough, AK",10744,94,451,200,446,112,165,76,342,158,611,234,261,161,8468,390
05000US02188,"Northwest Arctic Borough, AK",7519,30,745,134,639,119,594,195,417,92,761,188,227,83,4136,276
05000US02195,"Petersburg Borough, AK",3301,242,94,35,94,26,146,59,92,40,162,73,172,61,2541,220
05000US02198,"Prince of Wales-Hyder Census Area, AK",5690,55,359,80,499,132,386,71,259,63,327,73,164,55,3696,183
05000US02220,"Sitka City and Borough, AK",8209,139,286,106,402,150,192,77,206,96,180,86,154,56,6789,261
05000US02230,"Skagway Municipality, AK",1308,76,47,45,34,37,37,51,37,42,62,31,23,20,1068,116
05000US02240,"Southeast Fairbanks Census Area, AK",6867,98,531,160,380,193,352,150,301,158,522,205,307,162,4474,375
05000US02275,"Wrangell City and Borough, AK",2084,7,130,66,97,38,65,28,78,42,203,95,68,46,1443,124
05000US02282,"Yakutat City and Borough, AK",501,65,18,16,21,17,5,5,43,28,36,34,23,16,355,71
05000US02290,"Yukon-Koyukuk Census Area, AK",5230,38,447,160,639,171,373,99,353,108,348,90,193,59,2877,227
05000US04001,"Apache County, AZ",64278,155,11534,1080,8536,1038,5102,817,4430,705,5142,733,1904,500,27630,1246
05000US04003,"Cochise County, AZ",119342,245,8358,995,10186,1080,5958,857,7843,1294,9117,1107,4006,858,73874,2247
05000US04005,"Coconino County, AZ",132808,354,11715,1003,11770,1207,6618,976,6051,881,8784,1210,3470,648,84400,1845
05000US04007,"Gila County, AZ",52303,189,4333,793,4964,875,2676,680,2986,672,2950,692,2000,538,32394,1344
05000US04009,"Graham County, AZ",35747,109,3385,634,2934,573,965,291,1902,564,3421,664,984,418,22156,970
05000US04011,"Greenlee County, AZ",9412,11,624,239,392,168,147,119,106,71,592,305,476,322,7075,565
05000US04012,"La Paz County, AZ",16270,154,1352,340,1649,430,1051,300,663,292,1766,525,462,175,9327,684
05000US04013,"Maricopa County, AZ",4425433,1639,251825,6996,246052,8092,150495,7551,164713,6471,247547,7905,116804,4893,3247997,15674
05000US04015,"Mohave County, AZ",212617,569,16498,1600,19289,2076,10212,1368,10677,1407,17575,1847,5825,1001,132541,3052
05000US04017,"Navajo County, AZ",105125,211,12994,1387,12985,1479,5856,1043,7231,1066,8733,1084,2737,760,54589,2378
05000US04019,"Pima County, AZ",1021158,807,73538,3668,73022,4400,42408,3182,48452,3148,66166,3742,28991,2602,688581,6083
05000US04021,"Pinal County, AZ",429221,726,23018,2052,23646,2337,15676,2633,19692,2660,28960,3010,12567,2015,305662,5035
05000US04023,"Santa Cruz County, AZ",48023,62,3273,744,6434,1041,3255,945,2992,807,4445,1021,2270,687,25354,1610
05000US04025,"Yavapai County, AZ",237390,368,13285,1535,16613,1942,9466,1214,11021,1468,14135,1754,7275,1103,165595,3098
05000US04027,"Yuma County, AZ",200032,403,15624,1802,17297,2237,12395,2024,13513,1839,18129,2632,7842,1462,115232,2775
05000US05001,"Arkansas County, AR",16479,53,988,325,1437,331,1152,460,592,250,1717,469,337,160,10256,623
05000US05003,"Ashley County, AR",18555,34,1656,488,2559,662,1413,570,1271,431,1548,425,650,336,9458,680
05000US05005,"Baxter County, AR",41701,69,2200,505,3829,696,3079,663,3183,690,3361,647,1004,267,25045,1163
05000US05007,"Benton County, AR",290871,443,9508,1291,12630,1368,9830,1458,10920,1797,18817,2058,8290,1401,220876,3139
05000US05009,"Boone County, AR",37329,129,1977,490,3041,726,1413,392,2125,513,4155,855,1364,386,23254,1193
05000US05011,"Bradley County, AR",10255,19,801,235,1256,305,1148,452,518,219,935,360,461,290,5136,509
05000US05013,"Calhoun County, AR",4520,32,131,104,470,182,186,116,142,76,379,190,205,136,3007,308
05000US05015,"Carroll County, AR",28199,43,1401,406,3185,812,1823,597,1524,435,2758,775,1392,488,16116,1236
05000US05017,"Chicot County, AR",9286,84,1197,389,1067,250,470,170,836,332,928,376,507,242,4281,484
05000US05019,"Clark County, AR",18868,62,1738,415,2072,422,970,349,1617,462,734,243,661,261,11076,689
05000US05021,"Clay County, AR",14218,66,1045,319,1404,261,1014,263,633,201,1492,403,523,211,8107,537
05000US05023,"Cleburne County, AR",24663,109,1140,300,2275,472,1391,497,1832,536,2217,523,792,265,15016,783
05000US05025,"Cleveland County, AR",7407,11,497,232,656,265,424,205,600,266,579,223,237,141,4414,392
05000US05027,"Columbia County, AR",20458,166,2708,702,1934,518,1265,409,972,420,1568,567,530,224,11481,929
05000US05029,"Conway County, AR",20694,51,1839,509,2422,611,1547,519,1328,420,1325,425,621,273,11612,905
05000US05031,"Craighead County, AR",108405,240,9038,1394,11632,1667,6182,1269,4800,888,7464,1327,3280,852,66009,2061
05000US05033,"Crawford County, AR",59559,251,4731,933,5267,1049,2227,581,3225,870,4538,886,2815,690,36756,1509
05000US05035,"Crittenden County, AR",46760,184,4221,761,5463,821,2738,650,3287,791,3687,767,2208,596,25156,1308
05000US05037,"Cross County, AR",16496,11,975,359,2339,550,1080,284,1274,463,1462,399,518,222,8848,621
05000US05039,"Dallas County, AR",6043,32,365,159,310,134,404,163,234,112,441,187,166,115,4123,313
05000US05041,"Desha County, AR",10941,9,1613,466,1551,489,892,329,1031,313,908,259,389,221,4557,477
05000US05043,"Drew County, AR",16356,48,2291,625,1429,469,1375,358,769,274,1467,430,847,384,8178,731
05000US05045,"Faulkner County, AR",120454,289,8095,1214,10004,1030,5324,1193,6518,1203,7898,1077,2815,635,79800,2091
05000US05047,"Franklin County, AR",16949,46,1158,390,2039,543,1417,446,775,232,1505,400,472,300,9583,809
05000US05049,"Fulton County, AR",12078,11,551,222,1231,330,1930,608,1035,314,937,290,235,135,6159,679
05000US05051,"Garland County, AR",98558,200,6961,1092,9276,1310,5142,886,5535,984,8266,1436,3096,784,60282,1972
05000US05053,"Grant County, AR",17896,75,665,261,1540,451,665,254,505,248,951,322,549,276,13021,709
05000US05055,"Greene County, AR",44944,250,3781,688,3876,733,2392,512,2868,696,2934,751,2100,736,26993,1176
05000US05057,"Hempstead County, AR",19495,64,1521,450,2181,476,1281,483,898,346,1697,483,814,311,11103,926
05000US05059,"Hot Spring County, AR",30848,171,2359,569,2905,662,1345,483,2367,719,2101,489,987,396,18784,1082
05000US05061,"Howard County, AR",12520,20,1039,438,1438,410,441,182,632,252,1524,477,450,227,6996,563
05000US05063,"Independence County, AR",37113,98,2690,663,4597,923,1997,636,1536,538,3365,722,1113,368,21815,1457
05000US05065,"Izard County, AR",12770,50,1046,359,1646,359,1067,332,853,276,1216,304,327,127,6615,650
05000US05067,"Jackson County, AR",14360,133,1159,304,1885,393,1341,335,986,326,1102,322,715,288,7172,633
05000US05069,"Jefferson County, AR",59742,301,6251,977,6049,971,4099,863,3873,803,4621,1015,2231,853,32618,1421
05000US05071,"Johnson County, AR",25187,73,2230,457,2644,513,1567,374,1936,567,3074,560,1065,459,12671,708
05000US05073,"Lafayette County, AR",6092,41,549,185,1109,241,401,178,426,139,284,145,217,135,3106,327
05000US05075,"Lawrence County, AR",15681,30,1153,291,1701,408,1150,272,1403,399,1309,307,775,262,8190,616
05000US05077,"Lee County, AR",6953,110,1332,385,594,217,630,284,379,182,673,302,126,105,3219,349
05000US05079,"Lincoln County, AR",8550,274,453,192,1059,398,470,211,553,237,613,219,51,52,5351,443
05000US05081,"Little River County, AR",11708,67,1006,366,921,293,681,264,1034,368,795,365,489,250,6782,657
05000US05083,"Logan County, AR",20880,79,1214,263,1795,430,1535,435,1429,344,1607,480,751,333,12549,722
05000US05085,"Lonoke County, AR",73846,168,3728,866,4504,805,3063,705,2295,560,4994,756,1743,452,53519,1514
05000US05087,"Madison County, AR",16850,70,858,373,1671,462,1190,433,1020,426,1542,461,547,313,10022,790
05000US05089,"Marion County, AR",16864,62,1377,272,1631,428,1076,356,941,264,1608,463,1075,419,9156,786
05000US05091,"Miller County, AR",41304,136,4062,647,4632,763,2556,602,2787,1001,2507,614,1629,595,23131,1304
05000US05093,"Mississippi County, AR",38746,203,3619,626,4531,842,2385,550,1939,647,2850,651,1045,294,22377,1389
05000US05095,"Monroe County, AR",6548,24,733,286,719,242,271,130,484,239,388,165,234,146,3719,413
05000US05097,"Montgomery County, AR",8452,9,559,210,1203,259,326,115,615,282,840,287,374,198,4535,383
05000US05099,"Nevada County, AR",8054,17,863,336,1435,376,316,175,531,220,870,366,94,67,3945,399
05000US05101,"Newton County, AR",7097,20,261,100,684,238,385,139,471,226,788,333,386,204,4122,372
05000US05103,"Ouachita County, AR",21886,86,1572,435,2341,507,1540,567,1414,540,1694,462,910,420,12415,887
05000US05105,"Perry County, AR",9964,19,810,227,748,236,574,296,571,271,679,247,605,251,5977,463
05000US05107,"Phillips County, AR",15782,12,2837,510,1697,438,1336,406,1135,277,1334,374,386,276,7057,649
05000US05109,"Pike County, AR",9932,25,853,255,1018,244,633,276,491,203,561,183,316,142,6060,425
05000US05111,"Poinsett County, AR",22259,106,1547,313,2919,517,1304,309,1765,399,1873,406,494,182,12357,653
05000US05113,"Polk County, AR",19040,211,1128,314,2483,655,1025,281,1560,380,1813,502,587,248,10444,820
05000US05115,"Pope County, AR",60583,180,3755,596,6878,1201,3912,819,3896,941,4591,850,2015,560,35536,1638
05000US05117,"Prairie County, AR",7890,73,258,122,481,159,503,174,784,279,677,260,483,209,4704,409
05000US05119,"Pulaski County, AR",391326,345,31350,3263,32122,2922,18054,2379,21242,2675,27852,2883,10771,1504,249935,5077
05000US05121,"Randolph County, AR",18357,54,976,295,2903,715,1375,378,1124,417,1705,504,584,446,9690,768
05000US05123,"St. Francis County, AR",19768,230,2545,579,2958,526,1222,419,1308,528,2028,508,691,292,9016,877
05000US05125,"Saline County, AR",124191,198,5622,908,5622,989,4078,921,6106,1315,7011,1165,2951,1098,92801,2106
05000US05127,"Scott County, AR",9748,5,562,194,1116,396,446,190,615,241,1174,316,384,222,5451,485
05000US05129,"Searcy County, AR",7736,52,580,228,1316,349,384,171,617,248,750,249,274,136,3815,426
05000US05131,"Sebastian County, AR",126382,300,8160,1317,12399,1469,7448,1182,6198,1134,10042,1378,5234,1248,76901,2546
05000US05133,"Sevier County, AR",15533,180,1574,525,1475,365,1174,425,1013,379,1597,593,992,447,7708,714
05000US05135,"Sharp County, AR",17277,105,1128,297,1869,453,1217,349,1418,339,1298,311,1216,457,9131,752
05000US05137,"Stone County, AR",12359,20,1012,346,1653,414,881,291,979,413,1772,647,354,194,5708,682
05000US05139,"Union County, AR",37758,130,3201,634,4126,1099,1726,602,2189,596,3028,804,1186,537,22302,1248
05000US05141,"Van Buren County, AR",15742,38,1225,333,1844,358,888,299,1495,642,1270,311,672,330,8348,726
05000US05143,"Washington County, AR",242703,456,18110,1679,17777,1827,11063,1819,14396,1731,18618,2211,7416,1341,155323,3061
05000US05145,"White County, AR",74202,111,5578,944,6612,1103,4819,1035,4077,946,7499,1345,2529,776,43088,2114
05000US05147,"Woodruff County, AR",5976,54,589,159,772,189,347,183,465,189,272,131,221,104,3310,331
05000US05149,"Yell County, AR",19746,128,1129,246,1492,348,1222,339,1888,516,1651,431,897,427,11467,726
05000US06001,"Alameda County, CA",1624096,962,76957,3231,72795,4049,40471,2871,42409,3034,59993,3707,25833,2572,1305638,7365
05000US06003,"Alpine County, CA",1695,234,100,61,109,69,1,3,17,18,78,80,74,56,1316,228
05000US06005,"Amador County, CA",37799,79,1671,447,1260,366,708,278,1245,554,1728,545,763,301,30424,937
05000US06007,"Butte County, CA",204601,258,18836,1656,18695,1311,9503,1171,9381,1272,11033,1230,4700,867,132453,2654
05000US06009,"Calaveras County, CA",45528,140,2660,643,3423,837,879,408,2277,749,2568,773,722,353,32999,1492
05000US06011,"Colusa County, CA",21588,332,870,310,1462,515,1585,548,1009,448,2114,555,201,128,14347,950
05000US06013,"Contra Costa County, CA",1151878,625,52486,3249,42562,3075,27497,2675,30726,2972,40859,3179,19800,3075,937948,6860
05000US06015,"Del Norte County, CA",24952,123,1463,461,1437,327,1675,547,1225,380,1536,387,348,191,17268,882
05000US06017,"El Dorado County, CA",190642,346,7658,1108,8096,1493,4514,879,4126,642,7673,1128,3286,873,155289,2426
05000US06019,"Fresno County, CA",994567,940,86494,4186,99223,4742,51282,3845,57086,3509,72582,4040,33415,3061,594485,7724
05000US06021,"Glenn County, CA",28414,24,1580,585,1931,451,1553,537,1711,741,2050,600,1107,619,18482,894
05000US06023,"Humboldt County, CA",132564,302,12114,1124,12950,1405,6797,1078,7358,1297,8929,1212,3238,638,81178,2382
05000US06025,"Imperial County, CA",171599,297,15537,1654,18168,1978,11337,2339,13238,2215,14028,1923,6072,1327,93219,3788
05000US06027,"Inyo County, CA",18392,142,905,331,1023,279,683,272,552,209,968,342,467,193,13794,626
05000US06029,"Kern County, CA",886335,721,70855,4378,97970,5859,55359,4213,55793,4258,68760,4713,25219,2642,512379,8173
05000US06031,"Kings County, CA",139672,338,10430,1463,12997,1746,7210,1473,8404,1609,11595,1389,5176,1115,83860,3190
05000US06033,"Lake County, CA",66900,294,5972,953,5184,1037,3415,827,4197,1015,3355,864,1939,588,42838,1759
05000US06035,"Lassen County, CA",23977,229,1640,370,1639,403,884,291,1082,369,1773,507,1217,409,15742,779
05000US06037,"Los Angeles County, CA",9693427,2112,614018,9886,708458,13320,417435,9402,424687,10111,588104,12833,261718,7772,6679007,24501
05000US06039,"Madera County, CA",151968,239,12235,1732,17952,2509,9224,1744,8980,1752,10859,1955,5192,1484,87526,3080
05000US06041,"Marin County, CA",254311,268,8667,1071,11240,1754,3685,617,5683,1061,11699,1820,2628,688,210709,2605
05000US06043,"Mariposa County, CA",16893,43,1015,321,1332,366,877,355,608,204,946,303,473,217,11642,675
05000US06045,"Mendocino County, CA",89200,198,5993,1016,7531,1369,3683,693,5873,1200,6034,1079,2693,798,57393,2018
05000US06047,"Merced County, CA",280675,347,22375,2188,29280,2580,17085,2200,15137,2003,22820,2265,9408,1577,164570,3873
05000US06049,"Modoc County, CA",8468,44,878,379,839,368,361,246,346,152,733,287,231,189,5080,494
05000US06051,"Mono County, CA",13056,8,779,367,662,339,259,139,432,301,614,319,358,340,9952,673
05000US06053,"Monterey County, CA",419124,610,22072,2336,30660,3135,20543,2188,20273,2426,30190,2927,13931,2234,281455,4971
05000US06055,"Napa County, CA",133332,344,6003,959,5235,911,3442,776,4752,1101,5542,1111,1985,509,106373,1890
05000US06057,"Nevada County, CA",101450,114,4942,712,5803,827,3742,878,3736,883,5554,1263,2223,547,75450,2090
05000US06059,"Orange County, CA",3125637,1042,151347,6379,145146,4915,99339,4097,102925,5557,144142,5847,60782,3659,2421956,11654
05000US06061,"Placer County, CA",408930,257,14239,1466,13180,1518,8415,1217,9557,1262,13135,1664,6926,1107,343478,3504
05000US06063,"Plumas County, CA",19338,52,1049,306,1026,457,1039,287,635,236,1435,573,595,304,13559,775
05000US06065,"Riverside County, CA",2413439,1236,121932,4646,145023,6387,91300,6012,100088,5606,157857,7459,66955,4265,1730284,13349
05000US06067,"Sacramento County, CA",1565333,1332,95460,4485,102012,4837,56589,4343,62585,3806,86961,4563,37508,3161,1124218,8349
05000US06069,"San Benito County, CA",65660,183,2338,660,2780,635,2282,792,1947,606,2889,899,1820,732,51604,1563
05000US06071,"San Bernardino County, CA",2145516,1480,132580,5947,158646,7477,93988,5097,103679,5644,151045,6965,63795,4233,1441783,12031
05000US06073,"San Diego County, CA",3193390,1448,162157,4826,168445,5954,98078,4752,110169,5335,149934,6487,70331,3800,2434276,12397
05000US06075,"San Francisco County, CA",823358,520,44856,2233,42279,2197,22749,2459,23022,2019,26872,2338,11922,1342,651658,3806
05000US06077,"San Joaquin County, CA",773079,1129,43845,2701,53218,3625,30937,3093,34445,3257,45306,3238,26011,3005,539317,5942
05000US06079,"San Luis Obispo County, CA",267954,320,18492,1506,15932,1850,7276,1180,7578,1178,11749,1907,4652,1003,202275,3141
05000US06081,"San Mateo County, CA",738600,668,25416,1534,22529,1981,14557,2020,13658,1925,23384,2436,10346,1570,628710,4262
05000US06083,"Santa Barbara County, CA",423928,621,30345,2522,28042,2176,17963,2407,19632,2430,22848,2444,11114,1618,293984,3851
05000US06085,"Santa Clara County, CA",1871483,697,66648,3660,61822,4217,35916,3270,38342,2745,59528,3847,28091,2322,1581136,8307
05000US06087,"Santa Cruz County, CA",255068,363,14258,1298,14355,1658,7885,1355,8953,1215,12755,1742,5269,1064,191593,2826
05000US06089,"Shasta County, CA",178633,298,11502,1220,11677,1284,7609,1223,7696,1102,11271,1839,5045,921,123833,3000
05000US06091,"Sierra County, CA",2633,233,34,30,291,207,127,95,319,180,133,133,31,36,1698,282
05000US06093,"Siskiyou County, CA",43419,49,2938,455,4258,740,2498,420,1781,395,3019,501,1480,365,27445,1059
05000US06095,"Solano County, CA",441245,382,20884,1788,21883,2224,12953,1790,12107,1744,18492,2097,10680,2029,344246,4064
05000US06097,"Sonoma County, CA",478869,406,21867,1975,19177,1690,12652,1424,12063,1647,20336,2156,10078,1561,382696,3841
05000US06099,"Stanislaus County, CA",547160,512,33342,2442,38601,3233,26715,3102,26913,2847,38806,3844,18363,2357,364420,6585
05000US06101,"Sutter County, CA",98110,182,6065,1051,8429,1430,4612,1238,4484,979,6503,1359,3602,940,64415,2047
05000US06103,"Tehama County, CA",64776,210,4641,938,5347,948,3821,960,4231,916,4298,961,2379,618,40059,1936
05000US06105,"Trinity County, CA",15721,51,1500,573,1330,457,1210,597,1387,638,1131,416,330,161,8833,970
05000US06107,"Tulare County, CA",470078,613,37180,2822,46293,4018,29273,3226,28782,3532,40660,3817,18653,2887,269237,5760
05000US06109,"Tuolumne County, CA",51746,234,2437,545,3110,511,2270,642,1562,506,2924,805,1347,499,38096,1541
05000US06111,"Ventura County, CA",827580,636,34746,2448,39884,3364,20801,2134,31021,2584,43428,3383,17271,1971,640429,5740
