geoid,name,C17002001,"C17002001, Error",C17002002,"C17002002, Error",C17002003,"C17002003, Error",C17002004,"C17002004, Error",C17002005,"C17002005, Error",C17002006,"C17002006, Error",C17002007,"C17002007, Error",C17002008,"C17002008, Error"
05000US30061,"Mineral County, MT",4677,50,278,118,557,197,144,70,146,75,443,154,125,99,2984,222
05000US30063,"Missoula County, MT",117062,190,6188,939,6604,885,3896,734,5301,878,5849,888,3505,723,85719,1777
05000US30065,"Musselshell County, MT",5000,152,270,118,495,192,190,104,210,96,222,96,122,67,3491,321
05000US30067,"Park County, MT",17344,33,737,210,1529,412,539,216,1183,344,902,307,340,165,12114,576
05000US30069,"Petroleum County, MT",401,85,11,12,15,11,25,19,27,21,6,10,18,13,299,74
05000US30071,"Phillips County, MT",4134,35,204,147,185,89,285,136,229,135,325,172,159,163,2747,259
05000US30073,"Pondera County, MT",5899,46,846,173,502,125,238,99,266,98,396,147,365,202,3286,285
05000US30075,"Powder River County, MT",1717,123,45,32,122,49,27,26,52,31,94,45,28,26,1349,152
05000US30077,"Powell County, MT",5250,137,158,103,175,93,388,260,422,172,462,187,242,171,3403,273
05000US30079,"Prairie County, MT",1216,163,134,69,157,79,127,116,12,10,130,86,67,53,589,120
05000US30081,"Ravalli County, MT",45527,51,1562,341,2209,429,1519,484,1408,393,3566,858,1690,573,33573,998
05000US30083,"Richland County, MT",11303,9,475,194,333,149,236,100,361,205,1043,319,342,134,8513,410
05000US30085,"Roosevelt County, MT",10236,160,1645,400,1487,351,704,285,319,128,818,311,477,215,4786,396
05000US30087,"Rosebud County, MT",8168,10,1001,271,762,281,408,220,538,213,652,252,317,158,4490,332
05000US30089,"Sanders County, MT",12726,71,888,296,1032,275,812,257,924,238,931,259,312,145,7827,499
05000US30091,"Sheridan County, MT",3595,163,102,57,258,94,231,88,121,75,165,62,163,59,2555,205
05000US30093,"Silver Bow County, MT",34543,113,2994,698,2590,471,1157,340,1533,462,2066,452,1604,625,22599,951
05000US30095,"Stillwater County, MT",8965,33,279,116,461,134,200,61,251,129,816,202,337,164,6621,293
05000US30097,"Sweet Grass County, MT",3685,7,100,53,188,105,29,23,238,134,122,68,288,141,2720,208
05000US30099,"Teton County, MT",6145,68,310,136,333,115,138,60,397,127,570,174,271,163,4126,234
05000US30101,"Toole County, MT",4411,45,193,103,348,170,270,166,536,238,422,186,77,67,2565,284
05000US30103,"Treasure County, MT",761,127,37,29,45,24,4,7,76,72,53,33,15,10,531,98
05000US30105,"Valley County, MT",7346,50,387,164,559,185,365,115,234,105,471,137,218,102,5112,332
05000US30107,"Wheatland County, MT",2019,7,285,164,193,95,27,24,88,59,249,107,18,12,1159,178
05000US30109,"Wibaux County, MT",1130,162,63,58,117,61,8,9,76,65,29,30,2,5,835,154
05000US30111,"Yellowstone County, MT",163620,335,7246,990,9491,1002,5584,1043,6239,962,10055,1267,4160,799,120845,2212
05000US31001,"Adams County, NE",29599,208,1889,509,1887,412,917,244,1168,434,1638,423,1116,304,20984,818
05000US31003,"Antelope County, NE",6208,30,294,92,329,78,179,81,252,82,471,171,256,152,4427,250
05000US31005,"Arthur County, NE",540,103,3,3,49,43,59,43,18,10,20,9,14,7,377,85
05000US31007,"Banner County, NE",657,109,11,9,51,38,24,21,19,21,7,7,18,17,527,85
05000US31009,"Blaine County, NE",385,64,25,15,16,13,6,7,30,23,50,27,23,20,235,50
05000US31011,"Boone County, NE",5263,13,219,71,265,82,272,110,250,93,225,82,205,90,3827,187
05000US31013,"Box Butte County, NE",10597,38,491,178,564,183,523,284,519,255,883,462,360,277,7257,616
05000US31015,"Boyd County, NE",1671,129,96,46,75,37,117,61,95,44,145,50,68,45,1075,116
05000US31017,"Brown County, NE",2700,151,181,108,147,66,128,104,119,78,340,135,137,89,1648,208
05000US31019,"Buffalo County, NE",48068,67,2688,521,2609,441,2295,453,1474,318,2654,528,1259,353,35089,1019
05000US31021,"Burt County, NE",6640,11,509,156,400,106,166,53,304,91,328,98,228,105,4705,203
05000US31023,"Butler County, NE",8265,30,360,117,265,101,238,165,244,108,189,75,78,42,6891,234
05000US31025,"Cass County, NE",26520,172,551,168,740,181,888,522,1188,405,925,236,564,177,21664,691
05000US31027,"Cedar County, NE",8146,81,123,43,383,106,263,99,217,77,553,153,229,109,6378,268
05000US31029,"Chase County, NE",3565,169,55,26,222,133,205,127,212,138,224,140,31,34,2616,284
05000US31031,"Cherry County, NE",5405,23,112,53,277,126,762,261,144,78,498,172,66,55,3546,299
05000US31033,"Cheyenne County, NE",9295,56,617,204,414,136,484,207,542,205,750,250,465,248,6023,449
05000US31035,"Clay County, NE",5969,28,209,61,277,95,198,59,323,112,355,81,165,99,4442,169
05000US31037,"Colfax County, NE",10312,186,300,149,598,504,286,313,530,300,548,336,132,89,7918,753
05000US31039,"Cuming County, NE",8841,39,311,135,375,131,411,156,424,137,405,204,352,174,6563,355
05000US31041,"Custer County, NE",10418,22,322,112,578,280,463,163,458,138,600,180,402,123,7595,351
05000US31043,"Dakota County, NE",21090,69,1019,364,1336,474,838,430,646,354,2286,859,911,476,14054,1038
05000US31045,"Dawes County, NE",7395,14,561,202,371,141,415,174,255,126,684,345,215,151,4894,456
05000US31047,"Dawson County, NE",23789,40,880,297,2055,571,806,332,780,302,2366,562,1314,632,15588,917
05000US31049,"Deuel County, NE",1860,150,47,21,122,38,52,30,149,83,122,54,59,34,1309,145
05000US31051,"Dixon County, NE",5469,15,101,39,286,97,486,191,222,93,326,118,124,41,3924,198
05000US31053,"Dodge County, NE",36101,129,1546,361,1819,400,1937,451,1587,463,1685,458,656,220,26871,899
05000US31055,"Douglas County, NE",574217,398,28880,1920,35700,2384,23008,2565,20501,1989,28878,2429,12302,1392,424948,3941
05000US31057,"Dundy County, NE",1783,169,114,81,100,54,60,39,111,69,98,49,27,24,1273,165
05000US31059,"Fillmore County, NE",5359,23,163,68,260,81,166,80,177,59,208,69,184,60,4201,177
05000US31061,"Franklin County, NE",2804,14,212,75,184,53,111,41,191,86,163,51,90,58,1853,108
05000US31063,"Frontier County, NE",2438,85,142,54,152,65,64,35,55,30,148,56,85,47,1792,121
05000US31065,"Furnas County, NE",4512,20,223,75,334,108,293,108,123,44,287,84,95,62,3157,161
05000US31067,"Gage County, NE",21265,75,1362,397,1444,335,631,152,772,200,1394,327,688,231,14974,527
05000US31069,"Garden County, NE",1593,180,137,52,87,56,125,85,87,52,111,43,44,40,1002,176
05000US31071,"Garfield County, NE",1725,106,17,16,184,88,38,28,47,45,110,79,185,108,1144,143
05000US31073,"Gosper County, NE",1895,155,46,33,87,48,111,94,60,47,115,52,23,17,1453,163
05000US31075,"Grant County, NE",685,95,32,26,42,25,29,22,1,3,112,47,9,13,460,85
05000US31077,"Greeley County, NE",2183,10,131,62,113,35,78,41,57,27,297,96,61,31,1446,121
05000US31079,"Hall County, NE",61378,178,4118,744,3095,655,2506,507,2990,771,3450,691,3064,1012,42155,1346
05000US31081,"Hamilton County, NE",9278,27,125,53,499,236,186,113,377,203,328,128,311,165,7452,374
05000US31083,"Harlan County, NE",2955,154,78,31,135,49,67,32,155,70,221,69,39,22,2260,166
05000US31085,"Hayes County, NE",854,85,22,20,83,42,36,26,26,18,103,64,14,11,570,84
05000US31087,"Hitchcock County, NE",2565,10,168,51,130,57,115,52,134,61,336,104,140,63,1542,146
05000US31089,"Holt County, NE",9950,25,373,155,705,188,661,213,382,137,818,236,505,186,6506,364
05000US31091,"Hooker County, NE",587,75,17,21,28,21,41,32,27,21,25,21,7,8,442,76
05000US31093,"Howard County, NE",6393,43,182,97,166,70,310,200,174,68,252,92,79,71,5230,244
05000US31095,"Jefferson County, NE",6988,49,204,81,486,197,295,162,145,69,461,142,191,90,5206,281
05000US31097,"Johnson County, NE",4303,28,147,52,146,59,129,57,237,101,191,80,201,77,3252,182
05000US31099,"Kearney County, NE",6606,35,230,130,212,97,135,81,234,130,378,157,416,258,5001,312
05000US31101,"Keith County, NE",8127,45,332,139,539,148,154,65,290,128,690,227,252,130,5870,323
05000US31103,"Keya Paha County, NE",939,153,25,14,73,47,25,24,87,48,85,60,5,5,639,130
05000US31105,"Kimball County, NE",3264,176,113,83,249,101,264,148,157,89,316,187,180,144,1985,244
05000US31107,"Knox County, NE",8183,19,418,105,661,172,417,130,417,133,547,162,157,57,5566,234
05000US31109,"Lancaster County, NE",310515,379,17723,1368,18548,1569,11184,1492,13438,1483,18060,1838,8087,1103,223475,3394
05000US31111,"Lincoln County, NE",33324,121,1751,452,2527,635,1966,549,1636,620,2321,493,1122,498,22001,1014
05000US31113,"Logan County, NE",806,108,43,29,23,21,16,13,14,9,53,28,22,24,635,113
05000US31115,"Loup County, NE",564,95,25,22,21,13,33,28,19,15,31,30,6,7,429,90
05000US31117,"McPherson County, NE",463,74,13,11,20,13,24,14,42,32,28,21,2,3,334,62
05000US31119,"Madison County, NE",34609,62,1724,377,2354,503,1068,348,1377,378,2814,683,974,333,24298,828
05000US31121,"Merrick County, NE",7561,17,389,128,272,98,308,114,180,72,566,167,246,142,5600,331
05000US31123,"Morrill County, NE",4423,16,155,66,395,140,229,100,279,108,211,83,246,138,2908,217
05000US31125,"Nance County, NE",3255,19,78,41,447,141,130,44,115,71,288,100,116,58,2081,161
05000US31127,"Nemaha County, NE",6540,25,338,146,513,202,194,126,443,188,382,146,385,254,4285,370
05000US31129,"Nuckolls County, NE",4035,10,170,74,130,71,164,85,143,60,397,177,108,50,2923,211
05000US31131,"Otoe County, NE",15867,18,710,298,804,252,310,131,445,236,652,180,189,87,12757,473
05000US31133,"Pawnee County, NE",2481,21,107,42,242,84,94,61,143,76,246,86,88,49,1561,135
05000US31135,"Perkins County, NE",2795,8,63,28,151,73,68,54,136,69,141,53,57,29,2179,126
05000US31137,"Phelps County, NE",8712,58,430,124,756,222,156,90,332,100,434,147,137,61,6467,295
05000US31139,"Pierce County, NE",7188,34,430,138,143,77,158,113,213,85,741,240,211,94,5292,248
05000US31141,"Platte County, NE",33917,76,819,277,2140,479,918,250,1661,590,2764,544,1061,483,24554,905
05000US31143,"Polk County, NE",5109,24,93,53,225,75,158,108,103,43,296,107,273,139,3961,180
05000US31145,"Red Willow County, NE",10271,61,846,426,603,236,227,122,490,212,703,319,174,98,7228,535
05000US31147,"Richardson County, NE",7667,7,281,121,530,186,373,165,221,135,718,216,226,144,5318,360
05000US31149,"Rock County, NE",1259,122,60,31,72,47,23,18,51,30,137,70,42,39,874,119
05000US31151,"Saline County, NE",13989,25,408,155,921,341,413,246,543,377,779,295,719,351,10206,580
05000US31153,"Sarpy County, NE",192296,316,4534,764,5424,882,4462,943,5274,971,8540,1129,3969,890,160093,2160
05000US31155,"Saunders County, NE",22459,37,841,331,601,154,638,198,511,200,1075,322,546,333,18247,609
05000US31157,"Scotts Bluff County, NE",35061,87,1484,398,3397,599,1517,442,1535,377,2713,712,607,191,23808,921
05000US31159,"Seward County, NE",16338,54,313,106,812,207,384,177,542,252,928,373,323,137,13036,454
05000US31161,"Sheridan County, NE",4889,48,281,101,244,89,160,72,294,82,460,158,163,78,3287,216
05000US31163,"Sherman County, NE",2918,8,100,55,177,70,119,72,200,84,248,90,166,95,1908,168
05000US31165,"Sioux County, NE",1197,187,24,19,113,60,58,33,210,180,94,71,40,25,658,103
05000US31167,"Stanton County, NE",5762,15,231,86,177,95,113,66,191,88,307,103,153,95,4590,210
05000US31169,"Thayer County, NE",4810,17,200,68,233,66,455,151,234,98,279,81,195,81,3214,156
05000US31171,"Thomas County, NE",626,75,7,7,23,16,31,24,5,7,26,30,10,17,524,81
05000US31173,"Thurston County, NE",6543,35,470,128,708,153,265,101,465,145,595,158,231,106,3809,238
05000US31175,"Valley County, NE",4031,93,87,44,286,96,258,109,237,91,193,104,55,33,2915,217
05000US31177,"Washington County, NE",20762,33,441,171,993,310,307,99,685,321,706,269,430,218,17200,554
05000US31179,"Wayne County, NE",8283,130,428,128,663,249,429,306,251,201,323,148,183,152,6006,353
05000US31181,"Webster County, NE",3300,16,147,60,181,54,74,31,247,95,242,89,102,69,2307,159
05000US31183,"Wheeler County, NE",785,104,3,5,38,16,23,16,59,30,130,66,2,5,530,76
05000US31185,"York County, NE",13402,51,587,182,624,224,572,258,504,219,793,340,494,224,9828,489
05000US32001,"Churchill County, NV",24902,156,1293,371,983,316,1571,436,1283,433,1042,438,535,246,18195,934
05000US32003,"Clark County, NV",2270530,954,149386,4919,150510,6646,95909,5115,107037,5058,143855,5620,70301,4476,1553532,10597
05000US32005,"Douglas County, NV",49374,84,1849,473,2243,628,1298,372,1362,362,2260,529,1451,579,38911,1126
05000US32007,"Elko County, NV",52861,218,2187,496,3642,866,2945,736,2585,791,2746,768,721,269,38035,1441
05000US32009,"Esmeralda County, NV",955,228,20,22,165,128,0,14,129,67,39,32,22,29,580,202
05000US32011,"Eureka County, NV",1654,228,313,298,52,50,0,14,342,257,163,164,7,13,777,241
05000US32013,"Humboldt County, NV",17130,24,781,369,1302,360,390,248,854,301,976,383,350,252,12477,728
05000US32015,"Lander County, NV",5710,7,335,269,317,229,959,309,43,54,416,274,88,84,3552,441
05000US32017,"Lincoln County, NV",4017,47,261,126,4,7,43,48,245,228,419,239,264,258,2781,399
05000US32019,"Lyon County, NV",60404,83,3064,617,3586,819,2047,561,2261,815,3088,542,2310,697,44048,1512
05000US32021,"Mineral County, NV",4406,95,250,149,545,270,311,250,550,300,174,102,216,164,2360,410
05000US32023,"Nye County, NV",52040,292,3803,747,4278,1048,2642,726,2507,583,4898,1385,1443,577,32469,1842
05000US32027,"Pershing County, NV",4718,52,181,111,199,99,142,93,258,184,287,146,220,164,3431,339
05000US32029,"Storey County, NV",4128,10,95,86,197,124,36,41,35,35,170,110,103,75,3492,194
05000US32031,"Washoe County, NV",484535,772,24825,1791,26948,2131,16246,1733,17678,1809,26121,2251,12457,1948,360260,4621
05000US32033,"White Pine County, NV",7358,122,198,86,419,172,261,124,733,409,466,230,102,94,5179,511
05000US32510,"Carson City, NV",55727,153,2283,639,3900,793,2688,727,2408,678,3332,673,1267,495,39849,1311
05000US33001,"Belknap County, NH",63298,155,2157,570,3389,668,1054,335,1339,374,3123,768,1387,544,50849,1199
05000US33003,"Carroll County, NH",50592,178,1626,354,2149,570,840,341,2128,529,2884,622,1149,378,39816,1032
05000US33005,"Cheshire County, NH",73001,119,2623,597,3906,584,2002,476,2386,536,3308,533,1247,328,57529,1123
05000US33007,"Coos County, NH",29416,84,1746,374,2036,412,1646,447,1089,260,2002,401,771,194,20126,733
05000US33009,"Grafton County, NH",85332,192,4176,672,4464,677,2227,515,2708,487,4639,1102,2037,485,65081,1624
05000US33011,"Hillsborough County, NH",416668,400,11952,1487,15174,1471,8097,1200,11976,1160,15458,1747,7541,1103,346470,3216
05000US33013,"Merrimack County, NH",149211,150,6150,964,4436,627,3937,795,3974,875,5501,684,3138,543,122075,1684
05000US33015,"Rockingham County, NH",314843,262,8269,1074,6762,1158,4903,771,5315,1164,8483,1217,5557,1015,275554,2164
05000US33017,"Strafford County, NH",122813,390,5843,872,4978,780,2522,620,3434,725,5513,881,2317,566,98206,1772
05000US33019,"Sullivan County, NH",42777,184,2467,511,2154,467,1552,552,1488,477,2782,645,2060,491,30274,1126
05000US34001,"Atlantic County, NJ",268926,604,16516,1853,18731,2283,10558,1611,10093,1589,17520,2111,6679,1155,188829,2959
05000US34003,"Bergen County, NJ",943774,700,30937,2435,32471,2284,16331,1975,18452,1972,27839,2205,14399,1805,803345,4095
05000US34005,"Burlington County, NJ",453853,401,14663,1555,16062,1840,10316,1839,9429,1144,14411,1556,7765,1227,381207,3508
05000US34007,"Camden County, NJ",517854,443,28256,2437,34678,2322,15284,1932,17849,1908,25014,2500,10605,1244,386168,4021
05000US34009,"Cape May County, NJ",94025,122,3576,756,4593,828,1682,502,3502,669,4340,783,1702,464,74630,1430
05000US34011,"Cumberland County, NJ",144043,484,9540,1276,13870,1891,9410,1528,6866,1237,10746,1764,4099,1096,89512,2710
05000US34013,"Essex County, NJ",834461,673,62837,4233,62582,4393,33383,3224,33548,3081,44162,4018,22681,2755,575268,7126
05000US34015,"Gloucester County, NJ",298445,390,10318,1014,12358,1641,6007,1081,6589,1446,11720,1773,4846,1473,246607,3316
05000US34017,"Hudson County, NJ",701665,682,47557,3374,56303,3657,24717,2372,29634,2891,37815,3244,15013,1952,490626,5955
05000US34019,"Hunterdon County, NJ",127179,196,2973,581,1921,425,2196,643,1761,495,2918,652,1293,420,114117,1402
05000US34021,"Mercer County, NJ",365249,453,21666,2338,18780,2323,9451,1735,12970,2090,19394,2747,6035,1301,276953,3589
05000US34023,"Middlesex County, NJ",836248,605,34142,2605,36936,2871,19865,2122,20849,2238,31167,3016,13847,1843,679442,4555
05000US34025,"Monmouth County, NJ",637240,671,21585,1792,19373,1844,13408,1657,12871,1656,17805,1968,9643,1321,542555,4201
05000US34027,"Morris County, NJ",502694,357,12320,1423,13252,1799,6001,1244,8903,1282,13772,1816,6710,1298,441736,3081
05000US34029,"Ocean County, NJ",639510,480,24617,2944,41982,3866,19753,2165,24305,3404,34458,4428,18072,2449,476323,5119
05000US34031,"Passaic County, NJ",510404,315,29473,2015,40308,3406,20274,2367,24647,2880,26803,2263,12451,1800,356448,4416
05000US34033,"Salem County, NJ",63702,165,3103,500,5028,840,1708,435,2885,546,2750,554,810,226,47418,1195
05000US34035,"Somerset County, NJ",343350,168,8456,1147,10395,1561,5106,1046,5713,1012,9717,1475,3308,890,300655,2848
05000US34037,"Sussex County, NJ",143936,127,4518,655,3276,623,1887,372,3680,814,3749,708,2440,581,124386,1382
05000US34039,"Union County, NJ",566136,682,23102,1725,27406,2307,17771,2163,22093,2886,28783,2842,14019,1968,432962,4462
05000US34041,"Warren County, NJ",108645,163,4726,783,4101,741,2368,554,2317,568,4234,725,1282,460,89617,1407
05000US35001,"Bernalillo County, NM",665828,525,50679,3269,54485,3423,32160,3412,29215,2159,40614,3016,18301,2190,440374,5621
05000US35003,"Catron County, NM",3649,39,180,93,592,286,303,178,154,97,359,171,33,50,2028,368
05000US35005,"Chaves County, NM",61833,469,6479,1055,7284,1311,3651,859,3882,714,4646,937,3046,746,32845,1649
05000US35006,"Cibola County, NM",25480,134,2206,528,4835,1134,679,227,1183,542,2015,856,983,649,13579,1483
05000US35007,"Colfax County, NM",11709,467,709,228,1276,354,552,185,948,244,925,285,457,310,6842,577
05000US35009,"Curry County, NM",46722,147,4803,1008,4940,855,2486,584,3004,851,2809,673,1248,455,27432,1567
05000US35011,"De Baca County, NM",1566,155,92,63,230,124,25,22,26,28,202,193,43,60,948,273
05000US35013,"Doña Ana County, NM",215850,486,22362,2386,25585,2516,12664,1954,13278,1888,16308,1993,6465,1177,119188,3443
05000US35015,"Eddy County, NM",60415,104,3947,837,3572,935,2374,821,3414,975,2842,721,2358,1156,41908,2184
05000US35017,"Grant County, NM",27000,107,1950,554,3323,671,1529,669,2147,846,1889,452,593,289,15569,990
05000US35019,"Guadalupe County, NM",3925,77,291,190,613,256,203,163,236,166,280,160,11,12,2291,345
05000US35021,"Harding County, NM",748,155,41,26,99,53,51,27,94,70,13,14,7,6,443,117
05000US35023,"Hidalgo County, NM",4015,48,337,133,486,201,236,107,318,151,297,114,166,117,2175,296
05000US35025,"Lea County, NM",70659,353,6771,1165,6407,1414,4077,1229,3450,756,4445,1182,1763,628,43746,1970
05000US35027,"Lincoln County, NM",20002,82,1890,523,1315,518,1047,431,1082,421,1904,624,954,478,11810,838
05000US35028,"Los Alamos County, NM",19266,36,179,115,385,269,761,476,205,150,379,243,170,155,17187,586
05000US35029,"Luna County, NM",24945,100,1994,597,4523,1020,2114,737,2982,877,1829,609,426,263,11077,1218
05000US35031,"McKinley County, NM",70388,193,14639,1577,10478,1152,5889,930,3897,710,5284,834,2570,650,27631,1621
05000US35033,"Mora County, NM",4168,12,149,95,633,332,229,100,238,160,682,397,61,88,2176,363
05000US35035,"Otero County, NM",64676,317,4052,826,8851,1447,4651,1123,3910,882,5480,1206,1355,537,36377,2086
05000US35037,"Quay County, NM",8411,138,1207,386,931,299,429,232,757,350,495,232,211,144,4381,427
05000US35039,"Rio Arriba County, NM",39966,124,3893,988,4140,762,2073,559,2681,701,2655,581,1384,389,23140,1429
05000US35041,"Roosevelt County, NM",17881,126,1854,610,2002,587,791,315,1167,511,1097,447,630,367,10340,972
05000US35043,"Sandoval County, NM",150756,213,7648,1149,7475,1054,5258,1103,4768,1008,8538,1188,3331,775,113738,2284
05000US35045,"San Juan County, NM",119767,142,12740,1125,15039,1704,8098,1303,6869,1353,9839,1469,3432,1101,63750,2492
05000US35047,"San Miguel County, NM",25896,74,2404,602,3285,625,1256,478,1568,637,1742,453,1191,550,14450,922
05000US35049,"Santa Fe County, NM",152885,234,8360,966,10743,1420,6659,1045,6416,947,8799,1225,3840,902,108068,2268
05000US35051,"Sierra County, NM",11270,19,1210,486,1600,406,1070,475,468,179,1153,377,280,188,5489,700
05000US35053,"Socorro County, NM",15543,91,1321,364,3181,830,501,280,851,374,828,429,1054,433,7807,999
05000US35055,"Taos County, NM",34286,27,1827,512,3116,657,2427,684,1658,397,1503,475,1583,586,22172,1161
05000US35057,"Torrance County, NM",15161,92,1291,583,1809,471,1786,545,950,298,568,210,1081,491,7676,758
05000US35059,"Union County, NM",3608,405,345,135,357,175,142,132,305,146,481,242,96,62,1882,332
05000US35061,"Valencia County, NM",75583,191,6505,1147,7436,1495,3829,1170,4114,1110,6142,1117,2239,776,45318,1816
05000US36001,"Albany County, NY",299579,298,21113,1807,17587,1635,9417,1333,6841,861,11955,1426,6202,931,226464,2730
05000US36003,"Allegany County, NY",42233,128,3717,565,3378,401,1720,284,2005,291,2549,294,1410,320,27454,803
05000US36005,"Bronx County, NY",1388414,1862,188999,6197,185139,7386,83139,4748,77734,5121,101883,5811,37079,3294,714441,9822
05000US36007,"Broome County, NY",187291,293,18926,1537,16522,1513,7993,1009,6899,727,10738,1157,5016,788,121197,2203
05000US36009,"Cattaraugus County, NY",74094,129,5673,680,7366,763,3709,739,3562,597,6125,763,2242,485,45417,1162
05000US36011,"Cayuga County, NY",72009,170,5047,739,4867,663,3627,699,3134,559,3758,567,1420,330,50156,1008
05000US36013,"Chautauqua County, NY",121678,364,9322,1036,11381,948,6587,1023,6612,877,8382,964,3775,715,75619,1713
05000US36015,"Chemung County, NY",79307,217,5523,801,6977,998,3148,435,3247,766,5183,840,1865,536,53364,1414
05000US36017,"Chenango County, NY",45875,152,2261,336,3336,456,2279,458,2406,474,3724,594,1466,447,30403,958
05000US36019,"Clinton County, NY",73237,228,5161,706,4936,696,2914,558,3018,778,4937,827,1876,666,50395,1492
05000US36021,"Columbia County, NY",59859,127,2862,580,3956,643,2708,701,1747,475,2822,659,1273,346,44491,1162
05000US36023,"Cortland County, NY",42878,143,2755,578,2739,483,2053,537,1432,290,2733,531,1045,244,30121,824
05000US36025,"Delaware County, NY",42513,54,2946,570,3371,633,2409,587,1931,387,2226,460,1589,465,28041,1062
05000US36027,"Dutchess County, NY",282406,301,12837,1220,10491,1108,9282,1506,6793,1258,10585,1535,4545,839,227873,2724
05000US36029,"Erie County, NY",927075,896,63494,3253,66515,3208,37091,3216,34324,2872,45440,2400,21210,1593,659001,5852
05000US36031,"Essex County, NY",35097,136,1963,372,2180,370,1154,298,1607,362,2096,411,729,263,25368,738
05000US36033,"Franklin County, NY",43424,198,3465,662,3714,529,1534,356,1750,353,2601,540,1636,504,28724,1177
05000US36035,"Fulton County, NY",51814,135,3155,625,4377,885,2766,648,2317,536,3328,635,1864,417,34007,1194
05000US36037,"Genesee County, NY",56881,200,2596,484,3422,630,1974,453,1631,380,3349,578,2056,503,41853,1094
05000US36039,"Greene County, NY",44928,225,2247,423,2698,598,1338,352,2169,504,2778,542,1241,471,32457,978
05000US36041,"Hamilton County, NY",5052,18,256,126,250,94,124,49,326,98,256,74,38,27,3802,187
05000US36043,"Herkimer County, NY",58918,131,3194,517,4632,765,2177,462,2597,429,3199,493,1442,419,41677,1111
05000US36045,"Jefferson County, NY",110709,395,6831,978,8001,990,5525,1014,4528,651,7160,1106,3072,641,75592,1964
05000US36047,"Kings County, NY",2619715,1032,222597,6573,272157,7810,119855,6282,119726,5868,152066,6474,64045,4215,1669269,13356
05000US36049,"Lewis County, NY",26373,46,1638,299,1592,252,973,243,1400,319,1898,337,1188,305,17684,512
05000US36051,"Livingston County, NY",56975,148,3524,635,3082,420,2157,511,2262,419,2980,552,1512,371,41458,1046
05000US36053,"Madison County, NY",62041,100,3139,542,2894,436,2678,488,1901,316,4142,781,2553,661,44734,1151
05000US36055,"Monroe County, NY",729825,458,44554,2818,50743,3034,24580,2086,24243,2130,38444,2987,19653,1747,527608,4449
05000US36057,"Montgomery County, NY",48700,59,3749,808,3414,556,2747,590,2381,420,2828,618,1350,460,32231,1320
05000US36059,"Nassau County, NY",1368576,949,37271,3059,35448,3191,22212,2302,27946,2432,37759,2912,17855,2295,1190085,5963
05000US36061,"New York County, NY",1578789,1091,129876,6915,120180,6182,50855,4481,48354,4568,60341,4311,27177,2907,1142006,9580
05000US36063,"Niagara County, NY",207518,233,13532,1438,13482,1440,6448,965,7991,1113,10944,1055,5342,773,149779,2230
05000US36065,"Oneida County, NY",219280,297,15156,1385,16870,1567,8981,1396,9971,1460,10999,1241,6190,1123,151113,2458
05000US36067,"Onondaga County, NY",451437,844,33571,2316,29313,2295,16711,1497,18561,1682,21255,1493,11021,1415,321005,3530
05000US36069,"Ontario County, NY",108733,277,4991,807,4970,879,4553,817,3120,661,4489,632,2759,540,83851,1343
05000US36071,"Orange County, NY",395402,522,24805,2581,26433,2627,15316,2547,12616,1886,17856,2080,8335,1783,290041,4821
05000US36073,"Orleans County, NY",37943,133,2682,536,2266,480,1494,408,1475,421,3020,560,1157,384,25849,963
05000US36075,"Oswego County, NY",112495,339,8980,1053,9618,1175,4271,651,5126,797,5930,806,3257,635,75313,1975
05000US36077,"Otsego County, NY",54799,93,3673,641,4068,601,2251,439,2550,481,3051,456,1713,482,37493,1192
05000US36079,"Putnam County, NY",96778,188,3521,439,2810,575,1330,427,1583,473,2633,660,991,335,83910,1155
05000US36081,"Queens County, NY",2303679,1227,128071,4628,154124,5429,93672,5257,94910,3915,137352,5812,60622,3679,1634928,9506
05000US36083,"Rensselaer County, NY",154253,302,7642,767,10535,1004,4504,834,4651,956,6325,982,3479,783,117117,1770
05000US36085,"Richmond County, NY",487917,249,26520,2316,26657,2313,16358,2271,16962,2563,20927,2569,10608,1739,369885,4925
05000US36087,"Rockland County, NY",334095,401,23710,2983,28259,2681,12396,1677,12144,2289,15067,2170,7342,1678,235177,3474
05000US36089,"St. Lawrence County, NY",97072,505,7664,1039,9260,1051,4750,830,5177,1030,6132,799,2818,557,61271,1688
05000US36091,"Saratoga County, NY",233461,253,7876,1112,7847,1321,4170,674,6579,1026,9971,1258,4486,1117,192532,2696
05000US36093,"Schenectady County, NY",155459,275,10268,1207,9116,1359,5306,854,4615,1004,7721,1326,3017,577,115416,2014
05000US36095,"Schoharie County, NY",28675,105,1342,263,1764,282,1052,224,1230,288,1933,370,636,237,20718,587
05000US36097,"Schuyler County, NY",17605,52,1173,247,1490,336,775,193,879,253,923,233,587,257,11778,438
05000US36099,"Seneca County, NY",31288,98,1796,314,2371,441,1291,362,1263,275,1838,413,1083,308,21646,760
05000US36101,"Steuben County, NY",91687,184,5920,646,6617,856,4359,546,4342,567,5952,639,2451,433,62046,1218
05000US36103,"Suffolk County, NY",1498692,1293,50756,2570,44787,2939,30903,2997,30718,2650,47529,3513,23022,3022,1270977,6586
05000US36105,"Sullivan County, NY",76020,252,6036,1245,5511,1056,3316,905,2440,534,5810,923,2259,634,50648,1598
