jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,F,25-34,2,2020,monthly,ED,16102938,1976,997,NA,578,157,48,NA,127,12.3,6.2,NA,3.6,1,0.3,NA,0.8
US,F,25-34,3,2020,monthly,ED,16102938,2168,1219,NA,718,186,54,NA,126,13.5,7.6,NA,4.5,1.2,0.3,NA,0.8
US,F,25-34,4,2020,monthly,ED,16102938,2002,1132,NA,611,178,61,NA,131,12.4,7,NA,3.8,1.1,0.4,NA,0.8
US,F,25-34,5,2020,monthly,ED,16102938,2380,1286,NA,722,203,71,NA,150,14.8,8,NA,4.5,1.3,0.4,NA,0.9
US,F,25-34,6,2020,monthly,ED,16102938,2376,1299,NA,723,165,47,NA,151,14.8,8.1,NA,4.5,1,0.3,NA,0.9
US,F,25-34,7,2020,monthly,ED,16102938,2321,1248,NA,645,197,53,NA,154,14.4,7.8,NA,4,1.2,0.3,NA,1
US,F,25-34,8,2020,monthly,ED,16102938,2379,1266,NA,650,194,56,NA,128,14.8,7.9,NA,4,1.2,0.3,NA,0.8
US,F,25-34,9,2020,monthly,ED,16102938,2249,1156,NA,605,197,54,NA,148,14,7.2,NA,3.8,1.2,0.3,NA,0.9
US,F,25-34,10,2020,monthly,ED,16102938,2095,1103,95,543,153,43,NA,123,13,6.8,0.6,3.4,1,0.3,NA,0.8
US,F,25-34,11,2020,monthly,ED,16102938,1963,1031,88,538,170,57,NA,124,12.2,6.4,0.5,3.3,1.1,0.4,NA,0.8
US,F,25-34,12,2020,monthly,ED,16102938,1959,1063,125,528,137,37,NA,124,12.2,6.6,0.8,3.3,0.9,0.2,NA,0.8
US,F,25-34,all,2020,annual,ED,16102938,25907,13853,NA,7466,2105,638,NA,1600,160.9,86,NA,46.4,13.1,4,NA,9.9
US,F,35-54,1,2020,monthly,ED,29920809,2504,1089,NA,576,175,66,NA,182,8.4,3.6,NA,1.9,0.6,0.2,NA,0.6
US,F,35-54,2,2020,monthly,ED,29920809,2471,1096,NA,561,150,53,NA,179,8.3,3.7,NA,1.9,0.5,0.2,NA,0.6
US,F,35-54,3,2020,monthly,ED,29920809,2493,1165,NA,586,167,66,NA,179,8.3,3.9,NA,2,0.6,0.2,NA,0.6
US,F,35-54,4,2020,monthly,ED,29920809,2368,1242,NA,633,149,47,NA,142,7.9,4.2,NA,2.1,0.5,0.2,NA,0.5
US,F,35-54,5,2020,monthly,ED,29920809,3034,1577,NA,776,198,77,NA,209,10.1,5.3,NA,2.6,0.7,0.3,NA,0.7
US,F,35-54,6,2020,monthly,ED,29920809,2890,1455,NA,677,182,84,NA,201,9.7,4.9,NA,2.3,0.6,0.3,NA,0.7
US,F,35-54,7,2020,monthly,ED,29920809,3015,1512,NA,719,200,63,NA,214,10.1,5.1,NA,2.4,0.7,0.2,NA,0.7
US,F,35-54,8,2020,monthly,ED,29920809,3039,1444,NA,702,183,65,NA,209,10.2,4.8,NA,2.3,0.6,0.2,NA,0.7
US,F,35-54,9,2020,monthly,ED,29920809,2807,1360,NA,613,193,60,NA,203,9.4,4.5,NA,2,0.6,0.2,NA,0.7
US,F,35-54,10,2020,monthly,ED,29920809,2735,1287,92,557,185,59,NA,182,9.1,4.3,0.3,1.9,0.6,0.2,NA,0.6
US,F,35-54,11,2020,monthly,ED,29920809,2515,1119,69,511,173,60,NA,176,8.4,3.7,0.2,1.7,0.6,0.2,NA,0.6
US,F,35-54,12,2020,monthly,ED,29920809,2435,1161,85,483,171,60,NA,149,8.1,3.9,0.3,1.6,0.6,0.2,NA,0.5
US,F,35-54,all,2020,annual,ED,29920809,32306,15507,NA,7394,2126,760,NA,2225,108,51.8,NA,24.7,7.1,2.5,NA,7.4
US,F,55+,1,2020,monthly,ED,36449684,2171,634,NA,174,49,21,NA,174,6,1.7,NA,0.5,0.1,0.1,NA,0.5
US,F,55+,2,2020,monthly,ED,36449684,2071,574,NA,168,45,22,NA,143,5.7,1.6,NA,0.5,0.1,0.1,NA,0.4
US,F,55+,3,2020,monthly,ED,36449684,1885,584,NA,188,54,31,NA,125,5.2,1.6,NA,0.5,0.1,0.1,NA,0.3
US,F,55+,4,2020,monthly,ED,36449684,1362,477,NA,145,28,15,NA,107,3.7,1.3,NA,0.4,0.1,suppressed,NA,0.3
US,F,55+,5,2020,monthly,ED,36449684,1899,659,NA,218,61,33,NA,152,5.2,1.8,NA,0.6,0.2,0.1,NA,0.4
US,F,55+,6,2020,monthly,ED,36449684,1994,671,NA,194,39,14,NA,167,5.5,1.8,NA,0.5,0.1,suppressed,NA,0.5
US,F,55+,7,2020,monthly,ED,36449684,2122,766,NA,257,42,22,NA,141,5.8,2.1,NA,0.7,0.1,0.1,NA,0.4
US,F,55+,8,2020,monthly,ED,36449684,2087,692,NA,205,51,31,NA,154,5.7,1.9,NA,0.6,0.1,0.1,NA,0.4
US,F,55+,9,2020,monthly,ED,36449684,2069,703,NA,215,36,17,NA,152,5.7,1.9,NA,0.6,0.1,suppressed,NA,0.4
US,F,55+,10,2020,monthly,ED,36449684,2027,657,24,180,47,26,NA,146,5.6,1.8,0.1,0.5,0.1,0.1,NA,0.4
US,F,55+,11,2020,monthly,ED,36449684,1929,624,23,150,39,16,NA,123,5.3,1.7,0.1,0.4,0.1,suppressed,NA,0.3
US,F,55+,12,2020,monthly,ED,36449684,1913,633,21,156,43,18,NA,153,5.2,1.7,0.1,0.4,0.1,suppressed,NA,0.4
US,F,55+,all,2020,annual,ED,36449684,23529,7674,NA,2250,534,266,NA,1737,64.6,21.1,NA,6.2,1.5,0.7,NA,4.8
US,M,0-14,1,2020,monthly,ED,22361571,1675,49,NA,0,74,0,NA,66,7.5,0.2,NA,0,0.3,0,NA,0.3
US,M,0-14,2,2020,monthly,ED,22361571,1632,49,NA,suppressed,79,suppressed,NA,53,7.3,0.2,NA,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,3,2020,monthly,ED,22361571,1383,34,NA,suppressed,59,suppressed,NA,54,6.2,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,4,2020,monthly,ED,22361571,957,37,NA,suppressed,57,0,NA,31,4.3,0.2,NA,suppressed,0.3,0,NA,0.1
US,M,0-14,5,2020,monthly,ED,22361571,1200,48,NA,suppressed,75,0,NA,33,5.4,0.2,NA,suppressed,0.3,0,NA,0.1
US,M,0-14,6,2020,monthly,ED,22361571,1269,58,NA,suppressed,72,suppressed,NA,33,5.7,0.3,NA,suppressed,0.3,suppressed,NA,0.1
US,M,0-14,7,2020,monthly,ED,22361571,1386,38,NA,suppressed,64,suppressed,NA,48,6.2,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,8,2020,monthly,ED,22361571,1416,56,NA,suppressed,61,suppressed,NA,53,6.3,0.3,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,9,2020,monthly,ED,22361571,1344,52,NA,0,77,suppressed,NA,38,6,0.2,NA,0,0.3,suppressed,NA,0.2
US,M,0-14,10,2020,monthly,ED,22361571,1451,56,suppressed,suppressed,87,suppressed,NA,34,6.5,0.3,suppressed,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,11,2020,monthly,ED,22361571,1368,52,suppressed,0,78,suppressed,NA,37,6.1,0.2,suppressed,0,0.3,suppressed,NA,0.2
US,M,0-14,12,2020,monthly,ED,22361571,1293,59,suppressed,0,63,suppressed,NA,49,5.8,0.3,suppressed,0,0.3,suppressed,NA,0.2
US,M,0-14,all,2020,annual,ED,22361571,16374,588,NA,14,846,18,NA,529,73.2,2.6,NA,suppressed,3.8,suppressed,NA,2.4
US,M,15-24,1,2020,monthly,ED,15585053,2066,749,NA,279,168,34,NA,225,13.3,4.8,NA,1.8,1.1,0.2,NA,1.4
US,M,15-24,2,2020,monthly,ED,15585053,2080,767,NA,270,153,24,NA,227,13.3,4.9,NA,1.7,1,0.2,NA,1.5
US,M,15-24,3,2020,monthly,ED,15585053,2065,818,NA,291,142,34,NA,243,13.2,5.2,NA,1.9,0.9,0.2,NA,1.6
US,M,15-24,4,2020,monthly,ED,15585053,1873,832,NA,293,152,36,NA,197,12,5.3,NA,1.9,1,0.2,NA,1.3
US,M,15-24,5,2020,monthly,ED,15585053,2348,1015,NA,351,142,41,NA,275,15.1,6.5,NA,2.3,0.9,0.3,NA,1.8
US,M,15-24,6,2020,monthly,ED,15585053,2303,966,NA,321,153,47,NA,226,14.8,6.2,NA,2.1,1,0.3,NA,1.5
US,M,15-24,7,2020,monthly,ED,15585053,2347,1025,NA,326,137,26,NA,243,15.1,6.6,NA,2.1,0.9,0.2,NA,1.6
US,M,15-24,8,2020,monthly,ED,15585053,2367,977,NA,268,158,32,NA,248,15.2,6.3,NA,1.7,1,0.2,NA,1.6
US,M,15-24,9,2020,monthly,ED,15585053,2300,982,NA,263,154,36,NA,234,14.8,6.3,NA,1.7,1,0.2,NA,1.5
US,M,15-24,10,2020,monthly,ED,15585053,2168,904,108,259,156,26,NA,198,13.9,5.8,0.7,1.7,1,0.2,NA,1.3
US,M,15-24,11,2020,monthly,ED,15585053,2059,827,103,222,147,39,NA,227,13.2,5.3,0.7,1.4,0.9,0.3,NA,1.5
US,M,15-24,12,2020,monthly,ED,15585053,1990,882,135,235,121,27,NA,218,12.8,5.7,0.9,1.5,0.8,0.2,NA,1.4
US,M,15-24,all,2020,annual,ED,15585053,25966,10744,NA,3378,1783,402,NA,2761,166.6,68.9,NA,21.7,11.4,2.6,NA,17.7
US,M,25-34,1,2020,monthly,ED,16558493,3332,2068,NA,1193,278,100,NA,163,20.1,12.5,NA,7.2,1.7,0.6,NA,1
US,M,25-34,2,2020,monthly,ED,16558493,3473,2197,NA,1274,299,91,NA,177,21,13.3,NA,7.7,1.8,0.5,NA,1.1
US,M,25-34,3,2020,monthly,ED,16558493,3680,2406,NA,1394,305,102,NA,172,22.2,14.5,NA,8.4,1.8,0.6,NA,1
US,M,25-34,4,2020,monthly,ED,16558493,3547,2380,NA,1321,296,101,NA,175,21.4,14.4,NA,8,1.8,0.6,NA,1.1
US,M,25-34,5,2020,monthly,ED,16558493,4382,2833,NA,1480,363,121,NA,202,26.5,17.1,NA,8.9,2.2,0.7,NA,1.2
US,M,25-34,6,2020,monthly,ED,16558493,4206,2713,NA,1372,317,95,NA,201,25.4,16.4,NA,8.3,1.9,0.6,NA,1.2
US,M,25-34,7,2020,monthly,ED,16558493,4362,2792,NA,1442,336,90,NA,232,26.3,16.9,NA,8.7,2,0.5,NA,1.4
US,M,25-34,8,2020,monthly,ED,16558493,4238,2742,NA,1326,312,95,NA,227,25.6,16.6,NA,8,1.9,0.6,NA,1.4
US,M,25-34,9,2020,monthly,ED,16558493,3891,2486,NA,1258,300,82,NA,184,23.5,15,NA,7.6,1.8,0.5,NA,1.1
US,M,25-34,10,2020,monthly,ED,16558493,3769,2335,214,1139,296,69,NA,216,22.8,14.1,1.3,6.9,1.8,0.4,NA,1.3
US,M,25-34,11,2020,monthly,ED,16558493,3623,2300,258,1119,278,83,NA,181,21.9,13.9,1.6,6.8,1.7,0.5,NA,1.1
US,M,25-34,12,2020,monthly,ED,16558493,3576,2274,270,1067,241,62,NA,197,21.6,13.7,1.6,6.4,1.5,0.4,NA,1.2
US,M,25-34,all,2020,annual,ED,16558493,46079,29526,NA,15385,3621,1091,NA,2327,278.3,178.3,NA,92.9,21.9,6.6,NA,14.1
US,M,35-54,1,2020,monthly,ED,30112141,3771,2258,NA,1252,304,115,NA,166,12.5,7.5,NA,4.2,1,0.4,NA,0.6
US,M,35-54,2,2020,monthly,ED,30112141,3794,2310,NA,1331,283,115,NA,168,12.6,7.7,NA,4.4,0.9,0.4,NA,0.6
US,M,35-54,3,2020,monthly,ED,30112141,4034,2552,NA,1465,334,160,NA,163,13.4,8.5,NA,4.9,1.1,0.5,NA,0.5
US,M,35-54,4,2020,monthly,ED,30112141,3806,2509,NA,1402,266,109,NA,156,12.6,8.3,NA,4.7,0.9,0.4,NA,0.5
US,M,35-54,5,2020,monthly,ED,30112141,4822,3195,NA,1721,329,140,NA,220,16,10.6,NA,5.7,1.1,0.5,NA,0.7
US,M,35-54,6,2020,monthly,ED,30112141,4700,3047,NA,1617,325,123,NA,199,15.6,10.1,NA,5.4,1.1,0.4,NA,0.7
US,M,35-54,7,2020,monthly,ED,30112141,4937,3203,NA,1763,374,119,NA,225,16.4,10.6,NA,5.9,1.2,0.4,NA,0.7
US,M,35-54,8,2020,monthly,ED,30112141,4839,3018,NA,1596,366,126,NA,179,16.1,10,NA,5.3,1.2,0.4,NA,0.6
US,M,35-54,9,2020,monthly,ED,30112141,4360,2777,NA,1444,320,101,NA,191,14.5,9.2,NA,4.8,1.1,0.3,NA,0.6
US,M,35-54,10,2020,monthly,ED,30112141,4115,2535,199,1272,303,115,NA,166,13.7,8.4,0.7,4.2,1,0.4,NA,0.6
US,M,35-54,11,2020,monthly,ED,30112141,3904,2340,201,1150,289,105,NA,176,13,7.8,0.7,3.8,1,0.3,NA,0.6
US,M,35-54,12,2020,monthly,ED,30112141,3981,2438,212,1157,262,102,NA,148,13.2,8.1,0.7,3.8,0.9,0.3,NA,0.5
US,M,35-54,all,2020,annual,ED,30112141,51063,32182,NA,17170,3755,1430,NA,2157,169.6,106.9,NA,57,12.5,4.7,NA,7.2
US,M,55+,1,2020,monthly,ED,31997995,2497,1126,NA,599,92,57,NA,90,7.8,3.5,NA,1.9,0.3,0.2,NA,0.3
US,M,55+,2,2020,monthly,ED,31997995,2423,1152,NA,601,87,39,NA,126,7.6,3.6,NA,1.9,0.3,0.1,NA,0.4
US,M,55+,3,2020,monthly,ED,31997995,2318,1204,NA,625,77,46,NA,95,7.2,3.8,NA,2,0.2,0.1,NA,0.3
US,M,55+,4,2020,monthly,ED,31997995,1981,1100,NA,562,86,56,NA,81,6.2,3.4,NA,1.8,0.3,0.2,NA,0.3
US,M,55+,5,2020,monthly,ED,31997995,2537,1438,NA,785,95,61,NA,101,7.9,4.5,NA,2.5,0.3,0.2,NA,0.3
US,M,55+,6,2020,monthly,ED,31997995,2676,1480,NA,770,90,48,NA,105,8.4,4.6,NA,2.4,0.3,0.2,NA,0.3
US,M,55+,7,2020,monthly,ED,31997995,2784,1541,NA,816,94,63,NA,109,8.7,4.8,NA,2.6,0.3,0.2,NA,0.3
US,M,55+,8,2020,monthly,ED,31997995,2752,1473,NA,793,114,77,NA,106,8.6,4.6,NA,2.5,0.4,0.2,NA,0.3
US,M,55+,9,2020,monthly,ED,31997995,2602,1407,NA,768,92,57,NA,100,8.1,4.4,NA,2.4,0.3,0.2,NA,0.3
US,M,55+,10,2020,monthly,ED,31997995,2432,1234,61,604,86,41,NA,110,7.6,3.9,0.2,1.9,0.3,0.1,NA,0.3
US,M,55+,11,2020,monthly,ED,31997995,2246,1120,42,551,79,40,NA,122,7,3.5,0.1,1.7,0.2,0.1,NA,0.4
US,M,55+,12,2020,monthly,ED,31997995,2260,1122,65,541,107,62,NA,104,7.1,3.5,0.2,1.7,0.3,0.2,NA,0.3
US,M,55+,all,2020,annual,ED,31997995,29508,15397,NA,8015,1099,647,NA,1249,92.2,48.1,NA,25,3.4,2,NA,3.9
US,F,0-14,1,2021,monthly,ED,21471495,1420,51,suppressed,0,46,suppressed,NA,38,6.6,0.2,suppressed,0,0.2,suppressed,NA,0.2
US,F,0-14,2,2021,monthly,ED,21471495,1444,56,suppressed,suppressed,61,suppressed,NA,29,6.7,0.3,suppressed,suppressed,0.3,suppressed,NA,0.1
US,F,0-14,3,2021,monthly,ED,21471495,1794,46,suppressed,0,81,suppressed,NA,39,8.4,0.2,suppressed,0,0.4,suppressed,NA,0.2
US,F,0-14,4,2021,monthly,ED,21471495,1676,35,suppressed,suppressed,73,suppressed,NA,48,7.8,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,5,2021,monthly,ED,21471495,1746,41,suppressed,0,65,suppressed,NA,37,8.1,0.2,suppressed,0,0.3,suppressed,NA,0.2
US,F,0-14,6,2021,monthly,ED,21471495,1613,39,suppressed,0,47,suppressed,NA,34,7.5,0.2,suppressed,0,0.2,suppressed,NA,0.2
US,F,0-14,7,2021,monthly,ED,21471495,1555,51,suppressed,suppressed,60,0,NA,22,7.2,0.2,suppressed,suppressed,0.3,0,NA,0.1
US,F,0-14,8,2021,monthly,ED,21471495,1652,47,suppressed,0,74,suppressed,NA,34,7.7,0.2,suppressed,0,0.3,suppressed,NA,0.2
US,F,0-14,9,2021,monthly,ED,21471495,1583,61,suppressed,suppressed,62,suppressed,NA,35,7.4,0.3,suppressed,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,10,2021,monthly,ED,21471495,1716,53,suppressed,0,64,0,NA,40,8,0.2,suppressed,0,0.3,0,NA,0.2
US,F,0-14,11,2021,monthly,ED,21471495,1690,56,suppressed,suppressed,51,suppressed,NA,18,7.9,0.3,suppressed,suppressed,0.2,suppressed,NA,suppressed
US,F,0-14,12,2021,monthly,ED,21471495,1565,47,suppressed,suppressed,54,suppressed,NA,28,7.3,0.2,suppressed,suppressed,0.3,suppressed,NA,0.1
US,F,0-14,all,2021,annual,ED,21471495,19454,583,41,suppressed,738,26,NA,402,90.6,2.7,0.2,suppressed,3.4,0.1,NA,1.9
US,F,15-24,1,2021,monthly,ED,15210647,1708,529,62,145,89,20,NA,144,11.2,3.5,0.4,1,0.6,0.1,NA,0.9
US,F,15-24,2,2021,monthly,ED,15210647,1554,417,52,123,89,21,NA,117,10.2,2.7,0.3,0.8,0.6,0.1,NA,0.8
US,F,15-24,3,2021,monthly,ED,15210647,2196,660,89,159,140,33,NA,189,14.4,4.3,0.6,1,0.9,0.2,NA,1.2
US,F,15-24,4,2021,monthly,ED,15210647,2025,560,87,145,140,35,NA,145,13.3,3.7,0.6,1,0.9,0.2,NA,1
US,F,15-24,5,2021,monthly,ED,15210647,1989,598,94,140,135,37,NA,143,13.1,3.9,0.6,0.9,0.9,0.2,NA,0.9
US,F,15-24,6,2021,monthly,ED,15210647,1794,600,95,176,89,22,NA,133,11.8,3.9,0.6,1.2,0.6,0.1,NA,0.9
US,F,15-24,7,2021,monthly,ED,15210647,1836,589,73,151,106,23,NA,111,12.1,3.9,0.5,1,0.7,0.2,NA,0.7
US,F,15-24,8,2021,monthly,ED,15210647,1823,574,81,145,100,24,NA,105,12,3.8,0.5,1,0.7,0.2,NA,0.7
US,F,15-24,9,2021,monthly,ED,15210647,1819,526,102,126,94,20,NA,104,12,3.5,0.7,0.8,0.6,0.1,NA,0.7
US,F,15-24,10,2021,monthly,ED,15210647,1823,468,77,105,110,23,NA,108,12,3.1,0.5,0.7,0.7,0.2,NA,0.7
US,F,15-24,11,2021,monthly,ED,15210647,1820,456,90,79,88,26,NA,114,12,3,0.6,0.5,0.6,0.2,NA,0.7
US,F,15-24,12,2021,monthly,ED,15210647,1689,492,91,102,84,20,NA,90,11.1,3.2,0.6,0.7,0.6,0.1,NA,0.6
US,F,15-24,all,2021,annual,ED,15210647,22076,6469,993,1596,1264,304,NA,1503,145.1,42.5,6.5,10.5,8.3,2,NA,9.9
US,F,25-34,1,2021,monthly,ED,16295885,2054,1132,120,510,153,36,NA,144,12.6,6.9,0.7,3.1,0.9,0.2,NA,0.9
US,F,25-34,2,2021,monthly,ED,16295885,1920,990,117,464,152,37,NA,138,11.8,6.1,0.7,2.8,0.9,0.2,NA,0.8
US,F,25-34,3,2021,monthly,ED,16295885,2685,1404,164,594,211,54,NA,206,16.5,8.6,1,3.6,1.3,0.3,NA,1.3
US,F,25-34,4,2021,monthly,ED,16295885,2494,1325,160,590,204,61,NA,162,15.3,8.1,1,3.6,1.3,0.4,NA,1
US,F,25-34,5,2021,monthly,ED,16295885,2523,1297,146,533,217,75,NA,175,15.5,8,0.9,3.3,1.3,0.5,NA,1.1
US,F,25-34,6,2021,monthly,ED,16295885,2469,1331,172,563,202,70,NA,109,15.2,8.2,1.1,3.5,1.2,0.4,NA,0.7
US,F,25-34,7,2021,monthly,ED,16295885,2460,1304,162,535,192,55,NA,144,15.1,8,1,3.3,1.2,0.3,NA,0.9
US,F,25-34,8,2021,monthly,ED,16295885,2358,1262,176,520,204,62,NA,148,14.5,7.7,1.1,3.2,1.3,0.4,NA,0.9
US,F,25-34,9,2021,monthly,ED,16295885,2290,1266,184,460,153,52,NA,113,14.1,7.8,1.1,2.8,0.9,0.3,NA,0.7
US,F,25-34,10,2021,monthly,ED,16295885,2269,1208,200,479,152,41,NA,120,13.9,7.4,1.2,2.9,0.9,0.3,NA,0.7
US,F,25-34,11,2021,monthly,ED,16295885,2049,1092,154,400,160,59,NA,103,12.6,6.7,0.9,2.5,1,0.4,NA,0.6
US,F,25-34,12,2021,monthly,ED,16295885,2094,1149,188,416,151,59,NA,115,12.8,7.1,1.2,2.6,0.9,0.4,NA,0.7
US,F,25-34,all,2021,annual,ED,16295885,27665,14760,1943,6064,2151,661,NA,1677,169.8,90.6,11.9,37.2,13.2,4.1,NA,10.3
US,F,35-54,1,2021,monthly,ED,30433173,2563,1203,101,536,183,59,NA,159,8.4,4,0.3,1.8,0.6,0.2,NA,0.5
US,F,35-54,2,2021,monthly,ED,30433173,2435,1122,74,476,168,57,NA,181,8,3.7,0.2,1.6,0.6,0.2,NA,0.6
US,F,35-54,3,2021,monthly,ED,30433173,3425,1630,135,613,248,70,NA,255,11.3,5.4,0.4,2,0.8,0.2,NA,0.8
US,F,35-54,4,2021,monthly,ED,30433173,3112,1540,127,576,217,88,NA,213,10.2,5.1,0.4,1.9,0.7,0.3,NA,0.7
US,F,35-54,5,2021,monthly,ED,30433173,3188,1517,123,581,232,89,NA,203,10.5,5,0.4,1.9,0.8,0.3,NA,0.7
US,F,35-54,6,2021,monthly,ED,30433173,3343,1644,138,694,239,89,NA,174,11,5.4,0.5,2.3,0.8,0.3,NA,0.6
US,F,35-54,7,2021,monthly,ED,30433173,3372,1677,142,692,219,74,NA,215,11.1,5.5,0.5,2.3,0.7,0.2,NA,0.7
US,F,35-54,8,2021,monthly,ED,30433173,3202,1616,145,597,197,82,NA,183,10.5,5.3,0.5,2,0.6,0.3,NA,0.6
US,F,35-54,9,2021,monthly,ED,30433173,3139,1563,164,567,187,60,NA,196,10.3,5.1,0.5,1.9,0.6,0.2,NA,0.6
US,F,35-54,10,2021,monthly,ED,30433173,3058,1544,148,586,196,74,NA,174,10,5.1,0.5,1.9,0.6,0.2,NA,0.6
US,F,35-54,11,2021,monthly,ED,30433173,2703,1288,150,439,172,76,NA,141,8.9,4.2,0.5,1.4,0.6,0.2,NA,0.5
US,F,35-54,12,2021,monthly,ED,30433173,2957,1558,182,543,192,75,NA,150,9.7,5.1,0.6,1.8,0.6,0.2,NA,0.5
US,F,35-54,all,2021,annual,ED,30433173,36497,17902,1629,6900,2450,893,NA,2244,119.9,58.8,5.4,22.7,8.1,2.9,NA,7.4
US,F,55+,1,2021,monthly,ED,37513338,1861,598,24,147,52,28,NA,124,5,1.6,0.1,0.4,0.1,0.1,NA,0.3
US,F,55+,2,2021,monthly,ED,37513338,1788,548,26,126,30,13,NA,109,4.8,1.5,0.1,0.3,0.1,suppressed,NA,0.3
US,F,55+,3,2021,monthly,ED,37513338,2275,695,26,177,69,40,NA,146,6.1,1.9,0.1,0.5,0.2,0.1,NA,0.4
US,F,55+,4,2021,monthly,ED,37513338,2275,758,39,182,51,30,NA,148,6.1,2,0.1,0.5,0.1,0.1,NA,0.4
US,F,55+,5,2021,monthly,ED,37513338,2360,752,41,199,65,31,NA,151,6.3,2,0.1,0.5,0.2,0.1,NA,0.4
US,F,55+,6,2021,monthly,ED,37513338,2361,780,33,214,69,32,NA,144,6.3,2.1,0.1,0.6,0.2,0.1,NA,0.4
US,F,55+,7,2021,monthly,ED,37513338,2474,863,26,248,51,26,NA,160,6.6,2.3,0.1,0.7,0.1,0.1,NA,0.4
US,F,55+,8,2021,monthly,ED,37513338,2368,818,39,215,51,28,NA,136,6.3,2.2,0.1,0.6,0.1,0.1,NA,0.4
US,F,55+,9,2021,monthly,ED,37513338,2270,832,50,224,48,24,NA,149,6.1,2.2,0.1,0.6,0.1,0.1,NA,0.4
US,F,55+,10,2021,monthly,ED,37513338,2317,813,44,242,46,24,NA,139,6.2,2.2,0.1,0.6,0.1,0.1,NA,0.4
US,F,55+,11,2021,monthly,ED,37513338,2027,676,25,183,49,21,NA,126,5.4,1.8,0.1,0.5,0.1,0.1,NA,0.3
US,F,55+,12,2021,monthly,ED,37513338,2201,767,46,202,47,27,NA,143,5.9,2,0.1,0.5,0.1,0.1,NA,0.4
US,F,55+,all,2021,annual,ED,37513338,26577,8900,419,2359,628,324,NA,1675,70.8,23.7,1.1,6.3,1.7,0.9,NA,4.5
US,M,0-14,1,2021,monthly,ED,22488680,1404,45,suppressed,suppressed,75,suppressed,NA,42,6.2,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,2,2021,monthly,ED,22488680,1366,60,suppressed,suppressed,61,suppressed,NA,33,6.1,0.3,suppressed,suppressed,0.3,suppressed,NA,0.1
US,M,0-14,3,2021,monthly,ED,22488680,1777,49,0,suppressed,83,suppressed,NA,52,7.9,0.2,0,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,4,2021,monthly,ED,22488680,1698,54,suppressed,suppressed,68,suppressed,NA,45,7.6,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,5,2021,monthly,ED,22488680,1762,62,suppressed,0,103,suppressed,NA,38,7.8,0.3,suppressed,0,0.5,suppressed,NA,0.2
US,M,0-14,6,2021,monthly,ED,22488680,1621,56,suppressed,suppressed,67,suppressed,NA,38,7.2,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,7,2021,monthly,ED,22488680,1710,56,suppressed,0,73,suppressed,NA,39,7.6,0.2,suppressed,0,0.3,suppressed,NA,0.2
US,M,0-14,8,2021,monthly,ED,22488680,1626,43,suppressed,suppressed,79,suppressed,NA,41,7.2,0.2,suppressed,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,9,2021,monthly,ED,22488680,1488,50,suppressed,0,62,suppressed,NA,25,6.6,0.2,suppressed,0,0.3,suppressed,NA,0.1
US,M,0-14,10,2021,monthly,ED,22488680,1629,43,suppressed,suppressed,80,suppressed,NA,44,7.2,0.2,suppressed,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,11,2021,monthly,ED,22488680,1690,49,suppressed,0,55,suppressed,NA,41,7.5,0.2,suppressed,0,0.2,suppressed,NA,0.2
US,M,0-14,12,2021,monthly,ED,22488680,1597,39,suppressed,suppressed,71,suppressed,NA,31,7.1,0.2,suppressed,suppressed,0.3,suppressed,NA,0.1
US,M,0-14,all,2021,annual,ED,22488680,19368,606,43,13,877,25,NA,469,86.1,2.7,0.2,suppressed,3.9,0.1,NA,2.1
US,M,15-24,1,2021,monthly,ED,15886738,2096,856,123,253,147,29,NA,226,13.2,5.4,0.8,1.6,0.9,0.2,NA,1.4
US,M,15-24,2,2021,monthly,ED,15886738,1991,819,123,192,127,27,NA,214,12.5,5.2,0.8,1.2,0.8,0.2,NA,1.3
US,M,15-24,3,2021,monthly,ED,15886738,2749,1207,231,270,197,46,NA,313,17.3,7.6,1.5,1.7,1.2,0.3,NA,2
US,M,15-24,4,2021,monthly,ED,15886738,2509,1055,166,214,176,42,NA,270,15.8,6.6,1,1.3,1.1,0.3,NA,1.7
US,M,15-24,5,2021,monthly,ED,15886738,2457,1008,160,199,182,61,NA,226,15.5,6.3,1,1.3,1.1,0.4,NA,1.4
