geoid,year,month,rate_time,jurisdiction_count,sex,age_range,drug_rate,opioid_rate,fentanyl_rate,heroin_rate,stimulant_rate,cocaine_rate,methamphetamine_rate,benzodiazepine_rate
US,2019,12,Annual,40,Total,Total,65.2,18.9,0.2,7.3,3.9,1.6,1.3,2.0
US,2019,12,Annual,40,Total,0 to 14,30.3,0.8,0.0,0.0,0.8,0.0,0.0,0.5
US,2019,12,Annual,40,Total,65+,30.5,8.6,0.1,1.1,0.5,0.3,0.1,1.2
US,2019,12,Annual,40,Total,15 to 24,86.7,13.8,0.3,5.9,4.5,1.4,1.4,2.7
US,2019,12,Annual,40,Total,55 to 64,62.0,22.7,0.2,6.5,3.3,2.2,0.6,2.5
US,2019,12,Annual,40,Total,25 to 34,103.7,37.7,0.5,18.4,8.0,2.8,3.2,2.7
US,2019,12,Annual,40,Total,45 to 54,74.5,25.1,0.2,9.1,5.1,2.8,1.5,2.5
US,2019,12,Annual,40,Total,35 to 44,93.0,31.7,0.3,13.7,7.2,2.8,2.8,2.8
US,2019,12,Annual,40,M,Total,79.8,27.0,0.3,11.3,5.9,2.5,2.0,2.1
US,2019,12,Annual,40,F,Total,53.3,12.4,0.1,4.0,2.2,0.9,0.7,2.0
US,2019,12,Annual,40,M,45 to 54,91.1,35.0,0.4,14.3,7.8,4.3,2.4,2.1
US,2019,12,Annual,40,F,55 to 64,53.6,16.8,0.1,3.0,1.8,1.1,0.3,3.1
US,2019,12,Annual,40,F,65+,29.1,7.4,0.1,0.4,0.2,0.1,0.0,1.5
US,2019,12,Annual,40,F,25 to 34,66.0,20.5,0.2,9.7,4.2,1.5,1.7,2.1
US,2019,12,Annual,40,F,35 to 44,66.2,18.7,0.2,7.5,4.0,1.5,1.5,2.7
US,2019,12,Annual,40,F,15 to 24,74.9,8.6,0.1,3.9,2.7,0.8,0.8,1.7
US,2019,12,Annual,40,M,55 to 64,70.9,29.0,0.3,10.1,4.9,3.4,1.0,1.9
US,2019,12,Annual,40,M,25 to 34,160.6,63.6,0.8,31.6,13.7,4.8,5.6,3.6
US,2019,12,Annual,40,F,45 to 54,60.3,16.6,0.1,4.7,2.8,1.5,0.8,2.9
US,2019,12,Annual,40,M,15 to 24,105.7,22.2,0.5,9.1,7.4,2.5,2.3,4.3
US,2019,12,Annual,40,F,0 to 14,35.2,0.8,*,0.0,0.7,0.0,0.1,0.6
US,2019,12,Annual,40,M,0 to 14,25.9,0.8,*,0.0,0.9,0.0,0.0,0.5
US,2019,12,Annual,40,M,65+,32.2,10.3,0.1,2.0,0.8,0.6,0.1,1.0
US,2019,12,Annual,40,M,35 to 44,128.0,48.6,0.5,21.8,11.4,4.5,4.6,2.9
US,2020,1,Annual,40,Total,Total,65.6,19.2,0.2,7.3,3.9,1.6,1.3,2.0
US,2020,1,Annual,40,Total,35 to 44,94.1,32.4,0.3,13.9,7.3,2.8,2.9,2.8
US,2020,1,Annual,40,Total,55 to 64,62.6,23.2,0.2,6.7,3.3,2.2,0.7,2.5
US,2020,1,Annual,40,Total,25 to 34,104.3,38.1,0.5,18.3,8.0,2.8,3.2,2.7
US,2020,1,Annual,40,Total,65+,30.7,8.8,0.1,1.2,0.5,0.3,0.1,1.3
US,2020,1,Annual,40,Total,45 to 54,75.2,25.7,0.2,9.3,5.2,2.8,1.6,2.5
US,2020,1,Annual,40,Total,0 to 14,30.2,0.8,0.0,0.0,0.8,0.0,0.0,0.5
US,2020,1,Annual,40,Total,15 to 24,87.1,13.9,0.3,5.8,4.5,1.4,1.4,2.8
US,2020,1,Annual,40,F,Total,53.5,12.5,0.1,4.0,2.3,0.9,0.7,2.0
US,2020,1,Annual,40,M,Total,80.5,27.5,0.3,11.4,5.9,2.5,2.0,2.1
US,2020,1,Annual,40,F,0 to 14,35.2,0.8,*,0.0,0.7,0.0,0.0,0.6
US,2020,1,Annual,40,F,15 to 24,75.2,8.6,0.1,3.8,2.8,0.8,0.8,1.7
US,2020,1,Annual,40,F,35 to 44,66.5,19.1,0.2,7.6,4.1,1.5,1.5,2.7
US,2020,1,Annual,40,M,45 to 54,92.3,35.8,0.4,14.6,7.9,4.3,2.4,2.1
US,2020,1,Annual,40,M,65+,32.6,10.5,0.1,2.1,0.8,0.6,0.1,1.0
US,2020,1,Annual,40,F,25 to 34,66.2,20.7,0.3,9.7,4.2,1.5,1.7,2.1
US,2020,1,Annual,40,M,0 to 14,25.8,0.8,*,0.0,0.9,0.0,0.0,0.5
US,2020,1,Annual,40,M,55 to 64,71.8,29.8,0.3,10.4,5.0,3.4,1.0,1.9
US,2020,1,Annual,40,F,45 to 54,60.5,16.9,0.1,4.8,2.9,1.5,0.8,2.9
US,2020,1,Annual,40,F,65+,29.2,7.4,0.1,0.4,0.2,0.1,0.0,1.5
US,2020,1,Annual,40,M,25 to 34,161.7,64.2,0.9,31.5,13.8,4.8,5.6,3.6
US,2020,1,Annual,40,M,15 to 24,106.2,22.5,0.5,9.1,7.3,2.5,2.3,4.4
US,2020,1,Annual,40,M,35 to 44,130.1,49.7,0.5,22.1,11.5,4.6,4.6,2.9
US,2020,1,Annual,40,F,55 to 64,53.8,16.9,0.2,3.1,1.8,1.1,0.3,3.1
US,2020,2,Annual,42,Total,Total,65.8,19.4,0.2,7.4,3.9,1.6,1.3,2.0
US,2020,2,Annual,42,Total,35 to 44,94.5,33.0,0.4,14.2,7.3,2.9,2.8,2.8
US,2020,2,Annual,42,Total,45 to 54,75.0,25.8,0.3,9.5,5.2,2.9,1.5,2.5
US,2020,2,Annual,42,Total,15 to 24,87.9,13.9,0.3,5.8,4.5,1.4,1.3,2.8
US,2020,2,Annual,42,Total,65+,30.8,8.9,0.1,1.3,0.5,0.3,0.1,1.2
US,2020,2,Annual,42,Total,0 to 14,30.7,0.8,0.0,0.0,0.8,0.0,0.1,0.5
US,2020,2,Annual,42,Total,25 to 34,104.2,38.4,0.5,18.5,7.9,2.8,3.1,2.7
US,2020,2,Annual,42,Total,55 to 64,62.7,23.6,0.2,7.0,3.4,2.3,0.6,2.5
US,2020,2,Annual,42,M,Total,80.7,27.8,0.3,11.6,5.9,2.6,1.9,2.1
US,2020,2,Annual,42,F,Total,53.6,12.6,0.1,4.1,2.3,0.9,0.7,2.0
US,2020,2,Annual,42,M,25 to 34,161.7,64.9,0.9,31.6,13.6,4.8,5.4,3.7
US,2020,2,Annual,42,F,65+,29.1,7.5,0.1,0.4,0.3,0.1,0.0,1.4
US,2020,2,Annual,42,F,0 to 14,35.9,0.7,*,0.0,0.7,0.0,0.1,0.6
US,2020,2,Annual,42,F,15 to 24,75.8,8.5,0.1,3.7,2.8,0.8,0.8,1.8
US,2020,2,Annual,42,M,55 to 64,72.2,30.3,0.3,10.9,5.0,3.5,1.0,1.9
US,2020,2,Annual,42,M,15 to 24,107.4,22.6,0.5,9.0,7.3,2.5,2.2,4.5
US,2020,2,Annual,42,M,45 to 54,91.9,36.1,0.4,14.8,7.9,4.4,2.3,2.1
US,2020,2,Annual,42,M,0 to 14,26.2,0.8,*,0.0,0.8,0.0,0.1,0.5
US,2020,2,Annual,42,M,35 to 44,130.7,50.8,0.6,22.7,11.5,4.6,4.5,2.9
US,2020,2,Annual,42,F,35 to 44,66.7,19.2,0.2,7.6,4.1,1.6,1.5,2.6
US,2020,2,Annual,42,F,55 to 64,53.7,17.1,0.2,3.3,1.8,1.2,0.3,3.1
US,2020,2,Annual,42,F,25 to 34,66.2,20.9,0.3,9.8,4.2,1.5,1.6,2.0
US,2020,2,Annual,42,F,45 to 54,60.6,17.0,0.1,5.0,2.9,1.5,0.8,2.9
US,2020,2,Annual,42,M,65+,32.7,10.9,0.1,2.4,0.8,0.6,0.1,1.0
US,2020,3,Annual,42,Total,Total,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,65+,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,Total,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,Total,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,65+,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,3,Annual,42,M,65+,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,Total,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,65+,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,Total,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,Total,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,65+,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,4,Annual,43,M,65+,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,Total,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,Total,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,Total,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,65+,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,65+,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,65+,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,5,Annual,43,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,6,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,7,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,8,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,9,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,10,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,11,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,12,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,65+,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,65+,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2021,1,Annual,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,Total,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,65+,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,F,Total,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,M,Total,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2021,2,Annual,44,F,35 to 44,*,*,*,*,*,*,*,*
