geoid,year,month,rate_time,jurisdiction_count,sex,age_range,drug_rate,opioid_rate,fentanyl_rate,heroin_rate,stimulant_rate,cocaine_rate,methamphetamine_rate,benzodiazepine_rate
US,2023,1,Annual,46,F,65+,28.6,8.3,0.2,0.4,0.3,0.2,0.0,1.2
US,2023,1,Annual,46,F,35 to 44,72.4,24.1,2.6,4.9,4.1,1.7,1.4,2.0
US,2023,1,Annual,46,F,45 to 54,62.4,19.0,1.4,3.3,2.9,1.5,0.9,2.3
US,2023,1,Annual,46,F,15 to 24,84.6,8.6,1.4,1.2,2.4,0.8,0.5,1.4
US,2023,1,Annual,46,M,15 to 24,107.5,25.4,4.6,3.0,5.8,1.9,1.5,2.9
US,2023,1,Annual,46,M,65+,34.8,13.2,0.5,2.4,1.0,0.7,0.2,0.7
US,2023,1,Annual,46,M,35 to 44,151.7,64.1,7.9,14.0,11.6,4.8,4.4,2.4
US,2023,1,Annual,46,F,25 to 34,65.6,20.2,2.8,4.5,3.6,1.5,1.2,1.6
US,2023,2,Annual,46,Total,Total,69.3,21.8,2.4,4.1,3.6,1.6,1.1,1.5
US,2023,2,Annual,46,Total,55 to 64,68.3,28.2,1.6,5.7,3.6,2.3,0.8,1.8
US,2023,2,Annual,46,Total,25 to 34,104.8,38.9,5.8,8.0,7.1,2.7,2.6,2.1
US,2023,2,Annual,46,Total,0 to 14,35.5,0.9,0.1,0.0,0.7,0.1,0.1,0.4
US,2023,2,Annual,46,Total,15 to 24,92.5,15.0,2.7,1.8,3.7,1.2,0.9,1.9
US,2023,2,Annual,46,Total,35 to 44,107.0,41.6,5.1,8.6,7.4,3.1,2.7,2.2
US,2023,2,Annual,46,Total,65+,31.3,10.5,0.4,1.3,0.6,0.4,0.1,1.0
US,2023,2,Annual,46,Total,45 to 54,82.0,30.5,2.7,6.2,5.2,2.7,1.6,2.0
US,2023,2,Annual,46,F,Total,55.7,13.5,1.3,2.1,2.1,0.9,0.6,1.5
US,2023,2,Annual,46,M,Total,85.5,31.7,3.6,6.4,5.4,2.4,1.8,1.5
US,2023,2,Annual,46,M,35 to 44,151.3,64.0,8.1,13.5,11.6,4.8,4.4,2.3
US,2023,2,Annual,46,M,65+,34.7,13.2,0.5,2.4,1.0,0.7,0.2,0.7
US,2023,2,Annual,46,F,65+,28.6,8.3,0.3,0.4,0.3,0.2,0.1,1.2
US,2023,2,Annual,46,M,0 to 14,27.8,0.9,0.1,0.0,0.7,0.1,0.0,0.3
US,2023,2,Annual,46,M,25 to 34,164.1,67.1,10.3,13.6,12.3,4.7,4.7,2.8
US,2023,2,Annual,46,M,15 to 24,106.4,25.1,4.6,2.8,5.7,1.9,1.5,2.8
US,2023,2,Annual,46,F,45 to 54,61.9,18.8,1.5,3.1,2.9,1.4,0.9,2.2
US,2023,2,Annual,46,F,15 to 24,83.6,8.5,1.4,1.1,2.4,0.8,0.5,1.4
US,2023,2,Annual,46,F,0 to 14,44.2,0.9,0.1,0.0,0.7,0.1,0.1,0.4
US,2023,2,Annual,46,F,55 to 64,54.6,19.3,1.0,2.6,1.9,1.2,0.4,2.2
US,2023,2,Annual,46,M,45 to 54,105.3,44.1,4.1,9.8,8.0,4.2,2.5,1.6
US,2023,2,Annual,46,F,25 to 34,64.8,19.9,2.8,4.2,3.6,1.5,1.2,1.6
US,2023,2,Annual,46,F,35 to 44,71.9,23.8,2.7,4.8,4.1,1.7,1.4,2.0
US,2023,2,Annual,46,M,55 to 64,82.3,37.4,2.2,9.0,5.3,3.5,1.2,1.3
US,2023,3,Annual,46,Total,Total,68.8,21.6,2.4,3.9,3.6,1.6,1.1,1.5
US,2023,3,Annual,46,Total,45 to 54,81.7,30.4,2.7,6.0,5.2,2.7,1.6,1.9
US,2023,3,Annual,46,Total,0 to 14,35.0,0.9,0.1,0.0,0.7,0.1,0.1,0.3
US,2023,3,Annual,46,Total,25 to 34,103.8,38.5,6.0,7.6,7.0,2.7,2.6,2.0
US,2023,3,Annual,46,Total,35 to 44,106.7,41.3,5.2,8.2,7.3,3.1,2.8,2.1
US,2023,3,Annual,46,Total,15 to 24,91.8,14.9,2.8,1.7,3.6,1.2,0.9,1.9
US,2023,3,Annual,46,Total,55 to 64,68.0,28.1,1.7,5.5,3.6,2.3,0.8,1.7
US,2023,3,Annual,46,Total,65+,31.2,10.4,0.4,1.2,0.6,0.4,0.1,1.0
US,2023,3,Annual,46,M,Total,85.0,31.5,3.7,6.1,5.4,2.4,1.8,1.5
US,2023,3,Annual,46,F,Total,55.2,13.4,1.3,2.0,2.0,0.9,0.6,1.5
US,2023,3,Annual,46,F,65+,28.4,8.3,0.3,0.4,0.3,0.2,0.1,1.2
US,2023,3,Annual,46,M,25 to 34,162.5,66.4,10.6,12.9,12.1,4.6,4.7,2.8
US,2023,3,Annual,46,F,55 to 64,54.2,19.2,1.0,2.5,1.9,1.2,0.4,2.2
US,2023,3,Annual,46,F,35 to 44,71.4,23.5,2.7,4.5,4.0,1.7,1.4,2.0
US,2023,3,Annual,46,M,55 to 64,82.2,37.2,2.4,8.7,5.2,3.4,1.2,1.3
US,2023,3,Annual,46,M,65+,34.7,13.1,0.5,2.3,1.0,0.7,0.2,0.7
US,2023,3,Annual,46,M,15 to 24,105.7,24.9,4.7,2.6,5.6,1.9,1.5,2.7
US,2023,3,Annual,46,F,25 to 34,64.3,19.7,2.9,4.0,3.5,1.4,1.2,1.5
US,2023,3,Annual,46,M,45 to 54,105.2,44.1,4.2,9.4,7.9,4.2,2.5,1.6
US,2023,3,Annual,46,F,15 to 24,83.0,8.5,1.5,1.0,2.3,0.7,0.6,1.3
US,2023,3,Annual,46,M,35 to 44,151.2,63.7,8.4,12.9,11.5,4.9,4.5,2.3
US,2023,3,Annual,46,F,45 to 54,61.5,18.6,1.5,3.0,2.8,1.4,0.9,2.2
US,2023,3,Annual,46,F,0 to 14,43.4,0.9,0.1,0.0,0.7,0.1,0.1,0.4
US,2023,3,Annual,46,M,0 to 14,27.6,0.9,0.1,0.0,0.8,0.1,0.0,0.3
US,2023,4,Annual,46,Total,Total,68.7,21.6,2.5,3.7,3.5,1.6,1.1,1.5
US,2023,4,Annual,46,Total,15 to 24,91.5,14.9,2.8,1.6,3.5,1.2,0.9,1.9
US,2023,4,Annual,46,Total,25 to 34,103.3,38.3,6.1,7.2,6.9,2.7,2.6,2.0
US,2023,4,Annual,46,Total,45 to 54,81.8,30.4,2.9,5.8,5.2,2.7,1.7,1.9
US,2023,4,Annual,46,Total,0 to 14,34.9,0.9,0.1,0.0,0.7,0.1,0.1,0.3
US,2023,4,Annual,46,Total,65+,31.2,10.4,0.4,1.2,0.6,0.4,0.1,1.0
US,2023,4,Annual,46,Total,55 to 64,68.1,28.1,1.7,5.4,3.6,2.3,0.8,1.7
US,2023,4,Annual,46,Total,35 to 44,106.6,41.3,5.3,8.0,7.3,3.1,2.8,2.1
US,2023,4,Annual,46,F,Total,55.0,13.4,1.4,2.0,2.0,0.9,0.6,1.5
US,2023,4,Annual,46,M,Total,84.9,31.4,3.8,5.9,5.4,2.4,1.8,1.5
US,2023,4,Annual,46,F,0 to 14,43.2,0.9,0.1,0.0,0.7,0.1,0.1,0.4
US,2023,4,Annual,46,F,35 to 44,71.4,23.5,2.8,4.4,4.0,1.6,1.5,2.0
US,2023,4,Annual,46,F,65+,28.3,8.2,0.3,0.4,0.3,0.2,0.1,1.1
US,2023,4,Annual,46,M,25 to 34,161.5,65.9,10.8,12.2,11.9,4.6,4.7,2.7
US,2023,4,Annual,46,F,15 to 24,82.7,8.5,1.6,1.0,2.2,0.7,0.5,1.3
US,2023,4,Annual,46,F,55 to 64,54.2,19.2,1.1,2.5,1.9,1.3,0.4,2.1
US,2023,4,Annual,46,M,35 to 44,151.2,63.7,8.5,12.5,11.5,4.9,4.5,2.3
US,2023,4,Annual,46,M,15 to 24,105.3,24.7,4.8,2.5,5.5,1.9,1.5,2.7
US,2023,4,Annual,46,M,0 to 14,27.6,0.9,0.1,0.0,0.8,0.1,0.1,0.3
US,2023,4,Annual,46,M,45 to 54,105.5,44.2,4.3,9.1,7.9,4.2,2.6,1.6
US,2023,4,Annual,46,M,65+,34.7,13.1,0.5,2.2,1.0,0.7,0.2,0.7
US,2023,4,Annual,46,F,45 to 54,61.3,18.5,1.6,2.9,2.9,1.4,0.9,2.2
US,2023,4,Annual,46,M,55 to 64,82.4,37.2,2.4,8.4,5.2,3.4,1.2,1.3
US,2023,4,Annual,46,F,25 to 34,64.2,19.7,3.0,3.8,3.5,1.4,1.2,1.5
US,2023,5,Annual,46,Total,Total,68.7,21.6,2.6,3.6,3.5,1.6,1.1,1.4
US,2023,5,Annual,46,Total,45 to 54,82.2,30.6,2.9,5.7,5.2,2.7,1.7,1.9
US,2023,5,Annual,46,Total,35 to 44,106.7,41.2,5.5,7.7,7.3,3.1,2.8,2.1
US,2023,5,Annual,46,Total,15 to 24,91.4,14.9,2.9,1.5,3.5,1.2,0.9,1.8
US,2023,5,Annual,46,Total,25 to 34,103.1,38.2,6.3,6.9,6.8,2.7,2.6,2.0
US,2023,5,Annual,46,Total,0 to 14,35.0,0.9,0.1,0.0,0.7,0.1,0.1,0.3
US,2023,5,Annual,46,Total,65+,31.4,10.4,0.4,1.2,0.6,0.4,0.1,0.9
US,2023,5,Annual,46,Total,55 to 64,68.3,28.2,1.8,5.3,3.6,2.3,0.8,1.7
US,2023,5,Annual,46,F,Total,54.9,13.3,1.4,1.9,2.0,0.9,0.6,1.4
US,2023,5,Annual,46,M,Total,85.2,31.5,3.9,5.7,5.3,2.4,1.8,1.4
US,2023,5,Annual,46,M,35 to 44,151.3,63.6,8.8,12.0,11.4,4.9,4.5,2.3
US,2023,5,Annual,46,M,0 to 14,27.8,0.9,0.1,0.0,0.8,0.1,0.1,0.3
US,2023,5,Annual,46,F,0 to 14,43.3,0.9,0.1,0.0,0.7,0.0,0.1,0.4
US,2023,5,Annual,46,F,65+,28.4,8.2,0.3,0.4,0.3,0.2,0.1,1.1
US,2023,5,Annual,46,F,15 to 24,82.4,8.5,1.6,0.9,2.2,0.7,0.5,1.3
US,2023,5,Annual,46,M,65+,35.0,13.2,0.6,2.2,1.0,0.7,0.2,0.7
US,2023,5,Annual,46,M,15 to 24,105.3,24.8,4.9,2.3,5.4,1.9,1.5,2.6
US,2023,5,Annual,46,F,45 to 54,61.4,18.6,1.6,2.9,2.9,1.5,0.9,2.2
US,2023,5,Annual,46,F,25 to 34,63.8,19.7,3.1,3.7,3.5,1.4,1.2,1.5
US,2023,5,Annual,46,M,45 to 54,106.3,44.6,4.5,8.9,7.9,4.2,2.6,1.5
US,2023,5,Annual,46,F,55 to 64,54.1,19.2,1.1,2.4,2.0,1.2,0.4,2.1
US,2023,5,Annual,46,M,25 to 34,161.6,65.8,11.1,11.6,11.9,4.6,4.6,2.7
US,2023,5,Annual,46,M,55 to 64,82.9,37.5,2.5,8.3,5.2,3.4,1.2,1.3
US,2023,5,Annual,46,F,35 to 44,71.4,23.5,2.9,4.2,4.0,1.7,1.5,2.0
US,2023,6,Annual,46,Total,Total,68.7,21.6,2.6,3.5,3.5,1.6,1.2,1.4
US,2023,6,Annual,46,Total,45 to 54,82.4,30.7,3.1,5.6,5.2,2.7,1.7,1.9
US,2023,6,Annual,46,Total,55 to 64,68.4,28.3,1.9,5.2,3.6,2.3,0.8,1.7
US,2023,6,Annual,46,Total,15 to 24,91.3,14.8,3.0,1.4,3.4,1.2,0.9,1.8
US,2023,6,Annual,46,Total,35 to 44,106.7,41.2,5.6,7.4,7.2,3.1,2.8,2.1
US,2023,6,Annual,46,Total,0 to 14,35.1,0.9,0.2,0.0,0.7,0.1,0.1,0.3
US,2023,6,Annual,46,Total,65+,31.4,10.4,0.4,1.2,0.6,0.4,0.1,0.9
US,2023,6,Annual,46,Total,25 to 34,102.7,38.1,6.5,6.5,6.8,2.7,2.6,2.0
US,2023,6,Annual,46,F,Total,54.8,13.3,1.5,1.8,2.0,0.9,0.6,1.4
US,2023,6,Annual,46,M,Total,85.3,31.6,4.0,5.5,5.3,2.4,1.8,1.4
US,2023,6,Annual,46,M,25 to 34,161.0,65.6,11.4,11.0,11.8,4.6,4.7,2.7
US,2023,6,Annual,46,M,55 to 64,83.2,37.6,2.6,8.2,5.3,3.4,1.3,1.3
US,2023,6,Annual,46,F,45 to 54,61.3,18.5,1.7,2.7,2.8,1.4,0.9,2.1
US,2023,6,Annual,46,M,0 to 14,27.9,0.9,0.2,0.0,0.8,0.1,0.1,0.3
US,2023,6,Annual,46,M,35 to 44,151.4,63.7,9.0,11.5,11.3,4.9,4.5,2.3
US,2023,6,Annual,46,F,55 to 64,54.2,19.2,1.1,2.3,2.0,1.3,0.4,2.1
US,2023,6,Annual,46,F,25 to 34,63.6,19.6,3.2,3.5,3.5,1.4,1.3,1.5
US,2023,6,Annual,46,F,65+,28.3,8.2,0.3,0.4,0.3,0.2,0.1,1.1
US,2023,6,Annual,46,M,15 to 24,105.5,24.9,5.0,2.2,5.3,1.9,1.5,2.6
US,2023,6,Annual,46,F,15 to 24,82.1,8.3,1.6,0.8,2.2,0.7,0.5,1.2
US,2023,6,Annual,46,M,65+,35.2,13.2,0.6,2.2,1.0,0.7,0.2,0.7
US,2023,6,Annual,46,F,0 to 14,43.3,0.9,0.1,*,0.7,0.1,0.1,0.4
US,2023,6,Annual,46,M,45 to 54,106.8,44.8,4.7,8.8,7.9,4.2,2.7,1.5
US,2023,6,Annual,46,F,35 to 44,71.3,23.4,2.9,4.1,4.0,1.6,1.5,1.9
US,2023,7,Annual,46,Total,Total,68.6,21.5,2.7,3.4,3.5,1.6,1.2,1.4
US,2023,7,Annual,46,Total,25 to 34,102.1,37.8,6.6,6.2,6.9,2.8,2.6,1.9
US,2023,7,Annual,46,Total,45 to 54,82.4,30.5,3.2,5.3,5.2,2.7,1.7,1.8
US,2023,7,Annual,46,Total,65+,31.4,10.4,0.4,1.1,0.6,0.4,0.1,0.9
US,2023,7,Annual,46,Total,55 to 64,68.4,28.1,1.9,5.1,3.6,2.3,0.9,1.7
US,2023,7,Annual,46,Total,35 to 44,106.4,41.0,5.7,7.0,7.2,3.1,2.9,2.1
US,2023,7,Annual,46,Total,0 to 14,35.3,0.9,0.2,0.0,0.7,0.1,0.1,0.3
US,2023,7,Annual,46,Total,15 to 24,90.9,14.7,3.0,1.3,3.4,1.2,0.9,1.8
US,2023,7,Annual,46,M,Total,85.2,31.4,4.1,5.3,5.3,2.5,1.8,1.4
US,2023,7,Annual,46,F,Total,54.7,13.2,1.5,1.7,2.0,0.9,0.6,1.4
US,2023,7,Annual,46,M,35 to 44,151.0,63.2,9.1,10.9,11.3,4.9,4.6,2.3
US,2023,7,Annual,46,M,15 to 24,105.0,24.6,5.1,2.1,5.3,1.9,1.5,2.6
US,2023,7,Annual,46,M,45 to 54,107.0,44.5,4.8,8.4,7.9,4.2,2.7,1.5
US,2023,7,Annual,46,M,65+,35.2,13.2,0.6,2.1,1.0,0.7,0.2,0.7
US,2023,7,Annual,46,M,55 to 64,83.1,37.5,2.7,8.0,5.2,3.4,1.3,1.3
US,2023,7,Annual,46,F,15 to 24,81.8,8.3,1.7,0.8,2.1,0.7,0.5,1.2
US,2023,7,Annual,46,F,45 to 54,61.3,18.4,1.8,2.6,2.9,1.4,0.9,2.1
US,2023,7,Annual,46,M,0 to 14,28.2,0.9,0.2,0.0,0.8,0.1,0.1,0.3
US,2023,7,Annual,46,F,35 to 44,71.1,23.4,3.0,3.9,4.0,1.6,1.5,1.9
US,2023,7,Annual,46,F,25 to 34,63.4,19.5,3.2,3.3,3.5,1.4,1.3,1.4
US,2023,7,Annual,46,F,0 to 14,43.5,0.9,0.2,*,0.7,0.1,0.1,0.4
US,2023,7,Annual,46,F,55 to 64,54.1,19.0,1.1,2.2,2.0,1.3,0.5,2.1
US,2023,7,Annual,46,M,25 to 34,159.9,65.1,11.7,10.4,11.9,4.8,4.7,2.6
US,2023,7,Annual,46,F,65+,28.3,8.1,0.3,0.4,0.3,0.2,0.1,1.1
US,2023,8,Annual,46,Total,Total,68.4,21.4,2.8,3.2,3.5,1.6,1.2,1.4
US,2023,8,Annual,46,Total,15 to 24,90.3,14.5,3.1,1.2,3.3,1.2,0.9,1.7
US,2023,8,Annual,46,Total,45 to 54,82.3,30.5,3.2,5.1,5.2,2.7,1.8,1.8
US,2023,8,Annual,46,Total,65+,31.4,10.3,0.4,1.1,0.6,0.4,0.1,0.9
US,2023,8,Annual,46,Total,25 to 34,101.5,37.4,6.7,5.8,6.8,2.7,2.6,1.9
US,2023,8,Annual,46,Total,0 to 14,35.5,0.9,0.2,0.0,0.7,0.1,0.1,0.3
US,2023,8,Annual,46,Total,35 to 44,106.0,40.7,5.9,6.6,7.1,3.1,2.9,2.1
US,2023,8,Annual,46,Total,55 to 64,68.1,27.9,2.0,4.9,3.6,2.4,0.9,1.7
US,2023,8,Annual,46,F,Total,54.5,13.1,1.5,1.6,2.0,0.9,0.6,1.4
US,2023,8,Annual,46,M,Total,85.0,31.3,4.2,5.0,5.3,2.5,1.8,1.4
US,2023,8,Annual,46,F,25 to 34,62.9,19.2,3.3,3.1,3.4,1.4,1.2,1.4
US,2023,8,Annual,46,F,65+,28.3,8.0,0.3,0.4,0.3,0.2,0.1,1.1
US,2023,8,Annual,46,F,35 to 44,70.8,23.1,3.1,3.7,4.0,1.6,1.5,1.9
US,2023,8,Annual,46,F,15 to 24,81.1,8.1,1.7,0.8,2.1,0.7,0.5,1.2
US,2023,8,Annual,46,F,45 to 54,61.3,18.5,1.8,2.5,2.9,1.5,0.9,2.1
US,2023,8,Annual,46,M,25 to 34,159.1,64.6,11.9,9.8,11.8,4.7,4.7,2.6
US,2023,8,Annual,46,M,55 to 64,82.7,37.1,2.8,7.7,5.3,3.5,1.3,1.3
US,2023,8,Annual,46,F,0 to 14,43.5,0.9,0.2,*,0.7,0.1,0.1,0.4
US,2023,8,Annual,46,M,35 to 44,150.5,62.9,9.4,10.4,11.2,4.8,4.6,2.3
US,2023,8,Annual,46,F,55 to 64,54.0,18.9,1.2,2.1,2.0,1.3,0.5,2.1
US,2023,8,Annual,46,M,15 to 24,104.3,24.2,5.2,2.0,5.2,1.9,1.5,2.5
US,2023,8,Annual,46,M,45 to 54,106.6,44.3,4.9,8.1,7.9,4.2,2.8,1.5
US,2023,8,Annual,46,M,65+,35.1,13.2,0.6,2.0,1.0,0.7,0.2,0.7
US,2023,8,Annual,46,M,0 to 14,28.4,0.9,0.2,*,0.8,0.1,0.1,0.3
US,2023,9,Annual,46,Total,Total,68.1,21.2,2.8,3.0,3.5,1.6,1.2,1.4
US,2023,9,Annual,46,Total,25 to 34,100.6,36.9,6.7,5.5,6.7,2.8,2.6,1.9
US,2023,9,Annual,46,Total,45 to 54,81.9,30.2,3.3,4.9,5.2,2.7,1.8,1.8
US,2023,9,Annual,46,Total,55 to 64,67.9,27.7,2.0,4.6,3.6,2.4,0.9,1.7
US,2023,9,Annual,46,Total,0 to 14,35.8,1.0,0.2,0.0,0.8,0.1,0.1,0.3
US,2023,9,Annual,46,Total,15 to 24,89.2,14.3,3.1,1.2,3.3,1.2,0.9,1.7
US,2023,9,Annual,46,Total,65+,31.3,10.3,0.4,1.0,0.6,0.4,0.1,0.9
US,2023,9,Annual,46,Total,35 to 44,105.4,40.4,5.9,6.4,7.0,3.0,2.8,2.1
US,2023,9,Annual,46,M,Total,84.7,31.0,4.3,4.8,5.3,2.5,1.8,1.4
US,2023,9,Annual,46,F,Total,54.2,13.0,1.5,1.6,2.0,0.9,0.6,1.4
US,2023,9,Annual,46,M,35 to 44,149.6,62.4,9.5,9.9,11.1,4.8,4.6,2.3
US,2023,9,Annual,46,F,35 to 44,70.5,22.9,3.1,3.6,3.9,1.6,1.5,1.9
US,2023,9,Annual,46,F,15 to 24,80.0,8.0,1.7,0.7,2.1,0.7,0.5,1.2
US,2023,9,Annual,46,M,65+,35.0,13.1,0.6,1.9,1.0,0.7,0.2,0.7
US,2023,9,Annual,46,F,65+,28.3,8.0,0.3,0.3,0.3,0.2,0.1,1.1
US,2023,9,Annual,46,M,15 to 24,103.4,24.0,5.2,1.9,5.1,1.9,1.4,2.5
US,2023,9,Annual,46,F,45 to 54,61.0,18.3,1.8,2.4,2.9,1.5,0.9,2.1
US,2023,9,Annual,46,F,25 to 34,62.3,19.0,3.3,3.0,3.4,1.4,1.2,1.4
US,2023,9,Annual,46,M,45 to 54,106.1,44.0,5.0,7.7,7.8,4.2,2.7,1.5
US,2023,9,Annual,46,M,0 to 14,28.8,1.0,0.2,*,0.8,0.1,0.1,0.3
US,2023,9,Annual,46,M,25 to 34,157.9,63.7,11.9,9.3,11.7,4.7,4.7,2.5
US,2023,9,Annual,46,F,0 to 14,43.7,0.9,0.2,*,0.7,0.1,0.1,0.4
US,2023,9,Annual,46,F,55 to 64,53.8,18.7,1.2,2.0,2.1,1.3,0.5,2.0
US,2023,9,Annual,46,M,55 to 64,82.5,36.9,2.9,7.3,5.3,3.5,1.3,1.3
US,2023,10,Annual,46,Total,Total,68.0,21.1,2.8,2.9,3.5,1.6,1.2,1.4
US,2023,10,Annual,46,Total,65+,31.4,10.2,0.4,1.0,0.6,0.4,0.1,0.9
US,2023,10,Annual,46,Total,35 to 44,105.0,40.2,6.0,6.1,7.0,3.0,2.8,2.0
US,2023,10,Annual,46,Total,25 to 34,100.0,36.5,6.8,5.3,6.6,2.8,2.5,1.8
US,2023,10,Annual,46,Total,0 to 14,36.4,1.0,0.2,0.0,0.8,0.1,0.1,0.3
US,2023,10,Annual,46,Total,45 to 54,81.5,29.9,3.4,4.7,5.2,2.7,1.8,1.8
US,2023,10,Annual,46,Total,55 to 64,67.7,27.5,2.1,4.4,3.6,2.4,0.9,1.6
US,2023,10,Annual,46,Total,15 to 24,88.6,14.2,3.1,1.1,3.3,1.2,0.9,1.6
US,2023,10,Annual,46,F,Total,54.0,13.0,1.6,1.5,2.0,0.9,0.6,1.4
US,2023,10,Annual,46,M,Total,84.8,31.0,4.4,4.6,5.3,2.5,1.8,1.4
US,2023,10,Annual,46,F,45 to 54,60.8,18.2,1.9,2.3,2.9,1.5,0.9,2.1
US,2023,10,Annual,46,F,65+,28.3,8.0,0.3,0.3,0.3,0.2,0.1,1.1
US,2023,10,Annual,46,F,15 to 24,79.3,8.0,1.7,0.7,2.1,0.7,0.5,1.1
US,2023,10,Annual,46,M,65+,35.0,13.0,0.6,1.8,1.0,0.7,0.2,0.7
US,2023,10,Annual,46,M,25 to 34,157.0,63.1,12.1,8.8,11.6,4.7,4.6,2.5
US,2023,10,Annual,46,M,35 to 44,149.5,62.2,9.7,9.5,11.0,4.8,4.5,2.2
US,2023,10,Annual,46,F,0 to 14,44.2,1.0,0.2,*,0.7,0.1,0.1,0.4
US,2023,10,Annual,46,M,0 to 14,29.5,1.0,0.2,*,0.8,0.1,0.1,0.3
US,2023,10,Annual,46,F,55 to 64,53.5,18.7,1.2,1.9,2.0,1.3,0.5,2.0
US,2023,10,Annual,46,M,45 to 54,105.6,43.6,5.2,7.4,7.8,4.2,2.7,1.4
US,2023,10,Annual,46,F,35 to 44,69.9,22.7,3.2,3.4,3.8,1.6,1.5,1.9
US,2023,10,Annual,46,F,25 to 34,61.9,18.8,3.3,2.9,3.3,1.4,1.2,1.4
US,2023,10,Annual,46,M,15 to 24,103.0,23.9,5.3,1.8,5.1,1.9,1.4,2.4
US,2023,10,Annual,46,M,55 to 64,82.4,36.6,3.0,7.0,5.3,3.5,1.3,1.3
US,2023,11,Annual,46,Total,Total,68.0,21.1,2.9,2.8,3.5,1.6,1.1,1.4
US,2023,11,Annual,46,Total,0 to 14,37.1,1.0,0.2,0.0,0.8,0.1,0.1,0.3
US,2023,11,Annual,46,Total,15 to 24,88.6,14.1,3.1,1.1,3.3,1.2,0.8,1.6
US,2023,11,Annual,46,Total,25 to 34,99.4,36.2,6.9,5.0,6.6,2.8,2.5,1.8
US,2023,11,Annual,46,Total,35 to 44,104.6,39.9,6.2,5.8,7.0,3.1,2.8,2.0
US,2023,11,Annual,46,Total,55 to 64,67.4,27.3,2.1,4.3,3.6,2.4,0.9,1.6
US,2023,11,Annual,46,Total,45 to 54,81.2,29.8,3.5,4.5,5.1,2.7,1.7,1.8
US,2023,11,Annual,46,Total,65+,31.3,10.2,0.4,1.0,0.6,0.4,0.1,0.9
US,2023,11,Annual,46,F,Total,53.9,12.9,1.6,1.5,2.0,0.9,0.6,1.3
US,2023,11,Annual,46,M,Total,84.8,30.8,4.5,4.5,5.3,2.5,1.8,1.4
US,2023,11,Annual,46,M,25 to 34,156.2,62.6,12.2,8.5,11.5,4.8,4.6,2.5
US,2023,11,Annual,46,M,55 to 64,81.9,36.3,3.0,6.8,5.3,3.5,1.3,1.3
US,2023,11,Annual,46,F,25 to 34,61.5,18.6,3.3,2.7,3.3,1.4,1.1,1.4
US,2023,11,Annual,46,F,55 to 64,53.3,18.6,1.2,1.9,2.0,1.3,0.5,2.0
US,2023,11,Annual,46,F,65+,28.2,8.0,0.3,0.3,0.3,0.2,0.1,1.1
US,2023,11,Annual,46,M,45 to 54,105.1,43.4,5.3,7.1,7.7,4.1,2.7,1.4
US,2023,11,Annual,46,F,45 to 54,60.5,18.1,1.9,2.2,2.9,1.5,0.9,2.1
US,2023,11,Annual,46,M,0 to 14,30.3,1.0,0.2,*,0.8,0.1,0.1,0.3
US,2023,11,Annual,46,M,65+,35.0,12.9,0.7,1.8,1.0,0.7,0.2,0.7
US,2023,11,Annual,46,F,35 to 44,69.6,22.5,3.2,3.3,3.8,1.6,1.5,1.8
US,2023,11,Annual,46,F,0 to 14,44.9,1.0,0.2,*,0.7,0.1,0.1,0.4
US,2023,11,Annual,46,M,15 to 24,103.2,23.8,5.3,1.7,5.2,1.9,1.4,2.3
US,2023,11,Annual,46,M,35 to 44,148.9,61.8,9.9,9.1,11.1,4.8,4.5,2.2
US,2023,11,Annual,46,F,15 to 24,79.1,7.9,1.7,0.6,2.0,0.7,0.5,1.1
US,2023,12,Annual,46,Total,Total,67.2,20.7,2.9,2.7,3.4,1.6,1.1,1.3
US,2023,12,Annual,46,Total,0 to 14,36.8,1.0,0.2,0.0,0.8,0.1,0.1,0.3
US,2023,12,Annual,46,Total,35 to 44,103.3,39.3,6.2,5.5,6.9,3.1,2.7,2.0
US,2023,12,Annual,46,Total,45 to 54,80.2,29.4,3.5,4.3,5.1,2.7,1.7,1.7
US,2023,12,Annual,46,Total,25 to 34,97.9,35.5,6.9,4.8,6.5,2.7,2.5,1.8
US,2023,12,Annual,46,Total,55 to 64,66.9,26.9,2.2,4.1,3.6,2.4,0.8,1.6
US,2023,12,Annual,46,Total,15 to 24,87.6,13.9,3.2,1.0,3.2,1.2,0.8,1.6
US,2023,12,Annual,46,Total,65+,31.2,10.1,0.5,0.9,0.6,0.4,0.1,0.9
US,2023,12,Annual,46,F,Total,53.3,12.7,1.6,1.4,1.9,0.9,0.6,1.3
US,2023,12,Annual,46,M,Total,83.9,30.4,4.5,4.2,5.2,2.5,1.8,1.4
US,2023,12,Annual,46,F,15 to 24,78.2,7.7,1.7,0.6,2.0,0.7,0.5,1.1
US,2023,12,Annual,46,F,0 to 14,44.3,0.9,0.2,*,0.7,0.1,0.1,0.4
US,2023,12,Annual,46,F,55 to 64,53.0,18.3,1.3,1.8,2.0,1.3,0.5,2.0
US,2023,12,Annual,46,M,25 to 34,154.1,61.4,12.3,8.0,11.3,4.8,4.5,2.5
US,2023,12,Annual,46,M,15 to 24,102.0,23.5,5.4,1.6,5.1,1.9,1.4,2.3
US,2023,12,Annual,46,M,65+,34.9,12.8,0.7,1.7,1.0,0.8,0.2,0.7
